phase,epoch,train_loss,train_acc,test_loss,test_acc
dense_training,1,2.0441,25.98,1.7185,35.75
dense_training,2,1.4683,45.56,1.3880,49.59
dense_training,3,1.1778,57.32,1.1258,60.55
dense_training,4,1.0082,64.17,1.0461,63.74
dense_training,5,0.9077,67.70,1.0270,64.93
dense_training,6,0.8395,70.34,1.0178,64.13
dense_training,7,0.7887,72.32,1.0738,65.62
dense_training,8,0.7356,74.24,1.0753,66.90
dense_training,9,0.6918,75.88,1.1537,63.55
dense_training,10,0.6526,77.40,0.8242,72.30
dense_training,11,0.6295,78.40,0.7255,75.43
dense_training,12,0.6052,78.81,0.8091,72.68
dense_training,13,0.5953,79.37,0.7887,71.75
dense_training,14,0.5790,80.04,0.9531,69.58
dense_training,15,0.5630,80.54,0.8553,72.43
dense_training,16,0.5510,81.21,0.7692,74.90
dense_training,17,0.5450,81.27,0.9484,70.52
dense_training,18,0.5337,81.61,0.9188,70.09
dense_training,19,0.5366,81.49,0.7658,74.71
dense_training,20,0.5209,81.90,0.9468,70.07
dense_training,21,0.5156,82.16,0.7620,74.84
dense_training,22,0.5083,82.49,0.9117,71.67
dense_training,23,0.5042,82.67,0.9910,70.06
dense_training,24,0.5046,82.49,0.7032,76.76
dense_training,25,0.4882,83.13,0.9258,71.89
dense_training,26,0.4940,83.06,0.7986,75.00
dense_training,27,0.4852,83.34,0.6644,77.41
dense_training,28,0.4880,83.18,0.7099,76.56
dense_training,29,0.4817,83.51,0.6941,76.76
dense_training,30,0.4741,83.62,0.7126,77.28
dense_training,31,0.4756,83.48,0.6966,76.27
dense_training,32,0.4730,83.71,0.6867,76.29
dense_training,33,0.4732,83.75,0.6940,76.91
dense_training,34,0.4627,84.03,0.5882,79.42
dense_training,35,0.4665,84.01,0.6398,78.88
dense_training,36,0.4636,84.19,0.7851,75.22
dense_training,37,0.4669,83.74,0.7036,77.24
dense_training,38,0.4579,84.40,0.7834,75.43
dense_training,39,0.4628,83.87,0.6651,77.80
dense_training,40,0.4613,84.47,0.8270,74.09
dense_training,41,0.4565,84.35,0.6268,77.73
dense_training,42,0.4571,84.20,0.9813,70.04
dense_training,43,0.4552,84.29,0.7621,75.19
dense_training,44,0.4477,84.56,0.5590,81.18
dense_training,45,0.4486,84.64,0.5906,79.54
dense_training,46,0.4500,84.63,0.7029,76.56
dense_training,47,0.4447,84.72,0.6570,77.31
dense_training,48,0.4456,84.55,0.5534,80.16
dense_training,49,0.4498,84.48,0.5096,82.83
dense_training,50,0.4385,84.79,0.6858,77.62
dense_training,51,0.4447,84.68,0.5537,81.61
dense_training,52,0.4410,84.82,0.7989,74.37
dense_training,53,0.4385,84.96,1.5310,59.68
dense_training,54,0.4390,84.88,0.5959,79.88
dense_training,55,0.4374,84.93,0.8872,72.71
dense_training,56,0.4341,84.99,0.6307,79.17
dense_training,57,0.4433,84.73,0.8952,74.06
dense_training,58,0.4428,84.67,0.5652,80.72
dense_training,59,0.4333,85.10,0.6197,78.87
dense_training,60,0.4315,85.02,0.8016,74.06
dense_training,61,0.4366,85.05,0.7585,76.18
dense_training,62,0.4375,85.03,0.6763,78.29
dense_training,63,0.4281,85.35,0.8424,74.36
dense_training,64,0.4343,85.02,0.5153,82.22
dense_training,65,0.4299,85.25,0.7013,76.67
dense_training,66,0.4295,85.43,0.5478,81.83
dense_training,67,0.4286,85.34,0.8704,73.43
dense_training,68,0.4298,85.22,0.6170,79.55
dense_training,69,0.4257,85.32,0.6062,80.70
dense_training,70,0.4258,85.53,0.5893,80.68
dense_training,71,0.4332,85.15,0.7842,75.49
dense_training,72,0.4214,85.64,0.5956,80.45
dense_training,73,0.4253,85.05,0.7302,76.11
dense_training,74,0.4278,85.15,0.8916,73.31
dense_training,75,0.4227,85.44,0.6587,77.44
dense_training,76,0.4268,85.38,0.9198,73.02
dense_training,77,0.4284,85.19,0.7823,75.62
dense_training,78,0.4199,85.51,0.9726,72.38
dense_training,79,0.4173,85.48,0.6874,77.56
dense_training,80,0.4192,85.47,0.5155,82.18
dense_training,81,0.2643,91.08,0.2832,90.10
dense_training,82,0.2140,92.74,0.2676,90.69
dense_training,83,0.1976,93.36,0.2620,90.76
dense_training,84,0.1819,93.86,0.2525,91.01
dense_training,85,0.1702,94.18,0.2464,91.53
dense_training,86,0.1632,94.46,0.2504,91.16
dense_training,87,0.1558,94.80,0.2611,90.82
dense_training,88,0.1491,94.99,0.2576,91.40
dense_training,89,0.1431,95.18,0.2481,91.46
dense_training,90,0.1384,95.27,0.2537,91.36
dense_training,91,0.1327,95.51,0.2523,91.65
dense_training,92,0.1273,95.77,0.2580,91.51
dense_training,93,0.1224,95.83,0.2454,91.78
dense_training,94,0.1226,95.86,0.2685,90.88
dense_training,95,0.1209,95.87,0.2582,91.54
dense_training,96,0.1179,96.04,0.2593,91.61
dense_training,97,0.1144,96.16,0.2687,91.10
dense_training,98,0.1098,96.39,0.2705,91.37
dense_training,99,0.1080,96.30,0.2782,90.96
dense_training,100,0.1073,96.40,0.2741,91.25
dense_training,101,0.1074,96.39,0.2846,90.99
dense_training,102,0.1108,96.29,0.2778,91.08
dense_training,103,0.1023,96.68,0.3057,90.55
dense_training,104,0.1032,96.47,0.3089,90.59
dense_training,105,0.1039,96.44,0.2780,91.13
dense_training,106,0.1066,96.36,0.3248,90.05
dense_training,107,0.1060,96.45,0.3186,90.26
dense_training,108,0.1044,96.48,0.2733,91.42
dense_training,109,0.1042,96.43,0.2911,91.21
dense_training,110,0.1021,96.56,0.3011,91.20
dense_training,111,0.1066,96.35,0.3586,88.94
dense_training,112,0.1074,96.32,0.2632,91.68
dense_training,113,0.0968,96.77,0.2870,90.84
dense_training,114,0.1087,96.38,0.2942,90.73
dense_training,115,0.1031,96.63,0.3276,90.38
dense_training,116,0.1064,96.42,0.2937,90.88
dense_training,117,0.1049,96.43,0.3099,90.39
dense_training,118,0.1074,96.44,0.3413,89.51
dense_training,119,0.1025,96.55,0.3056,90.76
dense_training,120,0.1029,96.50,0.3142,90.46
dense_training,121,0.0648,98.00,0.2367,92.42
dense_training,122,0.0504,98.55,0.2340,92.49
dense_training,123,0.0442,98.80,0.2324,92.59
dense_training,124,0.0397,99.06,0.2330,92.74
dense_training,125,0.0369,99.14,0.2302,92.78
dense_training,126,0.0361,99.16,0.2346,92.78
dense_training,127,0.0337,99.21,0.2354,92.83
dense_training,128,0.0318,99.30,0.2359,92.65
dense_training,129,0.0317,99.27,0.2369,92.62
dense_training,130,0.0313,99.30,0.2371,92.56
dense_training,131,0.0294,99.37,0.2388,92.74
dense_training,132,0.0286,99.36,0.2372,92.82
dense_training,133,0.0289,99.36,0.2411,92.61
dense_training,134,0.0258,99.52,0.2433,92.67
dense_training,135,0.0260,99.48,0.2391,92.60
dense_training,136,0.0257,99.47,0.2384,92.75
dense_training,137,0.0244,99.52,0.2386,92.81
dense_training,138,0.0245,99.52,0.2390,92.90
dense_training,139,0.0236,99.56,0.2394,92.77
dense_training,140,0.0225,99.60,0.2385,92.97
dense_training,141,0.0220,99.60,0.2386,92.88
dense_training,142,0.0227,99.60,0.2410,92.82
dense_training,143,0.0222,99.57,0.2423,92.90
dense_training,144,0.0214,99.61,0.2407,92.92
dense_training,145,0.0204,99.67,0.2462,92.68
dense_training,146,0.0209,99.63,0.2436,92.72
dense_training,147,0.0196,99.67,0.2441,92.87
dense_training,148,0.0208,99.61,0.2453,92.73
dense_training,149,0.0196,99.66,0.2418,92.56
dense_training,150,0.0197,99.65,0.2454,92.75
dense_training,151,0.0197,99.65,0.2456,92.65
dense_training,152,0.0182,99.69,0.2438,92.91
dense_training,153,0.0186,99.66,0.2442,92.76
dense_training,154,0.0186,99.70,0.2467,92.66
dense_training,155,0.0186,99.68,0.2445,92.85
dense_training,156,0.0175,99.72,0.2426,92.78
dense_training,157,0.0177,99.72,0.2435,92.79
dense_training,158,0.0177,99.72,0.2434,92.76
dense_training,159,0.0173,99.69,0.2426,92.79
dense_training,160,0.0170,99.71,0.2446,92.77
