epoch,train_loss,train_acc,test_loss,test_acc
1,4.1705,6.09,4.0725,7.62
2,3.7079,12.30,3.6434,14.34
3,3.4424,17.10,3.3898,18.36
4,3.1989,21.20,3.2384,20.90
5,3.0098,24.51,3.1415,23.69
6,2.8654,27.14,2.9669,26.61
7,2.7574,29.13,2.9507,27.72
8,2.6785,30.77,2.8660,28.23
9,2.5882,32.50,2.9621,29.40
10,2.5389,33.76,2.9064,29.66
11,2.4772,35.02,2.5808,34.27
12,2.4393,36.06,2.9479,28.79
13,2.3967,36.74,3.0692,29.18
14,2.3532,37.73,2.8208,32.24
15,2.3385,37.78,2.7135,33.06
16,2.3056,38.59,2.4451,37.40
17,2.2878,38.82,2.7453,33.67
18,2.2581,39.68,2.6221,35.87
19,2.2399,40.15,2.4503,36.92
20,2.2265,40.44,2.4866,37.27
21,2.2019,41.04,2.4510,38.25
22,2.1850,41.44,2.6477,35.28
23,2.1790,41.86,2.6150,35.57
24,2.1561,42.12,2.3841,39.00
25,2.1480,42.28,2.3361,40.09
26,2.1342,42.54,2.5773,37.17
27,2.1133,43.08,2.6491,35.85
28,2.1057,43.19,2.4414,38.27
29,2.0944,43.39,2.4289,38.27
30,2.0926,43.37,2.7875,34.33
31,2.0900,43.60,2.2706,40.93
32,2.0729,44.10,2.3842,38.79
33,2.0754,44.10,2.4785,38.40
34,2.0568,44.48,2.6159,36.61
35,2.0401,44.77,2.3688,40.65
36,2.0367,44.65,2.4520,37.81
37,2.0320,44.98,2.3790,39.87
38,2.0265,45.04,2.5094,37.24
39,2.0274,45.13,2.6688,34.61
40,2.0148,45.47,2.3040,40.72
41,2.0125,45.22,2.4164,39.32
42,2.0073,45.57,2.1801,43.35
43,1.9952,45.78,2.2611,41.10
44,1.9896,46.01,2.2435,42.03
45,1.9915,45.88,2.3533,40.34
46,1.9823,46.02,2.2210,42.02
47,1.9880,45.98,2.4945,38.59
48,1.9745,46.33,2.4285,39.11
49,1.9714,46.41,2.4020,40.27
50,1.9702,46.30,2.1260,44.20
51,1.9640,46.59,2.3635,40.43
52,1.9549,46.47,2.2490,41.88
53,1.9611,46.47,2.3515,40.96
54,1.9555,46.65,2.4894,37.73
55,1.9536,46.80,2.2856,41.71
56,1.9403,46.88,2.3414,40.98
57,1.9450,46.91,2.1957,43.09
58,1.9481,46.87,2.2449,41.68
59,1.9355,47.22,2.1515,43.85
60,1.9472,46.94,2.5709,37.14
61,1.9435,47.26,2.3349,40.95
62,1.9264,47.58,2.2391,42.74
63,1.9315,47.38,2.2213,42.92
64,1.9245,47.44,2.2823,41.81
65,1.9229,47.69,2.3074,41.49
66,1.9137,47.49,2.2383,42.17
67,1.9091,47.96,2.3236,40.84
68,1.9159,47.53,2.4824,39.48
69,1.9115,47.80,2.2781,41.54
70,1.9123,47.80,2.2277,43.72
71,1.9081,47.93,2.2015,43.29
72,1.9160,47.68,2.1176,43.96
73,1.9036,47.89,2.3042,41.46
74,1.9010,47.48,2.1412,44.39
75,1.8964,48.34,2.4032,41.10
76,1.8964,48.03,2.1153,44.23
77,1.8947,48.07,2.5440,38.77
78,1.9002,47.93,2.2056,43.49
79,1.8965,47.99,2.4153,40.64
80,1.8878,48.25,2.1537,43.94
81,1.6752,53.64,1.7487,52.06
82,1.6209,54.94,1.7535,52.33
83,1.6099,55.23,1.7402,52.47
84,1.5934,55.77,1.7492,52.76
85,1.5904,55.90,1.7382,52.97
86,1.5802,56.04,1.7520,52.84
87,1.5746,56.21,1.7352,53.13
88,1.5753,56.11,1.7262,53.10
89,1.5710,56.09,1.7423,52.62
90,1.5673,56.38,1.7360,53.10
91,1.5680,56.35,1.7304,53.01
92,1.5606,56.61,1.7566,52.89
93,1.5622,56.66,1.7404,52.94
94,1.5537,56.49,1.7432,52.61
95,1.5590,56.56,1.7508,52.85
96,1.5508,56.62,1.7521,53.32
97,1.5476,56.69,1.7276,53.49
98,1.5503,56.62,1.7288,53.15
99,1.5445,56.86,1.7332,52.90
100,1.5449,56.87,1.7427,53.44
101,1.5486,56.78,1.7536,52.41
102,1.5417,56.93,1.7311,53.30
103,1.5454,56.77,1.7485,53.22
104,1.5440,57.02,1.7383,53.31
105,1.5360,56.89,1.7414,53.24
106,1.5334,56.91,1.7605,52.83
107,1.5326,57.16,1.7379,53.30
108,1.5349,57.14,1.7388,53.10
109,1.5379,56.96,1.7437,53.12
110,1.5355,56.86,1.7383,53.32
111,1.5332,57.09,1.7573,52.87
112,1.5355,56.94,1.7319,53.38
113,1.5334,57.08,1.7245,53.29
114,1.5291,57.20,1.7358,52.74
115,1.5271,57.24,1.7398,53.27
116,1.5245,57.36,1.7449,53.44
117,1.5254,57.40,1.7230,53.33
118,1.5241,57.50,1.7405,53.03
119,1.5234,57.57,1.7508,53.45
120,1.5162,57.45,1.7287,53.28
121,1.4898,58.17,1.6982,53.76
122,1.4748,58.77,1.7044,54.17
123,1.4833,58.31,1.7037,54.20
124,1.4742,58.79,1.7062,54.09
125,1.4726,58.61,1.6997,54.23
126,1.4700,58.84,1.7006,54.25
127,1.4753,58.59,1.6987,53.96
128,1.4716,58.72,1.7004,54.36
129,1.4747,58.79,1.6987,54.24
130,1.4717,58.67,1.6998,54.06
131,1.4748,58.76,1.6990,54.27
132,1.4728,58.74,1.7055,54.15
133,1.4712,59.00,1.6999,54.33
134,1.4685,59.11,1.6976,54.06
135,1.4743,58.44,1.6986,54.15
136,1.4680,58.80,1.7017,54.35
137,1.4698,58.76,1.7091,54.11
138,1.4705,58.62,1.7000,54.26
139,1.4728,58.77,1.7066,54.15
140,1.4737,58.56,1.6986,54.17
141,1.4629,59.14,1.7017,54.14
142,1.4700,58.76,1.7030,53.97
143,1.4715,58.53,1.7087,53.94
144,1.4684,58.68,1.7011,53.81
145,1.4681,58.79,1.7072,54.25
146,1.4632,58.98,1.7014,54.04
147,1.4694,58.76,1.7025,54.03
148,1.4660,58.97,1.7069,54.20
149,1.4663,58.81,1.7025,54.08
150,1.4667,58.98,1.6985,54.10
151,1.4686,58.66,1.7004,54.19
152,1.4645,58.98,1.6982,54.08
153,1.4651,58.91,1.7051,54.29
154,1.4599,59.22,1.7035,54.15
155,1.4597,59.21,1.7023,54.27
156,1.4599,58.94,1.7036,54.25
157,1.4604,59.28,1.7015,54.39
158,1.4610,58.77,1.7016,54.04
159,1.4634,58.82,1.7014,54.27
160,1.4673,58.59,1.6951,54.41
