iteration,epoch,sparsity,remaining_weights,train_loss,train_acc,test_loss,test_acc
0,1,0.0000,1.0000,1.7294,34.89,1.5589,41.11
0,2,0.0000,1.0000,1.2416,54.85,1.1058,60.94
0,3,0.0000,1.0000,0.9803,65.17,1.5627,50.31
0,4,0.0000,1.0000,0.8347,70.74,1.1159,62.30
0,5,0.0000,1.0000,0.7453,74.24,0.9404,68.20
0,6,0.0000,1.0000,0.6917,76.09,0.7991,73.40
0,7,0.0000,1.0000,0.6651,76.90,0.9701,69.07
0,8,0.0000,1.0000,0.6313,78.37,1.0744,65.78
0,9,0.0000,1.0000,0.6098,79.06,0.8524,71.42
0,10,0.0000,1.0000,0.5884,79.53,0.9399,70.67
0,11,0.0000,1.0000,0.5757,80.15,0.9076,71.94
0,12,0.0000,1.0000,0.5629,80.59,0.7458,74.39
0,13,0.0000,1.0000,0.5554,80.82,0.9678,68.48
0,14,0.0000,1.0000,0.5423,81.40,0.7195,75.74
0,15,0.0000,1.0000,0.5380,81.39,0.7612,75.36
0,16,0.0000,1.0000,0.5234,81.89,0.6202,78.83
0,17,0.0000,1.0000,0.5187,82.13,0.6874,76.48
0,18,0.0000,1.0000,0.5241,82.12,1.4137,57.24
0,19,0.0000,1.0000,0.5060,82.81,0.6469,79.20
0,20,0.0000,1.0000,0.5054,82.41,0.5926,80.08
0,21,0.0000,1.0000,0.4935,82.91,0.8764,73.25
0,22,0.0000,1.0000,0.4887,83.31,0.8225,74.04
0,23,0.0000,1.0000,0.4858,83.20,0.6624,77.34
0,24,0.0000,1.0000,0.4876,83.26,0.8427,73.04
0,25,0.0000,1.0000,0.4755,83.74,0.5819,80.41
0,26,0.0000,1.0000,0.4777,83.66,0.7160,76.73
0,27,0.0000,1.0000,0.4692,83.89,0.6476,78.64
0,28,0.0000,1.0000,0.4626,84.27,0.5205,81.54
0,29,0.0000,1.0000,0.4603,84.08,0.6239,78.97
0,30,0.0000,1.0000,0.4570,84.18,0.6818,77.63
0,31,0.0000,1.0000,0.4629,84.09,0.7484,76.12
0,32,0.0000,1.0000,0.4565,84.40,0.5314,81.69
0,33,0.0000,1.0000,0.4478,84.64,0.5954,79.96
0,34,0.0000,1.0000,0.4411,84.88,0.5728,80.46
0,35,0.0000,1.0000,0.4378,85.04,0.8306,74.66
0,36,0.0000,1.0000,0.4355,85.07,0.6576,79.28
0,37,0.0000,1.0000,0.4411,84.79,0.5323,81.98
0,38,0.0000,1.0000,0.4319,84.98,0.5346,82.05
0,39,0.0000,1.0000,0.4308,85.15,0.5649,80.95
0,40,0.0000,1.0000,0.4268,85.18,0.5683,81.69
0,41,0.0000,1.0000,0.4292,85.33,0.6144,80.04
0,42,0.0000,1.0000,0.4267,85.33,1.1699,66.88
0,43,0.0000,1.0000,0.4164,85.86,0.6996,76.95
0,44,0.0000,1.0000,0.4132,85.91,0.7434,76.42
0,45,0.0000,1.0000,0.4141,85.79,0.5341,82.01
0,46,0.0000,1.0000,0.4128,85.98,0.6225,79.18
0,47,0.0000,1.0000,0.4090,86.00,0.7538,77.19
0,48,0.0000,1.0000,0.4003,86.38,0.5082,82.87
0,49,0.0000,1.0000,0.4067,86.05,0.5757,81.14
0,50,0.0000,1.0000,0.4007,86.31,0.7210,76.18
0,51,0.0000,1.0000,0.3994,86.41,0.7047,76.19
0,52,0.0000,1.0000,0.3952,86.47,0.6328,80.41
0,53,0.0000,1.0000,0.3957,86.58,0.5453,81.66
0,54,0.0000,1.0000,0.3877,86.64,0.5813,79.61
0,55,0.0000,1.0000,0.3856,86.77,0.5134,82.85
0,56,0.0000,1.0000,0.3793,86.93,0.5631,81.42
0,57,0.0000,1.0000,0.3819,86.82,0.5346,82.95
0,58,0.0000,1.0000,0.3777,87.11,0.5120,82.72
0,59,0.0000,1.0000,0.3770,87.01,0.6944,78.32
0,60,0.0000,1.0000,0.3724,87.31,0.4956,83.56
0,61,0.0000,1.0000,0.3677,87.27,1.0053,74.01
0,62,0.0000,1.0000,0.3699,87.34,0.5533,82.00
0,63,0.0000,1.0000,0.3635,87.43,0.4897,83.39
0,64,0.0000,1.0000,0.3554,87.82,0.4663,83.64
