phase,epoch,train_loss,train_acc,test_loss,test_acc
one-shot,1,0.1140,96.52,0.2859,90.69
one-shot,2,0.0961,97.08,0.2813,91.00
one-shot,3,0.0910,97.33,0.2769,91.09
one-shot,4,0.0885,97.42,0.2743,91.02
one-shot,5,0.0844,97.53,0.2753,91.21
one-shot,6,0.0817,97.64,0.2802,91.10
one-shot,7,0.0806,97.67,0.2720,91.46
one-shot,8,0.0804,97.64,0.2766,91.34
one-shot,9,0.0775,97.77,0.2758,91.40
one-shot,10,0.0781,97.66,0.2780,91.38
one-shot,11,0.0731,97.86,0.2750,91.22
one-shot,12,0.0731,97.85,0.2730,91.35
one-shot,13,0.0700,97.96,0.2754,91.40
one-shot,14,0.0717,97.93,0.2789,91.16
one-shot,15,0.0711,97.97,0.2752,91.34
one-shot,16,0.0680,98.07,0.2746,91.48
one-shot,17,0.0665,98.10,0.2784,91.17
one-shot,18,0.0662,98.15,0.2764,91.33
one-shot,19,0.0673,98.09,0.2753,91.51
one-shot,20,0.0668,98.08,0.2748,91.51
one-shot,21,0.0655,98.09,0.2772,91.54
one-shot,22,0.0631,98.25,0.2820,91.55
one-shot,23,0.0637,98.14,0.2818,91.60
one-shot,24,0.0642,98.17,0.2804,91.42
one-shot,25,0.0657,98.14,0.2845,91.55
one-shot,26,0.0604,98.27,0.2751,91.59
one-shot,27,0.0618,98.20,0.2799,91.56
one-shot,28,0.0616,98.18,0.2776,91.71
one-shot,29,0.0602,98.29,0.2782,91.59
one-shot,30,0.0611,98.22,0.2796,91.44
one-shot,31,0.0616,98.21,0.2818,91.46
one-shot,32,0.0583,98.34,0.2754,91.76
one-shot,33,0.0584,98.39,0.2769,91.77
one-shot,34,0.0589,98.31,0.2768,91.74
one-shot,35,0.0592,98.35,0.2798,91.70
one-shot,36,0.0567,98.40,0.2824,91.58
one-shot,37,0.0567,98.42,0.2806,91.76
one-shot,38,0.0536,98.55,0.2814,91.70
one-shot,39,0.0554,98.48,0.2843,91.47
one-shot,40,0.0557,98.39,0.2839,91.67
one-shot,41,0.0552,98.48,0.2802,91.70
one-shot,42,0.0541,98.50,0.2890,91.51
one-shot,43,0.0547,98.43,0.2843,91.63
one-shot,44,0.0561,98.44,0.2842,91.76
one-shot,45,0.0548,98.51,0.2830,91.79
one-shot,46,0.0532,98.50,0.2853,91.74
one-shot,47,0.0542,98.42,0.2859,91.64
one-shot,48,0.0534,98.44,0.2897,91.45
one-shot,49,0.0521,98.50,0.2846,91.67
one-shot,50,0.0534,98.46,0.2809,91.74
one-shot,51,0.0534,98.50,0.2875,91.58
one-shot,52,0.0516,98.58,0.2850,91.56
one-shot,53,0.0516,98.54,0.2833,91.78
one-shot,54,0.0516,98.53,0.2867,91.51
one-shot,55,0.0527,98.50,0.2839,91.67
