epoch,train_loss,train_acc,test_loss,test_acc
1,2.8632,19.83,1.8465,31.22
2,1.7393,34.26,1.7603,35.91
3,1.6220,39.56,1.5483,43.30
4,1.5202,44.08,1.4190,47.42
5,1.4157,48.39,1.3875,49.47
6,1.3104,52.38,1.6775,46.68
7,1.2015,56.81,1.2366,55.78
8,1.1093,60.64,1.1620,60.24
9,1.0313,63.47,1.0754,63.10
10,0.9705,65.62,1.0392,64.37
11,0.9131,67.94,1.1563,62.59
12,0.8614,69.66,0.9902,66.08
13,0.8011,71.78,0.8791,69.68
14,0.7634,73.34,1.0529,66.91
15,0.7294,74.47,0.8461,70.39
16,0.6876,76.04,0.8173,72.55
17,0.6726,76.49,0.7759,73.91
18,0.6477,77.63,0.8709,72.50
19,0.6276,78.16,0.9415,70.18
20,0.6102,78.59,0.6783,76.96
21,0.5991,79.12,0.9166,72.07
22,0.5845,79.70,0.7668,74.72
23,0.5712,80.05,0.8096,73.84
24,0.5636,80.43,0.6636,77.30
25,0.5436,81.17,0.7980,73.82
26,0.5360,81.60,0.7458,75.32
27,0.5297,81.59,0.5899,80.30
28,0.5193,81.97,0.6557,78.40
29,0.5124,82.30,0.7379,75.89
30,0.5074,82.34,0.6370,78.50
31,0.5047,82.43,0.8062,73.06
32,0.4925,82.96,0.5870,80.48
33,0.4828,83.12,0.6205,79.79
34,0.4828,83.12,0.6229,79.62
35,0.4707,83.69,0.7547,75.97
36,0.4707,83.75,0.6199,79.52
37,0.4698,83.73,0.7655,75.98
38,0.4575,84.06,0.6536,78.88
39,0.4504,84.29,0.6755,78.14
40,0.4505,84.50,0.6733,78.49
41,0.4476,84.57,0.5934,80.74
42,0.4444,84.52,0.5675,81.11
43,0.4398,84.74,0.6791,77.95
44,0.4344,84.85,0.6271,80.39
45,0.4319,85.04,0.5792,81.16
46,0.4219,85.33,0.5449,81.73
47,0.4286,85.03,0.8006,76.18
48,0.4149,85.62,0.6339,79.74
49,0.4209,85.42,0.6515,79.03
50,0.4116,85.65,0.6349,79.21
51,0.4061,85.89,0.6906,77.68
52,0.4060,85.85,0.6918,78.43
53,0.4023,85.96,0.6980,77.83
54,0.3976,86.11,0.6725,78.88
55,0.3973,86.21,0.6139,80.02
56,0.3957,86.26,0.5664,81.44
57,0.3915,86.33,0.5402,81.98
58,0.3907,86.47,0.7327,77.13
59,0.3901,86.38,0.6443,79.48
60,0.3908,86.32,0.6317,79.14
61,0.3826,86.70,0.5504,82.49
62,0.3786,86.83,0.7796,77.02
63,0.3764,86.89,0.5332,82.80
64,0.3738,86.94,0.7095,78.53
65,0.3672,87.29,0.6653,79.74
66,0.3754,86.91,0.5276,83.12
67,0.3682,87.08,0.5612,81.41
68,0.3679,87.12,0.7259,78.61
69,0.3678,87.10,0.6209,80.65
70,0.3632,87.28,0.5131,82.62
71,0.3638,87.17,0.7237,77.20
72,0.3575,87.53,0.6118,80.49
73,0.3528,87.90,0.6976,78.65
74,0.3563,87.58,0.5090,83.52
75,0.3576,87.60,0.5974,81.65
76,0.3522,87.63,0.4597,84.12
77,0.3527,87.58,0.4598,84.62
78,0.3478,88.01,0.6781,79.12
79,0.3481,87.76,0.8101,77.09
80,0.3430,87.96,0.6711,79.30
81,0.2622,91.10,0.3552,88.35
82,0.2254,92.33,0.3516,88.76
83,0.2131,92.73,0.3527,88.81
84,0.2004,92.98,0.3482,89.06
85,0.1958,93.17,0.3501,89.11
86,0.1919,93.42,0.3510,89.17
87,0.1815,93.76,0.3515,88.99
88,0.1823,93.77,0.3511,88.90
89,0.1792,93.82,0.3592,89.09
90,0.1732,94.00,0.3594,89.02
91,0.1727,93.92,0.3548,89.02
92,0.1663,94.26,0.3623,89.07
93,0.1630,94.25,0.3606,89.05
94,0.1626,94.34,0.3610,89.18
95,0.1583,94.44,0.3677,88.85
96,0.1541,94.53,0.3667,89.06
97,0.1562,94.53,0.3686,89.06
98,0.1539,94.71,0.3662,88.96
99,0.1504,94.76,0.3684,89.00
100,0.1508,94.63,0.3663,89.03
101,0.1480,94.72,0.3723,89.16
102,0.1467,94.92,0.3781,89.27
103,0.1449,94.96,0.3810,88.96
104,0.1410,95.13,0.3783,89.12
105,0.1427,95.02,0.3792,88.83
106,0.1418,95.08,0.3752,89.43
107,0.1394,95.03,0.3854,88.96
108,0.1373,95.19,0.3810,89.06
109,0.1329,95.34,0.3840,88.80
110,0.1335,95.27,0.3889,89.03
111,0.1333,95.28,0.3807,89.13
112,0.1323,95.39,0.4001,89.04
113,0.1292,95.51,0.3910,88.97
114,0.1281,95.46,0.3959,88.79
115,0.1244,95.65,0.4002,88.90
116,0.1268,95.61,0.4059,88.76
117,0.1244,95.61,0.3981,88.82
118,0.1247,95.75,0.3918,88.92
119,0.1215,95.74,0.4041,88.91
120,0.1217,95.90,0.4221,88.33
