phase,epoch,train_loss,train_acc,test_loss,test_acc
one-shot,1,0.2605,87.64,1.2276,67.19
one-shot,2,0.2579,87.70,1.2304,67.31
one-shot,3,0.2599,87.71,1.2444,67.36
one-shot,4,0.2572,87.78,1.2408,67.15
one-shot,5,0.2569,87.75,1.2343,67.66
one-shot,6,0.2564,87.77,1.2277,67.41
one-shot,7,0.2550,87.91,1.2237,67.65
one-shot,8,0.2548,88.02,1.2265,67.58
one-shot,9,0.2525,87.98,1.2272,67.61
one-shot,10,0.2520,88.14,1.2332,67.11
one-shot,11,0.2525,87.89,1.2225,67.47
one-shot,12,0.2530,87.97,1.2379,67.38
one-shot,13,0.2542,88.18,1.2322,67.72
one-shot,14,0.2523,88.19,1.2307,67.44
one-shot,15,0.2523,88.08,1.2320,67.55
one-shot,16,0.2540,88.08,1.2457,67.02
one-shot,17,0.2538,88.04,1.2374,67.43
one-shot,18,0.2544,87.94,1.2303,67.31
one-shot,19,0.2530,88.20,1.2339,67.54
one-shot,20,0.2546,88.15,1.2382,67.32
one-shot,21,0.2553,88.04,1.2497,67.05
one-shot,22,0.2534,88.37,1.2386,67.23
one-shot,23,0.2538,88.09,1.2273,67.29
one-shot,24,0.2524,88.33,1.2389,67.32
one-shot,25,0.2541,88.26,1.2357,67.25
one-shot,26,0.2553,87.98,1.2255,67.23
one-shot,27,0.2534,88.32,1.2306,67.26
one-shot,28,0.2503,88.58,1.2354,67.82
one-shot,29,0.2538,88.11,1.2469,67.37
one-shot,30,0.2544,88.27,1.2362,67.49
one-shot,31,0.2544,88.25,1.2270,67.33
one-shot,32,0.2554,88.26,1.2412,67.02
one-shot,33,0.2543,88.29,1.2331,67.36
one-shot,34,0.2534,88.48,1.2272,67.38
one-shot,35,0.2529,88.37,1.2437,67.00
one-shot,36,0.2554,88.09,1.2302,67.58
one-shot,37,0.2525,88.42,1.2272,67.48
one-shot,38,0.2514,88.52,1.2439,67.46
one-shot,39,0.2548,88.26,1.2457,67.08
one-shot,40,0.2534,88.30,1.2301,67.76
one-shot,41,0.2552,88.34,1.2410,67.44
one-shot,42,0.2548,88.45,1.2267,67.34
one-shot,43,0.2571,88.41,1.2285,67.18
one-shot,44,0.2529,88.46,1.2334,67.27
one-shot,45,0.2546,88.45,1.2384,67.30
one-shot,46,0.2553,88.57,1.2430,67.37
one-shot,47,0.2531,88.61,1.2494,67.09
one-shot,48,0.2524,88.53,1.2395,67.56
one-shot,49,0.2531,88.45,1.2373,67.34
one-shot,50,0.2562,88.22,1.2388,67.04
one-shot,51,0.2542,88.52,1.2293,67.61
one-shot,52,0.2547,88.34,1.2472,67.21
one-shot,53,0.2515,88.42,1.2393,67.25
one-shot,54,0.2546,88.52,1.2292,67.71
one-shot,55,0.2556,88.28,1.2311,67.56
one-shot,56,0.2557,88.41,1.2377,67.26
one-shot,57,0.2516,88.52,1.2436,67.33
one-shot,58,0.2533,88.51,1.2289,67.53
one-shot,59,0.2538,88.52,1.2496,67.18
one-shot,60,0.2522,88.58,1.2446,67.26
one-shot,61,0.2539,88.51,1.2406,67.14
one-shot,62,0.2523,88.72,1.2507,66.95
one-shot,63,0.2525,88.55,1.2512,67.19
one-shot,64,0.2539,88.34,1.2374,67.20
one-shot,65,0.2503,88.76,1.2300,67.49
one-shot,66,0.2514,88.65,1.2422,67.18
one-shot,67,0.2509,88.79,1.2580,67.20
one-shot,68,0.2496,88.70,1.2367,67.32
one-shot,69,0.2500,88.58,1.2350,67.69
one-shot,70,0.2526,88.57,1.2375,67.34
one-shot,71,0.2508,88.74,1.2436,67.41
one-shot,72,0.2530,88.62,1.2180,67.75
one-shot,73,0.2528,88.74,1.2380,67.22
one-shot,74,0.2500,88.68,1.2469,67.08
one-shot,75,0.2528,88.39,1.2355,67.68
one-shot,76,0.2509,88.71,1.2253,67.63
one-shot,77,0.2506,88.62,1.2379,67.27
one-shot,78,0.2523,88.65,1.2379,67.25
one-shot,79,0.2509,88.66,1.2412,67.44
one-shot,80,0.2516,88.79,1.2337,67.43
one-shot,81,0.2522,88.61,1.2287,67.56
one-shot,82,0.2481,88.74,1.2352,67.43
one-shot,83,0.2516,88.59,1.2275,67.44
one-shot,84,0.2513,88.68,1.2535,67.00
one-shot,85,0.2513,88.73,1.2338,67.43
one-shot,86,0.2501,88.67,1.2380,67.38
one-shot,87,0.2506,88.74,1.2248,67.67
one-shot,88,0.2504,88.73,1.2363,67.61
one-shot,89,0.2477,88.86,1.2388,67.41
one-shot,90,0.2472,88.85,1.2378,67.36
one-shot,91,0.2478,88.96,1.2321,67.47
one-shot,92,0.2479,88.83,1.2347,67.46
one-shot,93,0.2498,88.69,1.2348,67.51
one-shot,94,0.2486,88.76,1.2400,67.49
one-shot,95,0.2456,88.85,1.2432,67.13
one-shot,96,0.2501,88.78,1.2307,67.31
one-shot,97,0.2473,88.61,1.2360,67.26
one-shot,98,0.2460,88.78,1.2311,67.29
one-shot,99,0.2485,89.01,1.2359,67.56
one-shot,100,0.2455,88.89,1.2336,67.09
one-shot,101,0.2448,89.04,1.2266,67.60
one-shot,102,0.2455,88.78,1.2323,67.15
one-shot,103,0.2476,88.71,1.2351,67.21
one-shot,104,0.2446,89.12,1.2236,67.75
one-shot,105,0.2461,88.90,1.2291,67.48
one-shot,106,0.2463,88.88,1.2333,67.61
one-shot,107,0.2437,89.02,1.2297,67.68
one-shot,108,0.2469,88.75,1.2287,67.74
one-shot,109,0.2461,88.92,1.2277,67.58
one-shot,110,0.2452,88.97,1.2332,67.65
one-shot,111,0.2439,88.98,1.2330,67.46
one-shot,112,0.2439,88.84,1.2227,67.74
one-shot,113,0.2448,89.04,1.2279,67.79
one-shot,114,0.2416,89.24,1.2249,67.66
one-shot,115,0.2452,88.97,1.2330,67.53
one-shot,116,0.2432,89.21,1.2277,67.69
one-shot,117,0.2397,89.11,1.2306,67.28
one-shot,118,0.2434,89.03,1.2282,67.51
one-shot,119,0.2412,89.04,1.2285,67.37
one-shot,120,0.2432,88.92,1.2283,67.56
one-shot,121,0.2427,88.99,1.2302,67.80
one-shot,122,0.2428,88.96,1.2283,67.71
one-shot,123,0.2395,88.96,1.2276,67.55
