phase,epoch,train_loss,train_acc,test_loss,test_acc
one-shot,1,0.1246,98.87,0.3272,90.87
one-shot,2,0.1018,99.03,0.3041,91.50
one-shot,3,0.0967,99.06,0.3110,91.32
one-shot,4,0.0893,99.16,0.3005,91.60
one-shot,5,0.0879,99.15,0.2997,91.53
one-shot,6,0.0842,99.16,0.3052,91.62
one-shot,7,0.0838,99.23,0.3118,91.40
one-shot,8,0.0836,99.22,0.3044,91.74
one-shot,9,0.0846,99.18,0.3037,91.61
one-shot,10,0.0811,99.24,0.3089,91.46
one-shot,11,0.0784,99.25,0.3082,91.63
one-shot,12,0.0802,99.26,0.3123,91.31
one-shot,13,0.0805,99.29,0.3047,91.52
one-shot,14,0.0762,99.29,0.3055,91.46
one-shot,15,0.0771,99.34,0.3006,91.83
one-shot,16,0.0768,99.26,0.3026,91.56
one-shot,17,0.0782,99.31,0.3038,91.65
one-shot,18,0.0773,99.27,0.3095,91.58
one-shot,19,0.0778,99.27,0.3063,91.53
one-shot,20,0.0778,99.31,0.3019,91.70
one-shot,21,0.0769,99.38,0.3001,91.53
one-shot,22,0.0753,99.34,0.3015,91.65
one-shot,23,0.0761,99.35,0.3009,91.89
one-shot,24,0.0753,99.31,0.3065,91.59
one-shot,25,0.0762,99.39,0.3018,91.58
one-shot,26,0.0769,99.32,0.3037,91.54
one-shot,27,0.0728,99.38,0.3124,91.32
one-shot,28,0.0770,99.31,0.3014,91.74
one-shot,29,0.0742,99.37,0.3144,91.33
one-shot,30,0.0771,99.25,0.3132,91.52
one-shot,31,0.0769,99.29,0.3171,91.19
one-shot,32,0.0744,99.34,0.3183,91.13
one-shot,33,0.0763,99.38,0.3051,91.50
one-shot,34,0.0800,99.36,0.3134,91.45
one-shot,35,0.0787,99.34,0.3001,91.74
one-shot,36,0.0761,99.27,0.3189,91.31
one-shot,37,0.0730,99.35,0.2956,91.71
one-shot,38,0.0756,99.38,0.3278,91.09
one-shot,39,0.0739,99.38,0.3142,91.22
one-shot,40,0.0742,99.36,0.3013,91.50
one-shot,41,0.0754,99.35,0.3066,91.45
one-shot,42,0.0759,99.34,0.3088,91.54
one-shot,43,0.0737,99.34,0.3047,91.51
one-shot,44,0.0725,99.37,0.3058,91.31
one-shot,45,0.0739,99.38,0.3016,91.48
one-shot,46,0.0780,99.29,0.3057,91.60
one-shot,47,0.0767,99.32,0.3132,91.17
one-shot,48,0.0789,99.43,0.3071,91.57
one-shot,49,0.0744,99.36,0.3023,91.95
one-shot,50,0.0733,99.37,0.3101,91.36
one-shot,51,0.0738,99.40,0.3044,91.53
one-shot,52,0.0739,99.37,0.3100,91.43
one-shot,53,0.0738,99.37,0.3111,91.49
one-shot,54,0.0740,99.39,0.3167,91.21
one-shot,55,0.0774,99.41,0.3047,91.51
one-shot,56,0.0739,99.40,0.3049,91.46
one-shot,57,0.0734,99.38,0.3033,91.49
one-shot,58,0.0707,99.39,0.3055,91.52
one-shot,59,0.0741,99.40,0.3021,91.58
one-shot,60,0.0743,99.34,0.3100,91.57
one-shot,61,0.0726,99.43,0.3071,91.55
one-shot,62,0.0751,99.38,0.3094,91.44
one-shot,63,0.0720,99.40,0.3110,91.44
one-shot,64,0.0751,99.39,0.3139,91.49
one-shot,65,0.0736,99.39,0.3144,91.18
one-shot,66,0.0739,99.40,0.3084,91.59
one-shot,67,0.0716,99.39,0.3067,91.62
one-shot,68,0.0709,99.37,0.3025,91.69
one-shot,69,0.0728,99.37,0.3008,91.64
one-shot,70,0.0745,99.43,0.3108,91.51
one-shot,71,0.0729,99.42,0.3112,91.47
one-shot,72,0.0708,99.44,0.3170,91.16
one-shot,73,0.0702,99.43,0.3101,91.52
one-shot,74,0.0716,99.37,0.3079,91.45
one-shot,75,0.0717,99.38,0.3114,91.36
