phase,epoch,train_loss,train_acc,test_loss,test_acc
dense_training,1,2.1441,20.82,1.9083,24.09
dense_training,2,1.7419,33.12,1.7133,34.92
dense_training,3,1.5233,43.95,1.5418,44.95
dense_training,4,1.2901,53.30,1.5857,50.34
dense_training,5,1.0905,60.90,1.1924,59.01
dense_training,6,0.9640,65.90,0.9842,65.67
dense_training,7,0.8944,68.44,0.9543,65.26
dense_training,8,0.8271,70.94,0.9625,67.22
dense_training,9,0.7779,72.84,0.9632,67.95
dense_training,10,0.7135,75.28,1.1580,62.27
dense_training,11,0.6735,76.44,0.9106,69.31
dense_training,12,0.6515,77.42,0.9419,68.32
dense_training,13,0.6252,78.54,0.9467,70.30
dense_training,14,0.6095,79.01,0.6952,75.68
dense_training,15,0.5867,79.71,0.9074,70.61
dense_training,16,0.5696,80.48,0.9703,70.13
dense_training,17,0.5606,80.57,0.6513,77.99
dense_training,18,0.5546,80.86,0.7461,75.88
dense_training,19,0.5458,81.40,0.9673,69.48
dense_training,20,0.5426,81.26,0.8765,71.23
dense_training,21,0.5323,81.74,0.6433,77.94
dense_training,22,0.5205,82.25,0.8101,73.14
dense_training,23,0.5213,81.82,0.6728,77.60
dense_training,24,0.5121,82.46,0.7029,76.45
dense_training,25,0.5099,82.56,0.6336,78.44
dense_training,26,0.5073,82.62,0.7202,75.92
dense_training,27,0.5023,82.74,0.7077,76.36
dense_training,28,0.4959,82.83,0.6419,78.97
dense_training,29,0.4923,82.85,0.8108,74.46
dense_training,30,0.4916,83.08,0.6697,77.80
dense_training,31,0.4800,83.57,0.6941,77.44
dense_training,32,0.4881,83.29,0.5727,80.46
dense_training,33,0.4874,83.33,0.6266,78.55
dense_training,34,0.4747,83.58,0.9011,70.91
dense_training,35,0.4750,83.65,0.7836,75.86
dense_training,36,0.4720,83.67,0.6670,79.02
dense_training,37,0.4690,83.98,0.7890,73.18
dense_training,38,0.4624,84.09,0.8137,73.69
dense_training,39,0.4700,83.87,0.7380,76.97
dense_training,40,0.4680,84.08,0.9414,69.70
dense_training,41,0.4652,83.85,0.5362,81.73
dense_training,42,0.4583,84.27,0.5194,82.32
dense_training,43,0.4571,84.36,0.7193,76.08
dense_training,44,0.4696,83.87,0.8841,71.46
dense_training,45,0.4557,84.31,0.6446,78.37
dense_training,46,0.4537,84.35,0.8785,73.89
dense_training,47,0.4568,84.21,0.7922,74.52
dense_training,48,0.4552,84.42,0.6283,78.40
dense_training,49,0.4490,84.51,0.6039,80.45
dense_training,50,0.4527,84.35,0.7196,77.46
dense_training,51,0.4508,84.38,0.5786,80.21
dense_training,52,0.4484,84.50,0.7044,76.54
dense_training,53,0.4490,84.56,0.5649,81.28
dense_training,54,0.4570,84.25,0.6581,78.32
dense_training,55,0.4479,84.50,0.6784,78.10
dense_training,56,0.4441,84.77,0.8099,76.05
dense_training,57,0.4477,84.60,0.5958,79.79
dense_training,58,0.4458,84.71,0.5593,81.44
dense_training,59,0.4498,84.59,0.7374,76.52
dense_training,60,0.4442,84.82,0.6762,76.54
dense_training,61,0.4449,84.66,0.6681,78.57
dense_training,62,0.4414,84.92,0.7446,76.14
dense_training,63,0.4409,84.78,0.7452,75.86
dense_training,64,0.4389,85.05,0.6466,78.74
dense_training,65,0.4424,84.86,0.6335,78.25
dense_training,66,0.4485,84.44,0.6324,78.60
dense_training,67,0.4357,84.99,0.5962,80.02
dense_training,68,0.4304,85.24,0.8330,74.94
dense_training,69,0.4372,84.92,0.8314,74.04
dense_training,70,0.4411,84.85,0.6499,78.62
dense_training,71,0.4379,85.05,0.6384,79.68
dense_training,72,0.4280,85.21,0.5603,80.85
dense_training,73,0.4335,85.20,0.7241,77.45
dense_training,74,0.4348,85.14,0.6683,78.68
dense_training,75,0.4297,85.33,0.7348,76.90
dense_training,76,0.4258,85.26,0.6517,78.74
dense_training,77,0.4337,85.12,0.6401,77.31
dense_training,78,0.4306,85.12,0.6275,79.39
dense_training,79,0.4401,84.89,0.5748,80.73
dense_training,80,0.4297,85.42,0.7692,76.73
dense_training,81,0.2770,90.71,0.2911,89.97
dense_training,82,0.2239,92.45,0.2866,90.19
dense_training,83,0.2037,93.14,0.2704,90.54
dense_training,84,0.1890,93.58,0.2656,90.98
dense_training,85,0.1826,93.82,0.2641,91.14
dense_training,86,0.1729,93.99,0.2603,91.00
dense_training,87,0.1627,94.40,0.2622,91.11
dense_training,88,0.1544,94.71,0.2660,91.08
dense_training,89,0.1464,95.05,0.2612,91.39
dense_training,90,0.1450,95.10,0.2698,90.96
dense_training,91,0.1419,95.13,0.2702,90.88
dense_training,92,0.1362,95.38,0.2590,91.41
dense_training,93,0.1301,95.63,0.2721,91.24
dense_training,94,0.1276,95.70,0.2747,91.05
dense_training,95,0.1279,95.70,0.2895,91.00
dense_training,96,0.1244,95.76,0.2799,90.90
dense_training,97,0.1185,95.96,0.2756,91.14
dense_training,98,0.1221,95.86,0.2911,90.59
dense_training,99,0.1202,95.90,0.2862,91.03
dense_training,100,0.1158,96.02,0.2845,90.97
dense_training,101,0.1132,96.13,0.2727,91.45
dense_training,102,0.1131,96.14,0.2872,90.65
dense_training,103,0.1122,96.22,0.3131,90.47
dense_training,104,0.1125,96.19,0.2909,91.01
dense_training,105,0.1149,96.03,0.2905,90.97
dense_training,106,0.1125,96.24,0.3295,89.86
dense_training,107,0.1146,96.08,0.3158,90.27
dense_training,108,0.1078,96.40,0.3785,89.14
dense_training,109,0.1141,96.14,0.2998,90.68
dense_training,110,0.1081,96.45,0.3294,90.16
dense_training,111,0.1094,96.30,0.3242,89.99
dense_training,112,0.1101,96.24,0.3111,90.67
dense_training,113,0.1094,96.31,0.2988,90.41
dense_training,114,0.1077,96.30,0.3105,90.29
dense_training,115,0.1125,96.13,0.3038,90.82
dense_training,116,0.1068,96.34,0.3167,90.39
dense_training,117,0.1105,96.23,0.3327,90.17
dense_training,118,0.1097,96.25,0.3523,89.32
dense_training,119,0.1095,96.32,0.3218,90.59
dense_training,120,0.1082,96.29,0.3479,89.56
dense_training,121,0.0677,97.97,0.2487,92.45
dense_training,122,0.0526,98.62,0.2448,92.67
dense_training,123,0.0482,98.72,0.2444,92.80
dense_training,124,0.0455,98.81,0.2454,92.79
dense_training,125,0.0400,99.00,0.2458,92.65
dense_training,126,0.0394,99.04,0.2434,92.82
dense_training,127,0.0386,99.11,0.2447,92.86
dense_training,128,0.0371,99.07,0.2472,92.84
dense_training,129,0.0348,99.19,0.2470,92.83
dense_training,130,0.0331,99.26,0.2468,92.74
dense_training,131,0.0333,99.21,0.2459,92.84
dense_training,132,0.0328,99.24,0.2493,92.78
dense_training,133,0.0306,99.36,0.2508,92.75
dense_training,134,0.0294,99.35,0.2485,92.89
dense_training,135,0.0291,99.40,0.2501,92.62
dense_training,136,0.0276,99.43,0.2491,92.69
dense_training,137,0.0274,99.42,0.2478,92.62
dense_training,138,0.0264,99.46,0.2505,92.59
dense_training,139,0.0266,99.46,0.2491,92.79
dense_training,140,0.0259,99.45,0.2557,92.63
dense_training,141,0.0251,99.46,0.2570,92.54
dense_training,142,0.0246,99.51,0.2580,92.69
dense_training,143,0.0239,99.53,0.2514,92.86
dense_training,144,0.0246,99.48,0.2525,92.88
dense_training,145,0.0241,99.50,0.2536,92.64
dense_training,146,0.0231,99.55,0.2554,92.81
dense_training,147,0.0229,99.54,0.2553,92.83
dense_training,148,0.0226,99.53,0.2563,92.59
dense_training,149,0.0228,99.54,0.2592,92.69
dense_training,150,0.0218,99.55,0.2566,92.58
dense_training,151,0.0213,99.61,0.2544,92.68
dense_training,152,0.0214,99.61,0.2558,92.64
dense_training,153,0.0220,99.61,0.2564,92.71
dense_training,154,0.0197,99.71,0.2570,92.81
dense_training,155,0.0203,99.61,0.2571,92.67
dense_training,156,0.0202,99.65,0.2616,92.55
