epoch,train_loss,train_acc,test_loss,test_acc
1,1.6137,42.04,1.2590,54.75
2,1.1344,59.14,1.1036,61.42
3,0.9296,67.22,1.0405,64.06
4,0.8031,71.94,1.0647,66.15
5,0.7084,75.42,0.8997,70.23
6,0.6537,77.39,0.8423,72.72
7,0.6105,78.90,0.8081,74.57
8,0.5722,80.05,0.7619,75.19
9,0.5470,81.06,0.6969,76.18
10,0.5197,81.92,0.6269,79.57
11,0.5049,82.66,0.6014,79.86
12,0.4839,83.25,0.5983,80.21
13,0.4740,83.61,0.5754,80.43
14,0.4591,84.23,0.6369,79.74
15,0.4442,84.79,0.5755,80.93
16,0.4332,84.99,0.5652,81.87
17,0.4243,85.42,0.5608,81.02
18,0.4145,85.55,0.6601,79.01
19,0.4099,85.80,0.6134,79.86
20,0.4000,86.15,0.5273,82.50
21,0.3944,86.37,0.6044,80.08
22,0.3902,86.27,0.5290,82.02
23,0.3824,86.73,0.6584,80.06
24,0.3735,87.09,0.5450,82.73
25,0.3632,87.56,0.6608,79.13
26,0.3634,87.22,0.5626,82.09
27,0.3570,87.51,0.4742,84.03
28,0.3522,87.82,0.5178,83.00
29,0.3433,87.99,0.4735,84.25
30,0.3466,87.80,0.5600,81.67
31,0.3424,88.06,0.6538,81.07
32,0.3326,88.34,0.6666,80.94
33,0.3372,88.28,0.7136,78.69
34,0.3311,88.46,0.4773,84.42
35,0.3279,88.45,0.5127,83.11
36,0.3271,88.51,0.5316,83.02
37,0.3191,88.88,0.5907,81.86
38,0.3166,88.90,0.4405,85.41
39,0.3172,88.92,0.4879,84.09
40,0.3063,89.30,0.5497,82.90
41,0.3099,89.14,0.5317,82.98
42,0.3079,89.37,0.4693,84.81
43,0.3034,89.24,0.5103,83.64
44,0.3071,89.18,0.6614,78.81
45,0.3038,89.32,0.4947,84.11
46,0.3005,89.44,0.4721,84.64
47,0.2974,89.67,0.4607,85.45
48,0.2917,89.66,0.5265,83.27
49,0.2914,89.73,0.6606,81.00
50,0.2929,89.78,0.4831,84.66
51,0.2938,89.76,0.4879,84.63
52,0.2846,89.84,0.4780,84.44
53,0.2893,89.86,0.5758,82.60
54,0.2830,90.12,0.5698,83.39
55,0.2824,90.27,0.4409,85.84
56,0.2737,90.52,0.5158,84.53
57,0.2829,90.14,0.5680,83.04
58,0.2778,90.34,0.5039,84.29
59,0.2825,90.10,0.5753,81.92
60,0.2791,90.21,0.4739,85.23
61,0.2730,90.41,0.5310,83.32
62,0.2763,90.39,0.5253,83.43
63,0.2774,90.26,0.4834,84.36
64,0.2714,90.41,0.4802,85.20
