epoch,train_loss,train_acc,test_loss,test_acc
1,2.3488,26.19,1.9253,34.46
2,1.6648,38.84,2.1203,39.88
3,1.4841,45.65,1.6214,43.53
4,1.3383,51.32,1.4840,50.11
5,1.2032,56.81,1.2598,56.51
6,1.1048,60.63,1.2615,56.98
7,1.0233,63.56,1.1558,61.93
8,0.9614,65.88,1.0220,65.05
9,0.8992,68.26,1.0347,65.12
10,0.8302,70.62,0.8756,69.87
11,0.7970,71.94,0.8884,70.00
12,0.7543,73.79,0.8760,70.47
13,0.7311,74.47,0.7718,74.07
14,0.7071,75.50,0.8747,71.17
15,0.6794,76.42,0.7924,73.81
16,0.6603,77.14,0.8112,72.89
17,0.6484,77.48,0.7686,73.62
18,0.6350,77.89,0.6878,77.17
19,0.6253,78.08,0.8102,73.45
20,0.6088,78.98,0.6861,76.88
21,0.5985,79.22,0.6391,78.34
22,0.5916,79.69,0.6994,76.57
23,0.5868,79.76,0.6358,78.81
24,0.5778,80.16,0.6954,76.21
25,0.5726,80.30,0.6760,77.50
26,0.5684,80.26,0.7739,73.80
27,0.5579,80.67,0.7208,76.50
28,0.5496,81.01,0.6246,79.29
29,0.5540,80.86,0.6566,78.46
30,0.5447,81.12,0.6967,76.49
31,0.5408,81.41,0.6779,76.95
32,0.5352,81.34,1.0260,71.97
33,0.5285,81.70,0.6057,79.07
34,0.5255,81.60,0.7152,77.50
35,0.5241,81.72,0.7567,75.28
36,0.5175,81.92,0.5706,80.84
37,0.5196,81.96,0.6739,78.28
38,0.5127,82.22,0.6704,76.83
39,0.5121,82.09,0.6838,77.17
40,0.5063,82.41,0.6181,79.30
41,0.5020,82.66,0.5832,80.52
42,0.4975,82.75,0.6407,79.20
43,0.4974,82.93,0.7529,76.00
44,0.4967,82.59,0.7301,75.86
45,0.4956,82.88,0.6677,78.02
46,0.4922,82.84,0.8479,73.70
47,0.4866,83.12,0.6114,79.76
48,0.4900,83.07,0.6339,79.53
49,0.4863,83.25,0.7138,76.48
50,0.4833,83.06,0.5926,80.65
51,0.4851,83.22,0.5469,81.73
52,0.4741,83.56,0.7332,75.82
53,0.4744,83.73,0.5724,81.04
54,0.4742,83.60,0.5587,81.29
55,0.4677,83.77,0.6494,79.09
56,0.4675,83.93,0.6351,78.91
57,0.4628,84.05,0.7247,77.33
58,0.4708,83.76,0.6420,79.38
59,0.4643,83.95,0.6249,79.36
60,0.4591,84.02,0.6607,79.12
61,0.4635,84.13,0.6636,78.39
62,0.4607,83.90,0.5780,80.26
63,0.4571,84.05,0.6638,78.77
64,0.4530,84.13,0.5646,80.46
65,0.4518,84.09,0.6893,77.79
66,0.4576,84.10,0.5233,82.49
67,0.4592,84.20,0.6597,78.64
68,0.4503,84.41,0.6845,77.60
69,0.4471,84.60,0.5468,82.25
70,0.4486,84.49,0.5657,81.36
71,0.4486,84.42,0.6414,79.37
72,0.4424,84.66,0.5741,81.08
73,0.4395,84.76,0.5416,81.83
74,0.4432,84.66,0.6167,80.17
75,0.4445,84.46,0.4948,83.29
76,0.4452,84.53,0.5626,81.39
77,0.4342,84.88,0.6578,78.90
78,0.4346,84.89,0.7129,78.36
79,0.4378,84.88,0.5663,81.06
80,0.4354,84.63,0.5267,82.13
81,0.3484,88.01,0.3892,86.71
82,0.3181,89.15,0.3758,87.34
83,0.3028,89.40,0.3744,87.34
84,0.2970,89.77,0.3674,87.62
85,0.2897,89.99,0.3701,87.76
86,0.2860,90.17,0.3695,87.53
87,0.2834,90.21,0.3650,87.81
88,0.2756,90.50,0.3641,87.61
89,0.2762,90.45,0.3653,87.75
90,0.2718,90.61,0.3702,87.46
91,0.2684,90.77,0.3673,87.91
92,0.2612,90.89,0.3643,87.78
93,0.2653,90.87,0.3693,88.04
94,0.2604,90.94,0.3774,87.64
95,0.2557,91.09,0.3675,87.99
96,0.2547,91.22,0.3724,87.87
97,0.2575,91.01,0.3684,87.99
98,0.2528,91.25,0.3753,87.93
99,0.2489,91.27,0.3658,87.96
100,0.2465,91.44,0.3805,87.69
101,0.2495,91.36,0.3669,87.89
102,0.2480,91.38,0.3697,88.02
103,0.2479,91.29,0.3842,87.58
104,0.2444,91.47,0.3806,87.55
105,0.2416,91.70,0.3689,88.00
106,0.2413,91.63,0.3737,87.96
107,0.2374,91.82,0.3684,88.15
108,0.2386,91.78,0.3656,88.08
109,0.2398,91.60,0.3737,87.83
110,0.2360,91.72,0.3708,88.27
111,0.2375,91.73,0.3767,88.00
112,0.2343,91.84,0.3760,87.73
113,0.2314,91.95,0.3739,88.18
114,0.2352,91.82,0.3656,88.19
115,0.2295,92.07,0.3754,87.86
116,0.2320,91.96,0.3811,87.77
117,0.2291,92.10,0.3810,87.90
118,0.2314,91.98,0.3804,88.01
119,0.2287,91.93,0.3959,87.69
120,0.2282,91.90,0.3767,88.09
121,0.2124,92.60,0.3608,88.50
122,0.2057,92.85,0.3566,88.41
123,0.2079,92.88,0.3550,88.68
124,0.2027,92.93,0.3553,88.43
125,0.2027,93.01,0.3526,88.58
126,0.2008,93.13,0.3543,88.58
127,0.2033,93.06,0.3564,88.42
128,0.2006,93.16,0.3568,88.45
129,0.1983,93.12,0.3543,88.57
130,0.2024,93.06,0.3583,88.57
131,0.1994,93.07,0.3550,88.67
132,0.2002,93.04,0.3568,88.63
133,0.1984,93.06,0.3596,88.63
134,0.1987,93.14,0.3576,88.63
135,0.1973,93.22,0.3561,88.70
136,0.1974,93.19,0.3593,88.41
137,0.1966,93.11,0.3580,88.59
138,0.1952,93.19,0.3578,88.70
139,0.1967,93.31,0.3586,88.62
140,0.1986,93.12,0.3582,88.64
141,0.1970,93.20,0.3567,88.57
142,0.1945,93.39,0.3578,88.69
143,0.1940,93.32,0.3581,88.72
144,0.1921,93.26,0.3600,88.55
145,0.1951,93.23,0.3577,88.54
146,0.1947,93.29,0.3579,88.48
147,0.1955,93.20,0.3599,88.60
148,0.1910,93.47,0.3576,88.63
149,0.1931,93.31,0.3574,88.91
150,0.1914,93.33,0.3596,88.46
151,0.1916,93.36,0.3609,88.70
152,0.1925,93.22,0.3589,88.76
153,0.1920,93.27,0.3591,88.62
154,0.1923,93.36,0.3575,88.67
155,0.1929,93.38,0.3602,88.71
156,0.1949,93.29,0.3627,88.72
157,0.1910,93.39,0.3598,88.62
158,0.1905,93.39,0.3568,88.68
159,0.1906,93.42,0.3584,88.67
160,0.1885,93.40,0.3587,88.69
