iteration,epoch,sparsity,remaining_weights,train_loss,train_acc,test_loss,test_acc
0,1,0.0000,1.0000,1.7294,34.89,1.5589,41.11
0,2,0.0000,1.0000,1.2415,54.82,1.1239,59.35
0,3,0.0000,1.0000,0.9825,64.99,1.5808,50.56
0,4,0.0000,1.0000,0.8390,70.55,1.2491,59.00
0,5,0.0000,1.0000,0.7461,74.02,0.8784,69.26
0,6,0.0000,1.0000,0.6899,76.19,1.0134,68.06
0,7,0.0000,1.0000,0.6620,77.02,1.0378,66.64
0,8,0.0000,1.0000,0.6328,78.28,0.7110,76.03
0,9,0.0000,1.0000,0.6119,78.96,0.9316,69.04
0,10,0.0000,1.0000,0.5855,79.89,0.8620,72.14
0,11,0.0000,1.0000,0.5822,79.98,0.7041,76.91
0,12,0.0000,1.0000,0.5657,80.79,0.7004,75.76
0,13,0.0000,1.0000,0.5625,80.60,0.7035,76.46
0,14,0.0000,1.0000,0.5396,81.48,0.8307,73.10
0,15,0.0000,1.0000,0.5433,81.25,0.6475,78.05
0,16,0.0000,1.0000,0.5265,81.86,0.7742,73.87
0,17,0.0000,1.0000,0.5232,82.07,0.7492,74.61
0,18,0.0000,1.0000,0.5248,81.97,0.6449,78.17
0,19,0.0000,1.0000,0.5116,82.47,0.6092,79.22
0,20,0.0000,1.0000,0.5109,82.49,0.7096,77.20
0,21,0.0000,1.0000,0.5019,82.70,1.3057,64.83
0,22,0.0000,1.0000,0.4943,83.16,0.6981,77.17
0,23,0.0000,1.0000,0.4894,83.20,0.7948,74.07
0,24,0.0000,1.0000,0.4918,82.85,0.5793,80.35
0,25,0.0000,1.0000,0.4882,83.24,0.6119,79.25
0,26,0.0000,1.0000,0.4812,83.42,0.7945,74.06
0,27,0.0000,1.0000,0.4902,83.07,0.7525,76.12
0,28,0.0000,1.0000,0.4786,83.64,0.6477,78.92
0,29,0.0000,1.0000,0.4715,83.74,0.5860,80.05
0,30,0.0000,1.0000,0.4733,83.74,0.6057,79.61
