epoch,train_loss,train_acc,test_loss,test_acc
1,4.0926,7.01,3.7704,11.83
2,3.5522,14.46,3.4975,15.86
3,3.2844,19.15,3.4296,17.68
4,3.0612,23.29,3.0359,23.91
5,2.9062,26.69,3.2004,22.93
6,2.7862,29.08,2.8253,28.00
7,2.6819,30.72,3.1018,26.59
8,2.6001,32.58,2.9157,29.09
9,2.5310,33.80,2.6847,31.43
10,2.4649,35.12,2.7003,31.67
11,2.4116,36.53,2.5937,34.19
12,2.3746,37.45,2.7286,31.96
13,2.3305,37.93,2.4909,36.27
14,2.3006,38.90,2.8028,30.12
15,2.2652,39.75,2.7372,33.30
16,2.2382,40.27,2.7699,32.30
17,2.2103,40.93,2.6179,34.16
18,2.2074,40.76,2.3757,38.18
19,2.1756,41.66,3.1624,27.06
20,2.1487,42.21,2.4723,37.30
21,2.1257,42.92,2.2373,41.34
22,2.1225,42.92,2.7326,34.06
23,2.1079,43.33,2.3492,39.26
24,2.0859,43.48,2.3169,39.53
25,2.0742,44.18,2.7837,33.01
26,2.0700,44.30,2.5911,37.19
27,2.0527,44.55,2.3171,40.71
28,2.0416,44.87,2.4188,38.49
29,2.0306,45.15,2.4743,37.62
30,2.0169,45.49,2.3383,39.80
31,2.0183,45.46,2.3959,39.48
32,2.0041,45.79,2.2845,41.45
33,1.9982,45.66,2.4284,39.12
34,1.9962,45.93,2.2584,41.55
35,1.9749,46.40,2.1623,43.33
36,1.9668,46.64,2.1190,43.94
37,1.9674,46.59,2.5272,37.98
38,1.9609,46.72,2.2994,41.21
39,1.9580,46.98,2.3203,40.95
40,1.9502,46.79,2.2861,42.34
41,1.9483,46.91,2.2320,41.78
42,1.9461,46.90,2.4542,39.31
43,1.9397,47.30,2.3155,41.94
44,1.9321,47.33,2.1892,43.20
45,1.9221,47.70,2.2170,42.36
46,1.9190,47.64,2.2867,40.36
47,1.9254,47.48,2.1282,44.68
48,1.9180,47.75,2.3319,40.90
49,1.9114,47.76,2.3120,41.15
50,1.8964,48.41,2.1804,43.61
51,1.9046,48.19,2.1040,45.22
52,1.8916,48.46,2.5609,37.25
53,1.9011,48.28,2.1080,45.21
54,1.8858,48.40,2.1467,44.38
55,1.8817,48.48,2.3580,40.88
56,1.8862,48.58,2.3159,41.21
57,1.8790,48.63,2.2057,42.80
58,1.8734,48.45,2.2578,42.50
59,1.8793,48.71,2.3182,41.01
60,1.8810,48.57,4.7963,9.13
61,1.8707,48.86,2.1914,44.24
62,1.8664,48.92,2.1742,43.73
63,1.8613,49.02,2.1951,42.77
64,1.8634,48.99,2.2084,42.95
65,1.8607,49.08,2.6332,38.32
66,1.8538,49.27,2.5917,36.48
67,1.8563,49.30,2.3512,42.14
68,1.8491,49.30,2.2384,42.76
69,1.8461,49.22,2.2194,43.16
70,1.8445,49.68,2.3022,41.93
71,1.8502,49.62,2.0574,45.75
72,1.8405,49.36,2.1669,44.54
73,1.8432,49.44,2.1595,43.96
74,1.8398,49.70,2.1673,43.52
75,1.8501,49.34,2.3699,39.57
76,1.8338,49.56,2.0471,45.89
77,1.8241,49.72,2.1886,44.36
78,1.8320,49.68,2.1532,43.98
79,1.8341,49.65,2.2766,42.32
80,1.8263,49.79,2.4360,40.09
81,1.6221,55.32,1.7164,53.01
82,1.5750,56.62,1.7132,53.58
83,1.5612,56.44,1.7117,53.64
84,1.5570,56.79,1.7085,53.63
85,1.5400,57.00,1.6939,54.24
86,1.5430,56.99,1.6909,53.85
87,1.5326,57.21,1.7056,53.92
88,1.5306,57.41,1.6889,53.94
89,1.5274,57.45,1.7031,53.64
90,1.5238,57.50,1.6932,53.93
91,1.5235,57.61,1.7058,53.74
92,1.5213,57.56,1.6992,53.87
93,1.5188,57.68,1.7128,53.85
94,1.5151,58.00,1.6942,54.05
95,1.5106,57.71,1.6948,54.24
96,1.5111,57.94,1.7254,53.79
97,1.5073,57.93,1.6864,54.18
98,1.5049,57.86,1.6918,54.30
99,1.5056,58.07,1.7051,53.79
100,1.5044,58.02,1.6898,53.83
101,1.4991,58.36,1.7094,53.98
102,1.4970,58.25,1.7202,53.57
103,1.5014,58.11,1.7038,53.60
104,1.4982,58.06,1.7004,54.15
105,1.4954,58.20,1.6977,53.85
106,1.4998,57.99,1.6915,54.56
107,1.4936,58.36,1.7006,54.28
108,1.4923,58.11,1.7067,54.31
109,1.4922,58.19,1.6887,54.41
110,1.4909,58.19,1.6935,54.55
111,1.4891,58.34,1.6940,54.14
112,1.4904,58.52,1.6741,54.69
113,1.4874,58.43,1.6834,54.47
114,1.4872,58.25,1.6958,53.83
115,1.4850,58.44,1.6898,54.47
116,1.4863,58.39,1.6960,53.81
117,1.4889,58.29,1.7119,53.82
118,1.4892,58.14,1.7012,54.03
119,1.4859,58.17,1.7134,54.07
120,1.4844,58.45,1.7099,54.03
