phase,epoch,train_loss,train_acc,test_loss,test_acc
one-shot,1,0.0446,98.73,0.2863,91.49
one-shot,2,0.0431,98.82,0.2891,91.65
one-shot,3,0.0438,98.83,0.2890,91.68
one-shot,4,0.0436,98.82,0.2817,91.79
one-shot,5,0.0432,98.84,0.2856,91.67
one-shot,6,0.0411,98.92,0.2890,91.68
one-shot,7,0.0415,98.89,0.2827,91.96
one-shot,8,0.0428,98.86,0.2883,91.58
one-shot,9,0.0415,98.87,0.2873,91.73
one-shot,10,0.0416,98.84,0.2874,91.69
one-shot,11,0.0402,98.90,0.2876,91.83
one-shot,12,0.0405,98.92,0.2834,91.93
one-shot,13,0.0385,98.96,0.2911,91.76
one-shot,14,0.0404,98.93,0.2928,91.63
one-shot,15,0.0399,98.94,0.2890,91.77
one-shot,16,0.0385,98.93,0.2919,91.87
one-shot,17,0.0376,98.96,0.2901,91.81
one-shot,18,0.0371,99.04,0.2903,91.77
one-shot,19,0.0391,98.91,0.2856,91.84
one-shot,20,0.0384,98.98,0.2860,91.88
one-shot,21,0.0380,99.03,0.2919,91.59
one-shot,22,0.0360,99.12,0.2968,91.61
one-shot,23,0.0371,99.02,0.2901,91.75
one-shot,24,0.0371,99.04,0.2951,91.58
one-shot,25,0.0396,98.88,0.2968,91.64
one-shot,26,0.0355,99.04,0.2907,91.63
one-shot,27,0.0372,99.00,0.2927,91.72
one-shot,28,0.0359,99.10,0.2869,91.88
one-shot,29,0.0342,99.19,0.2877,91.87
one-shot,30,0.0356,99.08,0.2964,91.74
one-shot,31,0.0367,99.03,0.2943,91.57
one-shot,32,0.0345,99.15,0.2875,91.92
one-shot,33,0.0349,99.07,0.2906,91.77
one-shot,34,0.0343,99.14,0.2876,91.81
one-shot,35,0.0350,99.14,0.2924,92.07
one-shot,36,0.0338,99.16,0.2898,91.78
one-shot,37,0.0328,99.15,0.2896,91.94
one-shot,38,0.0315,99.24,0.2923,91.80
one-shot,39,0.0321,99.22,0.2923,91.90
one-shot,40,0.0337,99.06,0.2944,91.81
