epoch,train_loss,train_acc,test_loss,test_acc
17,0.6116,78.98,1.5770,56.13
18,0.5260,81.91,0.7357,75.68
19,0.4927,82.99,0.8391,74.23
20,0.4708,83.63,0.7265,75.77
21,0.4558,84.20,0.6307,78.08
22,0.4468,84.55,0.7422,76.55
23,0.4342,84.86,0.6944,78.02
24,0.4179,85.74,0.5671,81.26
25,0.4175,85.66,0.5415,81.72
26,0.4085,85.92,0.7179,76.91
27,0.3985,86.33,0.5158,83.36
28,0.3894,86.32,0.6984,78.36
29,0.3927,86.49,0.5037,82.85
30,0.3792,86.87,0.5998,81.42
31,0.3739,87.06,0.7412,78.11
32,0.3705,87.20,0.6561,79.69
33,0.3658,87.41,0.4950,83.71
34,0.3674,87.27,0.6487,80.49
35,0.3582,87.56,0.5542,81.69
36,0.3555,87.65,0.5579,82.49
37,0.3549,87.80,0.5381,82.68
38,0.3506,87.82,0.4985,83.44
39,0.3529,87.59,0.5638,81.95
40,0.3505,87.90,0.5281,82.75
41,0.3458,88.04,0.6571,78.83
42,0.3413,88.02,0.5789,81.50
43,0.3411,88.24,0.4676,84.63
44,0.3341,88.42,0.5606,80.75
45,0.3335,88.37,0.5489,83.04
46,0.3261,88.62,0.4679,85.35
47,0.3347,88.41,0.4680,84.89
48,0.3296,88.57,0.5472,82.63
49,0.3282,88.73,0.5454,82.51
50,0.3261,88.70,0.5360,83.21
51,0.3254,88.53,0.5185,83.97
52,0.3197,88.83,0.6379,80.43
53,0.3196,88.95,0.4862,84.80
54,0.3227,88.83,0.5379,82.77
55,0.3185,88.96,0.5043,84.21
56,0.3196,88.86,0.5401,82.64
57,0.3166,89.02,0.6319,80.41
58,0.3100,89.33,0.5735,82.70
59,0.3075,89.44,0.5498,82.83
60,0.3180,89.02,0.4950,83.99
61,0.3117,89.10,0.5778,82.07
62,0.3057,89.48,0.4551,85.29
63,0.3077,89.27,0.5199,83.40
64,0.3145,89.00,0.5212,82.97
65,0.3085,89.30,0.4501,85.91
66,0.3054,89.34,0.5416,82.88
67,0.3106,89.21,0.5192,83.34
68,0.3029,89.48,0.5324,82.90
69,0.3022,89.58,0.4612,85.19
70,0.3008,89.61,0.5231,83.46
71,0.3016,89.47,0.4872,84.88
72,0.2999,89.58,0.4639,84.80
73,0.3061,89.23,0.5107,84.07
74,0.3037,89.40,0.5203,83.24
75,0.2965,89.55,0.4240,85.61
76,0.2932,89.77,0.4503,85.86
77,0.2995,89.65,0.5073,83.69
78,0.2954,89.72,0.5448,83.30
79,0.2969,89.49,0.6681,80.76
80,0.2962,89.62,0.5896,82.88
81,0.2092,92.75,0.3338,89.13
82,0.1833,93.83,0.3297,89.36
83,0.1731,94.12,0.3299,89.54
84,0.1633,94.46,0.3336,89.44
85,0.1604,94.59,0.3352,89.58
86,0.1550,94.62,0.3410,89.62
87,0.1559,94.67,0.3469,89.46
88,0.1482,94.76,0.3449,89.54
89,0.1434,95.05,0.3450,89.48
90,0.1416,95.09,0.3529,89.44
91,0.1394,95.15,0.3479,89.71
92,0.1386,95.27,0.3482,89.74
93,0.1381,95.21,0.3500,89.65
94,0.1362,95.33,0.3452,89.86
95,0.1336,95.30,0.3475,89.78
96,0.1316,95.50,0.3554,89.53
97,0.1297,95.48,0.3572,89.58
98,0.1285,95.54,0.3527,89.77
99,0.1267,95.46,0.3581,89.51
100,0.1231,95.69,0.3636,89.43
101,0.1219,95.72,0.3639,89.44
102,0.1218,95.76,0.3672,89.31
103,0.1224,95.67,0.3709,89.43
104,0.1206,95.80,0.3774,89.38
105,0.1166,95.96,0.3717,89.28
106,0.1188,95.81,0.3676,89.73
107,0.1160,95.92,0.3817,89.33
108,0.1133,96.03,0.3732,89.52
109,0.1141,95.99,0.3684,89.69
110,0.1144,95.96,0.3847,88.98
111,0.1133,96.03,0.3863,89.38
112,0.1127,96.02,0.3893,89.25
113,0.1101,96.09,0.3950,89.31
114,0.1108,96.10,0.3874,89.38
115,0.1082,96.26,0.3848,89.64
116,0.1062,96.26,0.3880,89.34
117,0.1076,96.24,0.3913,89.40
118,0.1085,96.14,0.3970,89.38
119,0.1042,96.33,0.3921,89.49
120,0.1070,96.24,0.3864,89.52
121,0.0959,96.72,0.3801,89.58
122,0.0915,96.86,0.3787,89.58
123,0.0891,96.96,0.3770,89.67
124,0.0898,96.81,0.3778,89.79
125,0.0890,96.90,0.3780,89.76
126,0.0868,97.10,0.3757,89.72
127,0.0853,97.03,0.3791,89.86
128,0.0882,96.88,0.3792,89.71
129,0.0830,97.10,0.3791,89.75
130,0.0842,97.17,0.3806,89.62
131,0.0828,97.22,0.3823,89.65
132,0.0852,97.09,0.3851,89.65
133,0.0838,97.16,0.3814,89.94
134,0.0828,97.16,0.3828,89.61
135,0.0851,97.06,0.3816,89.76
136,0.0846,97.23,0.3820,89.77
137,0.0843,97.13,0.3827,89.68
138,0.0816,97.22,0.3821,89.77
139,0.0844,97.08,0.3813,89.76
140,0.0818,97.12,0.3871,89.74
141,0.0832,97.24,0.3832,89.76
142,0.0831,97.16,0.3852,89.65
143,0.0819,97.16,0.3861,89.73
144,0.0816,97.23,0.3852,89.75
145,0.0813,97.28,0.3828,89.69
146,0.0826,97.19,0.3877,89.60
147,0.0808,97.21,0.3820,89.67
148,0.0802,97.24,0.3842,89.77
149,0.0800,97.28,0.3856,89.71
150,0.0808,97.23,0.3855,89.84
151,0.0805,97.26,0.3884,89.70
152,0.0850,97.03,0.3868,89.65
153,0.0785,97.31,0.3866,89.68
154,0.0771,97.34,0.3894,89.81
155,0.0805,97.19,0.3860,89.75
156,0.0799,97.24,0.3894,89.69
157,0.0792,97.33,0.3884,89.74
158,0.0784,97.29,0.3919,89.67
159,0.0783,97.29,0.3935,89.70
160,0.0790,97.29,0.3941,89.56
