epoch,train_loss,train_acc,test_loss,test_acc
1,2.0050,26.39,1.7693,34.34
2,1.6052,40.31,1.5395,44.48
3,1.4202,48.11,1.3139,51.56
4,1.2365,55.28,1.2497,54.08
5,1.0516,62.34,1.0797,63.12
6,0.9314,67.05,1.0634,62.92
7,0.8525,70.00,0.8899,69.35
8,0.7834,72.66,0.8721,70.78
9,0.7222,74.82,0.8352,71.39
10,0.6655,76.80,0.8710,71.17
11,0.6304,78.02,0.8331,72.06
12,0.5865,79.68,0.7053,76.24
13,0.5640,80.45,0.6330,78.91
14,0.5413,81.20,0.6800,77.54
15,0.5241,81.91,0.6462,78.27
16,0.5049,82.44,0.6139,79.15
17,0.4868,82.94,0.5239,81.97
18,0.4761,83.53,0.5683,81.02
19,0.4661,83.88,0.5984,80.29
20,0.4557,83.95,0.6395,79.15
21,0.4432,84.60,0.5521,81.96
22,0.4365,84.68,0.5674,80.82
23,0.4283,85.04,0.5149,83.11
24,0.4173,85.61,0.5786,81.35
25,0.4096,85.84,0.5514,82.22
26,0.4002,86.10,0.6141,79.82
27,0.4000,85.93,0.5604,82.37
28,0.3881,86.57,0.5241,83.25
29,0.3794,86.74,0.5819,81.30
30,0.3794,86.72,0.5761,81.66
31,0.3673,87.32,0.5213,83.49
32,0.3682,87.02,0.5009,83.81
33,0.3677,87.16,0.5378,82.45
34,0.3594,87.42,0.4785,84.36
35,0.3493,87.76,0.5651,82.59
36,0.3487,87.86,0.5608,81.82
37,0.3470,87.83,0.5427,82.88
38,0.3450,87.93,0.5662,82.43
39,0.3366,88.24,0.6030,80.99
40,0.3343,88.26,0.5698,81.90
41,0.3365,88.27,0.5412,82.26
42,0.3313,88.22,0.5742,82.41
43,0.3243,88.76,0.4483,84.81
44,0.3234,88.74,0.5556,82.55
45,0.3228,88.74,0.5537,82.76
46,0.3144,89.01,0.4943,84.75
47,0.3192,88.65,0.4548,85.38
48,0.3164,88.99,0.5218,83.92
49,0.3115,89.22,0.6554,81.36
50,0.3061,89.29,0.5225,83.93
51,0.3119,89.09,0.5098,84.24
52,0.3080,89.32,0.4919,84.66
53,0.3082,89.10,0.4919,84.30
54,0.2981,89.65,0.4484,85.71
55,0.3043,89.40,0.5606,83.22
56,0.2919,89.77,0.4943,83.90
57,0.2900,89.95,0.4825,84.81
58,0.2967,89.51,0.4880,84.55
59,0.2914,89.65,0.4728,84.97
60,0.2915,89.87,0.4731,84.84
61,0.2941,89.83,0.6376,82.27
62,0.2911,89.72,0.4812,84.70
63,0.2863,90.05,0.5424,82.80
64,0.2797,90.17,0.4849,84.61
65,0.2861,89.91,0.6352,81.97
66,0.2807,90.00,0.5151,83.83
67,0.2810,90.04,0.5060,84.70
68,0.2805,90.22,0.5198,84.36
69,0.2741,90.35,0.5879,82.00
70,0.2816,90.17,0.5038,84.31
71,0.2753,90.35,0.4684,84.65
72,0.2759,90.30,0.5428,83.11
73,0.2766,90.29,0.5602,82.95
74,0.2757,90.04,0.4650,85.45
75,0.2722,90.57,0.4444,85.85
76,0.2670,90.70,0.5015,84.20
77,0.2764,90.24,0.5635,83.15
78,0.2665,90.73,0.4197,86.90
79,0.2667,90.61,0.6537,81.62
80,0.2708,90.42,0.6382,81.47
81,0.1788,93.86,0.3308,89.70
82,0.1490,95.00,0.3345,89.70
83,0.1370,95.51,0.3342,90.03
84,0.1291,95.69,0.3311,90.04
85,0.1232,95.90,0.3439,89.84
86,0.1221,95.81,0.3419,89.99
87,0.1166,96.03,0.3468,90.02
88,0.1110,96.10,0.3411,90.12
89,0.1077,96.42,0.3462,90.16
90,0.1057,96.38,0.3487,90.20
91,0.1041,96.49,0.3452,90.14
92,0.1002,96.57,0.3547,90.13
93,0.0984,96.60,0.3529,90.23
94,0.0946,96.76,0.3625,90.00
95,0.0943,96.80,0.3622,89.97
96,0.0914,96.96,0.3641,90.07
97,0.0904,96.96,0.3701,89.94
98,0.0892,96.93,0.3700,90.05
99,0.0884,96.93,0.3730,90.09
100,0.0830,97.16,0.3818,90.04
101,0.0828,97.16,0.3832,90.13
102,0.0802,97.30,0.3794,89.91
103,0.0819,97.23,0.3760,90.11
104,0.0765,97.48,0.3791,90.04
105,0.0777,97.33,0.3790,90.06
106,0.0762,97.42,0.3891,89.92
107,0.0771,97.38,0.3825,90.18
108,0.0731,97.55,0.3892,89.95
109,0.0725,97.53,0.3963,90.11
110,0.0722,97.53,0.3915,89.88
111,0.0720,97.50,0.4041,90.03
112,0.0692,97.72,0.4011,89.93
113,0.0694,97.55,0.3950,90.22
114,0.0677,97.71,0.3986,90.22
115,0.0661,97.71,0.3990,90.17
116,0.0677,97.64,0.4114,89.84
117,0.0700,97.63,0.4031,89.89
118,0.0667,97.69,0.4183,89.57
119,0.0643,97.71,0.4073,89.74
120,0.0649,97.77,0.4168,89.69
121,0.0550,98.20,0.4010,89.94
122,0.0534,98.25,0.4038,90.07
123,0.0515,98.32,0.3983,90.06
124,0.0501,98.39,0.4028,90.17
125,0.0499,98.37,0.3963,90.13
126,0.0491,98.42,0.4007,90.33
127,0.0490,98.44,0.4010,90.25
128,0.0487,98.45,0.4006,90.28
129,0.0492,98.46,0.4022,90.37
130,0.0471,98.49,0.4016,90.35
131,0.0479,98.49,0.4044,90.24
132,0.0476,98.44,0.4034,90.35
133,0.0459,98.55,0.4072,90.37
134,0.0447,98.60,0.4053,90.32
135,0.0484,98.50,0.4060,90.17
136,0.0469,98.48,0.4057,90.05
137,0.0456,98.53,0.4073,90.22
138,0.0456,98.59,0.4070,90.31
139,0.0461,98.56,0.4087,90.17
140,0.0441,98.57,0.4055,90.22
