epoch,train_loss,train_acc,test_loss,test_acc
1,1.9628,29.40,1.7013,37.53
2,1.5333,43.48,1.4673,46.80
3,1.3533,50.96,1.4694,48.61
4,1.1827,57.50,1.1415,58.89
5,1.0315,63.12,1.1174,61.90
6,0.9224,67.24,0.9337,67.88
7,0.8456,70.35,0.9202,68.21
8,0.7771,72.84,0.8589,71.44
9,0.7246,74.69,0.8604,70.79
10,0.6797,76.44,0.8963,70.82
11,0.6492,77.41,0.7090,76.32
12,0.6160,78.60,0.6789,76.40
13,0.5904,79.48,0.7140,76.19
14,0.5759,80.12,0.8968,71.91
15,0.5526,80.74,0.6680,77.22
16,0.5423,81.10,0.7208,76.41
17,0.5212,82.01,0.5990,80.02
18,0.5083,82.31,0.5821,80.82
19,0.4975,82.79,0.5868,80.56
20,0.4889,83.10,0.6340,79.03
21,0.4829,83.20,0.5858,80.60
22,0.4708,83.52,0.5329,81.97
23,0.4639,83.77,0.6276,78.80
24,0.4497,84.38,0.6705,78.60
25,0.4509,84.41,0.5307,82.13
26,0.4378,84.93,0.5502,81.89
27,0.4373,84.87,0.6848,77.89
28,0.4219,85.28,0.5649,81.29
29,0.4232,85.28,0.7885,76.79
30,0.4197,85.44,0.5482,82.24
31,0.4070,85.97,0.5772,81.34
32,0.4116,85.63,0.5574,82.22
33,0.4034,86.02,0.5754,80.59
34,0.4020,86.00,0.5571,82.28
35,0.3992,86.14,0.6128,80.51
36,0.3937,86.35,0.5079,83.50
37,0.3924,86.36,0.5644,81.56
38,0.3854,86.69,0.5339,82.57
39,0.3798,86.94,0.5218,82.93
40,0.3811,86.79,0.5354,82.70
41,0.3765,86.89,0.5704,81.73
42,0.3664,87.14,0.5410,82.25
43,0.3718,87.06,0.5544,81.66
44,0.3691,87.13,0.6130,80.62
45,0.3664,87.26,0.6324,79.68
46,0.3607,87.32,0.5673,81.96
47,0.3617,87.35,0.5308,82.67
48,0.3611,87.51,0.5890,81.59
49,0.3588,87.55,0.5009,83.99
50,0.3585,87.56,0.4831,84.66
51,0.3581,87.29,0.5741,81.30
52,0.3529,87.66,0.5995,80.84
53,0.3503,87.80,0.5891,81.29
54,0.3457,87.88,0.5381,82.67
55,0.3461,88.03,0.5415,82.41
56,0.3390,88.25,0.5168,83.32
57,0.3434,87.94,0.6898,80.42
