epoch,train_loss,train_acc,test_loss,test_acc
1,4.1320,6.50,3.8416,9.51
2,3.6084,13.74,3.5506,16.11
3,3.2917,19.51,3.1366,22.49
4,2.9952,24.74,3.0833,23.93
5,2.7396,29.85,2.8598,27.54
6,2.5377,33.53,2.6533,33.23
7,2.3859,36.80,2.5356,34.58
8,2.2740,39.60,2.5138,35.91
9,2.1764,41.70,2.3926,38.69
10,2.1013,43.19,2.2508,41.31
11,2.0289,44.94,2.2297,41.77
12,1.9739,46.12,2.1932,42.83
13,1.9205,47.55,2.1017,44.35
14,1.8758,48.68,2.1056,44.82
15,1.8329,49.59,2.1392,44.87
16,1.8018,50.42,2.1190,44.62
17,1.7739,50.98,2.3141,43.81
18,1.7392,51.97,2.3350,42.51
19,1.7159,52.34,1.9730,47.99
20,1.6916,53.14,2.2385,44.56
21,1.6673,53.51,2.0869,47.40
22,1.6479,54.06,1.9689,47.79
23,1.6309,54.43,2.0128,48.39
24,1.6133,54.89,2.0222,47.46
25,1.5942,55.39,1.8929,50.21
26,1.5832,55.62,1.9501,49.42
27,1.5671,55.95,1.8899,49.88
28,1.5562,56.32,2.1032,46.79
29,1.5366,56.50,1.8876,50.70
30,1.5309,57.02,1.8571,51.24
31,1.5162,57.38,1.8878,50.24
32,1.5166,57.26,1.8628,51.24
33,1.5040,57.91,1.9514,49.37
34,1.4951,57.81,2.0578,48.47
35,1.4797,58.13,1.9157,51.38
36,1.4713,58.29,2.0184,49.66
37,1.4714,58.14,1.8175,51.81
38,1.4649,58.31,2.0129,49.16
39,1.4490,59.00,1.9274,50.51
40,1.4395,59.21,1.9544,49.53
41,1.4347,59.03,1.7811,52.88
42,1.4310,59.22,1.7444,53.94
43,1.4240,59.53,1.9581,49.95
44,1.4171,59.59,1.9234,50.43
45,1.4248,59.55,1.8703,51.92
46,1.4032,59.83,1.8420,51.47
47,1.4042,60.22,1.9263,50.68
48,1.4020,59.98,1.9316,51.20
49,1.3926,60.13,1.8053,51.83
50,1.3879,60.62,1.7628,53.92
51,1.3863,60.34,1.9074,50.76
52,1.3748,60.47,1.8641,52.35
53,1.3757,60.47,1.9686,50.18
54,1.3747,60.78,1.9905,49.69
55,1.3714,60.83,1.8711,52.07
56,1.3681,60.59,1.8490,53.10
57,1.3562,61.14,1.8998,52.51
58,1.3557,61.37,1.8069,52.81
59,1.3497,61.45,1.8140,53.35
60,1.3599,61.09,1.8993,50.62
61,1.3481,61.27,1.7166,53.97
62,1.3492,61.43,1.8847,51.89
63,1.3444,61.42,1.8277,52.81
64,1.3317,61.87,1.8359,54.06
65,1.3314,61.77,1.8279,53.91
66,1.3281,62.00,1.8189,52.70
67,1.3270,61.86,1.9844,50.88
68,1.3283,61.80,2.1590,48.32
69,1.3205,62.21,1.8986,51.56
70,1.3257,61.80,1.8043,53.24
71,1.3125,62.19,1.7574,54.46
72,1.3182,61.93,2.1657,47.85
73,1.3072,62.39,1.9104,52.39
74,1.3161,62.11,1.7709,53.78
75,1.3050,62.19,2.0267,50.31
76,1.3048,62.41,1.8761,52.07
77,1.3049,62.42,1.8599,53.54
78,1.3034,62.49,1.7848,54.04
79,1.2991,62.65,1.8303,53.15
80,1.2975,62.51,1.7669,54.12
81,1.0628,69.37,1.3932,61.96
82,0.9890,71.31,1.3880,62.31
83,0.9620,72.01,1.3751,62.67
84,0.9428,72.54,1.3765,63.17
85,0.9370,72.46,1.3802,62.66
86,0.9292,72.68,1.3980,62.64
87,0.9209,73.02,1.3877,62.86
88,0.9076,73.27,1.4036,62.77
89,0.9029,73.31,1.3925,62.61
90,0.8982,73.41,1.3923,62.97
91,0.8908,73.74,1.3987,62.83
92,0.8884,73.83,1.4030,62.74
93,0.8857,73.82,1.4123,62.71
94,0.8840,73.77,1.4058,62.67
