phase,epoch,train_loss,train_acc,test_loss,test_acc
search,1,4.0686,6.96,4.0424,8.90
search,2,3.5475,14.62,3.4323,17.24
search,3,3.1839,20.84,3.3199,20.03
search,4,2.8645,26.83,3.0658,26.46
search,5,2.6044,32.29,2.7710,31.01
search,6,2.3989,36.48,2.5199,34.17
search,7,2.2299,39.78,2.6109,34.66
search,8,2.0866,43.30,2.2977,40.30
search,9,1.9789,45.59,2.0551,44.63
search,10,1.8832,47.98,2.2309,41.52
finetune,1,2.0268,45.12,2.1579,43.35
finetune,2,1.8576,48.73,2.2314,41.84
finetune,3,1.7870,50.35,2.0632,46.12
finetune,4,1.7204,52.20,2.3232,42.35
finetune,5,1.6690,53.40,1.9853,47.92
finetune,6,1.6240,54.25,2.0026,47.84
finetune,7,1.5759,55.50,1.9481,48.85
finetune,8,1.5490,56.14,1.9292,49.43
finetune,9,1.5120,57.04,2.0788,48.36
finetune,10,1.4827,58.02,1.8699,50.90
finetune,11,1.4571,58.37,1.8937,50.83
finetune,12,1.4287,59.21,1.9177,50.94
finetune,13,1.4007,59.94,1.8752,51.18
finetune,14,1.3864,60.26,1.8815,50.15
finetune,15,1.3625,61.02,1.9105,51.01
finetune,16,1.3411,61.35,1.8115,52.24
finetune,17,1.3233,61.99,1.9280,51.74
finetune,18,1.3093,62.12,1.9025,51.11
finetune,19,1.2875,62.69,1.8120,53.10
finetune,20,1.2715,63.14,1.8665,52.98
finetune,21,1.2639,63.34,1.7594,53.93
finetune,22,1.2488,63.72,1.8150,53.72
finetune,23,1.2294,64.02,1.8514,53.36
finetune,24,1.2252,64.35,1.8121,53.21
finetune,25,1.1996,64.82,1.8586,52.52
finetune,26,1.1935,65.02,1.7106,55.62
finetune,27,1.1841,65.32,1.9157,52.45
finetune,28,1.1692,65.51,1.6678,55.45
finetune,29,1.1611,65.90,1.7610,54.46
finetune,30,1.1438,66.26,1.9325,52.61
finetune,31,1.1477,66.19,1.7936,53.89
finetune,32,1.1230,66.48,1.7058,55.42
finetune,33,1.1260,66.90,1.8245,53.35
finetune,34,1.1140,67.19,1.8591,54.47
finetune,35,1.1045,67.28,1.8197,53.54
finetune,36,1.0946,67.78,1.7140,55.67
finetune,37,1.0851,67.91,1.8637,54.01
finetune,38,1.0765,68.12,1.9128,53.75
finetune,39,1.0668,68.40,1.8632,54.94
finetune,40,1.0576,68.64,1.7844,56.06
finetune,41,1.0650,68.30,1.8268,54.63
finetune,42,1.0566,68.45,1.8261,54.86
finetune,43,1.0419,69.03,1.7852,55.44
finetune,44,1.0445,68.98,1.7685,55.71
finetune,45,1.0327,69.48,1.7632,55.77
finetune,46,1.0281,69.32,1.8531,54.46
finetune,47,1.0216,69.44,1.7969,55.57
finetune,48,1.0152,69.53,1.7630,54.92
finetune,49,1.0197,69.31,1.8209,55.01
finetune,50,1.0132,69.53,1.7134,56.50
finetune,51,1.0005,70.16,1.7318,56.63
finetune,52,0.9951,70.10,1.9562,54.00
finetune,53,0.9889,70.26,1.6788,57.68
finetune,54,0.9885,70.30,1.7548,56.10
finetune,55,0.9818,70.57,1.9287,53.93
finetune,56,0.9874,70.40,1.8377,56.36
finetune,57,0.9844,70.16,1.7438,55.49
finetune,58,0.9684,70.92,1.7348,56.88
finetune,59,0.9741,70.71,1.7566,55.72
finetune,60,0.9563,71.33,1.8352,54.83
finetune,61,0.9671,70.73,1.6999,56.64
finetune,62,0.9528,71.15,1.6501,57.70
finetune,63,0.9500,71.49,1.7246,56.89
finetune,64,0.9430,71.41,1.7294,57.01
finetune,65,0.9469,71.29,1.6982,57.32
finetune,66,0.9318,71.86,1.7320,57.31
finetune,67,0.9392,71.82,1.7430,56.82
finetune,68,0.9342,71.80,1.8032,56.91
finetune,69,0.9300,71.96,1.6867,57.14
finetune,70,0.9280,71.96,1.8748,54.73
finetune,71,0.9244,71.96,2.0024,53.64
finetune,72,0.9219,71.94,1.7346,57.09
finetune,73,0.9197,72.26,1.9096,55.14
finetune,74,0.9182,72.13,1.7694,56.35
finetune,75,0.9137,72.23,1.8207,56.07
finetune,76,0.9117,72.18,1.7470,57.55
finetune,77,0.9068,72.36,1.9167,53.27
finetune,78,0.9063,72.40,1.7052,57.69
finetune,79,0.9002,72.82,1.6925,57.34
finetune,80,0.8998,72.88,1.9512,54.59
finetune,81,0.7076,78.76,1.4149,63.52
finetune,82,0.6432,80.55,1.4108,63.96
finetune,83,0.6239,81.60,1.4197,64.03
