phase,epoch,train_loss,train_acc,test_loss,test_acc
one-shot,1,0.5190,84.67,1.2331,67.28
one-shot,2,0.5129,84.96,1.2193,67.71
one-shot,3,0.5145,84.94,1.2294,67.34
one-shot,4,0.5063,85.48,1.2259,67.53
one-shot,5,0.5114,85.03,1.2245,67.67
one-shot,6,0.5101,85.27,1.2222,68.09
one-shot,7,0.5117,84.93,1.2292,67.36
one-shot,8,0.5064,85.29,1.2305,67.56
one-shot,9,0.5015,85.50,1.2390,67.36
one-shot,10,0.5017,85.46,1.2288,67.87
one-shot,11,0.5054,85.24,1.2344,67.53
one-shot,12,0.5007,85.46,1.2364,67.25
one-shot,13,0.5046,85.27,1.2377,67.13
one-shot,14,0.4987,85.56,1.2376,67.36
one-shot,15,0.4935,85.64,1.2424,67.32
one-shot,16,0.4964,85.64,1.2463,67.44
one-shot,17,0.4978,85.58,1.2390,67.62
one-shot,18,0.4901,85.70,1.2422,67.42
one-shot,19,0.4962,85.79,1.2300,67.61
one-shot,20,0.4921,85.96,1.2369,67.85
one-shot,21,0.4870,85.81,1.2374,67.33
one-shot,22,0.4913,85.59,1.2342,67.76
one-shot,23,0.4913,85.75,1.2531,67.60
one-shot,24,0.4892,85.64,1.2556,67.23
one-shot,25,0.4878,85.68,1.2492,67.42
one-shot,26,0.4872,85.98,1.2454,67.83
one-shot,27,0.4886,85.80,1.2468,67.52
one-shot,28,0.4880,85.74,1.2389,67.35
one-shot,29,0.4832,85.86,1.2491,67.29
one-shot,30,0.4796,85.99,1.2414,67.01
one-shot,31,0.4844,85.98,1.2493,67.38
one-shot,32,0.4857,85.89,1.2486,67.08
one-shot,33,0.4787,85.92,1.2513,67.59
one-shot,34,0.4790,85.99,1.2530,67.38
one-shot,35,0.4788,85.87,1.2578,67.38
one-shot,36,0.4754,86.17,1.2472,67.19
one-shot,37,0.4730,86.28,1.2441,67.63
one-shot,38,0.4746,86.16,1.2527,67.27
one-shot,39,0.4716,86.34,1.2578,67.16
one-shot,40,0.4720,86.37,1.2536,67.33
one-shot,41,0.4715,86.17,1.2517,67.41
one-shot,42,0.4685,86.49,1.2632,66.98
one-shot,43,0.4695,86.30,1.2552,66.96
one-shot,44,0.4687,86.33,1.2645,67.08
one-shot,45,0.4697,86.42,1.2567,67.10
one-shot,46,0.4680,86.18,1.2558,67.33
one-shot,47,0.4641,86.47,1.2657,66.99
one-shot,48,0.4671,86.57,1.2593,67.23
one-shot,49,0.4623,86.57,1.2543,67.34
one-shot,50,0.4635,86.44,1.2540,67.33
one-shot,51,0.4611,86.68,1.2525,67.26
one-shot,52,0.4604,86.53,1.2632,67.32
one-shot,53,0.4680,86.36,1.2646,67.18
one-shot,54,0.4638,86.34,1.2601,67.19
one-shot,55,0.4583,86.84,1.2544,67.24
one-shot,56,0.4589,86.57,1.2642,67.15
one-shot,57,0.4555,86.64,1.2627,67.30
one-shot,58,0.4556,86.88,1.2679,66.98
one-shot,59,0.4560,86.80,1.2743,67.14
one-shot,60,0.4592,86.61,1.2651,67.16
one-shot,61,0.4569,86.81,1.2709,67.32
one-shot,62,0.4496,87.02,1.2617,67.44
one-shot,63,0.4546,86.88,1.2744,67.32
one-shot,64,0.4501,87.01,1.2714,67.56
one-shot,65,0.4476,86.96,1.2733,67.47
one-shot,66,0.4501,86.95,1.2672,67.18
one-shot,67,0.4482,86.91,1.2677,67.39
one-shot,68,0.4442,87.04,1.2757,67.05
one-shot,69,0.4473,86.98,1.2782,67.28
one-shot,70,0.4480,86.97,1.2649,67.20
one-shot,71,0.4467,87.15,1.2732,67.12
one-shot,72,0.4411,87.30,1.2708,67.07
one-shot,73,0.4410,87.17,1.2695,67.07
one-shot,74,0.4439,87.22,1.2798,67.08
one-shot,75,0.4415,87.12,1.2760,67.13
one-shot,76,0.4454,86.97,1.2666,67.13
one-shot,77,0.4401,87.25,1.2794,67.24
one-shot,78,0.4426,87.10,1.2663,67.06
one-shot,79,0.4379,87.31,1.2756,67.11
one-shot,80,0.4412,87.16,1.2710,66.99
one-shot,81,0.4395,87.45,1.2881,66.67
one-shot,82,0.4381,87.16,1.2757,67.11
one-shot,83,0.4349,87.31,1.2760,67.39
one-shot,84,0.4347,87.43,1.2833,67.26
one-shot,85,0.4316,87.54,1.2844,67.19
one-shot,86,0.4358,87.33,1.2814,67.23
one-shot,87,0.4347,87.38,1.2847,67.02
one-shot,88,0.4291,87.68,1.2812,67.09
one-shot,89,0.4324,87.36,1.2892,67.44
one-shot,90,0.4328,87.36,1.2755,67.16
one-shot,91,0.4276,87.68,1.2658,67.36
one-shot,92,0.4293,87.66,1.2842,67.30
one-shot,93,0.4259,87.80,1.2811,67.32
one-shot,94,0.4315,87.43,1.2900,67.06
one-shot,95,0.4226,87.80,1.2855,67.13
one-shot,96,0.4285,87.50,1.2927,66.71
one-shot,97,0.4242,87.77,1.2801,67.22
one-shot,98,0.4283,87.62,1.2853,67.25
one-shot,99,0.4264,87.72,1.2814,67.12
one-shot,100,0.4247,87.68,1.2847,67.08
one-shot,101,0.4235,87.78,1.2908,67.07
one-shot,102,0.4241,87.73,1.2890,67.37
one-shot,103,0.4199,87.96,1.2840,67.31
one-shot,104,0.4194,88.00,1.2813,67.32
one-shot,105,0.4195,88.01,1.2927,67.07
one-shot,106,0.4180,87.89,1.2923,67.29
one-shot,107,0.4217,87.99,1.2780,67.25
one-shot,108,0.4109,88.20,1.2902,67.12
one-shot,109,0.4170,88.06,1.2918,66.99
one-shot,110,0.4126,88.24,1.2861,67.33
one-shot,111,0.4188,87.96,1.2921,67.02
one-shot,112,0.4096,88.15,1.2865,67.21
one-shot,113,0.4129,88.07,1.2889,66.97
one-shot,114,0.4147,87.97,1.2976,67.12
one-shot,115,0.4145,88.06,1.2889,67.13
one-shot,116,0.4161,88.05,1.2913,67.19
one-shot,117,0.4099,88.32,1.2931,67.03
one-shot,118,0.4102,88.16,1.2860,67.16
one-shot,119,0.4072,88.37,1.2911,67.04
one-shot,120,0.4109,88.16,1.2863,67.23
one-shot,121,0.4069,88.51,1.2951,67.19
one-shot,122,0.4038,88.34,1.2949,67.03
one-shot,123,0.4049,88.40,1.3045,66.85
one-shot,124,0.4012,88.39,1.2894,67.20
one-shot,125,0.4075,88.34,1.2996,67.22
one-shot,126,0.4050,88.46,1.2887,67.30
one-shot,127,0.4087,88.34,1.2927,67.47
one-shot,128,0.4046,88.52,1.2907,66.99
one-shot,129,0.4062,88.21,1.2948,67.22
one-shot,130,0.4061,88.50,1.2872,67.26
one-shot,131,0.4009,88.65,1.2882,67.39
one-shot,132,0.4016,88.52,1.2922,67.04
one-shot,133,0.4016,88.57,1.2935,67.21
one-shot,134,0.3997,88.62,1.2925,67.16
one-shot,135,0.3995,88.69,1.2975,67.04
one-shot,136,0.4011,88.53,1.2966,67.15
one-shot,137,0.4013,88.50,1.2929,67.26
one-shot,138,0.4023,88.57,1.2901,67.03
one-shot,139,0.3978,88.59,1.2857,67.01
one-shot,140,0.4000,88.51,1.2907,67.14
one-shot,141,0.3985,88.87,1.2918,67.20
one-shot,142,0.3980,88.62,1.2960,67.35
one-shot,143,0.3970,88.80,1.2968,67.26
one-shot,144,0.3984,88.68,1.2905,67.22
one-shot,145,0.3940,88.72,1.2988,67.24
one-shot,146,0.3944,88.84,1.2964,67.11
one-shot,147,0.3969,88.65,1.3008,67.21
one-shot,148,0.3948,88.88,1.2916,67.30
one-shot,149,0.3964,88.68,1.2895,67.14
one-shot,150,0.3927,88.91,1.2936,67.27
one-shot,151,0.3937,88.76,1.2969,67.18
one-shot,152,0.3939,88.80,1.2955,67.30
one-shot,153,0.3929,88.82,1.3006,67.24
one-shot,154,0.3916,88.88,1.3005,67.13
one-shot,155,0.3931,88.72,1.2958,67.32
one-shot,156,0.3925,88.85,1.2859,67.23
one-shot,157,0.3929,88.64,1.2916,67.00
one-shot,158,0.3902,89.02,1.2977,67.26
one-shot,159,0.3876,89.00,1.2876,67.27
one-shot,160,0.3900,89.04,1.2924,67.14
one-shot,161,0.3909,88.82,1.2990,67.11
one-shot,162,0.3859,89.10,1.2973,67.22
one-shot,163,0.3879,89.16,1.2938,67.17
one-shot,164,0.3904,88.85,1.2980,67.14
one-shot,165,0.3899,89.02,1.2818,67.33
one-shot,166,0.3905,88.82,1.2998,67.27
one-shot,167,0.3897,88.98,1.2930,67.14
one-shot,168,0.3865,88.99,1.2875,67.27
one-shot,169,0.3921,88.83,1.2911,67.07
one-shot,170,0.3844,89.21,1.2948,67.14
one-shot,171,0.3891,89.02,1.2972,67.18
one-shot,172,0.3864,88.97,1.2962,67.17
