phase,epoch,train_loss,train_acc,test_loss,test_acc
search,1,4.0398,7.21,3.8139,10.19
search,2,3.5781,14.06,3.4880,16.79
search,3,3.2453,20.09,3.2157,20.77
search,4,2.9007,26.56,3.0314,25.91
search,5,2.6220,32.02,2.7327,32.17
search,6,2.4111,36.19,2.5170,35.16
search,7,2.2257,40.40,2.6621,34.98
search,8,2.0922,43.15,2.4023,37.81
search,9,1.9806,45.60,2.2266,41.44
search,10,1.8917,47.87,2.0327,45.38
finetune,1,3.1820,21.22,3.0439,23.99
finetune,2,2.6409,31.31,2.7483,29.48
finetune,3,2.4841,34.70,2.7571,30.05
finetune,4,2.3747,37.32,2.7913,30.51
finetune,5,2.3060,38.68,2.4779,35.61
finetune,6,2.2448,39.98,2.7420,33.16
finetune,7,2.1954,41.44,2.7919,33.30
finetune,8,2.1519,42.10,2.3671,37.86
finetune,9,2.1201,42.77,2.2838,40.27
finetune,10,2.0862,43.50,2.2456,40.69
finetune,11,2.0528,44.36,2.2845,40.49
finetune,12,2.0348,45.00,2.5234,37.43
finetune,13,2.0121,45.41,2.3409,39.93
finetune,14,1.9974,45.78,2.2254,40.53
finetune,15,1.9718,46.37,2.3942,38.88
finetune,16,1.9546,46.79,2.1650,42.84
finetune,17,1.9413,47.11,2.3351,40.03
finetune,18,1.9259,47.32,2.2036,42.66
finetune,19,1.9092,47.58,2.6295,35.85
finetune,20,1.8963,48.04,2.1275,43.54
finetune,21,1.8811,48.39,2.3293,41.47
finetune,22,1.8706,48.85,2.1002,44.45
finetune,23,1.8663,48.64,2.1254,43.75
finetune,24,1.8464,49.10,2.1458,42.85
finetune,25,1.8367,49.26,2.0574,45.01
finetune,26,1.8360,49.57,2.2050,42.72
finetune,27,1.8237,49.85,2.2642,42.17
finetune,28,1.8225,49.92,2.3392,40.93
finetune,29,1.8120,50.11,2.1503,43.16
finetune,30,1.8035,50.23,2.0361,45.32
finetune,31,1.7871,50.78,2.2316,42.65
finetune,32,1.7977,50.46,2.1347,43.42
finetune,33,1.7919,50.71,2.1801,43.60
finetune,34,1.7805,51.00,2.0930,44.73
finetune,35,1.7678,51.22,2.4164,39.50
finetune,36,1.7699,51.00,2.0943,44.87
finetune,37,1.7649,51.38,2.3877,39.94
finetune,38,1.7602,51.38,2.1277,44.61
finetune,39,1.7587,51.30,2.2345,43.41
finetune,40,1.7479,51.60,2.0946,44.84
finetune,41,1.7454,51.97,2.1547,44.33
finetune,42,1.7421,51.78,2.1061,43.82
finetune,43,1.7310,52.20,2.0480,46.00
finetune,44,1.7237,52.25,2.2032,43.29
finetune,45,1.7315,51.99,2.1825,43.26
finetune,46,1.7181,52.36,2.0849,45.35
finetune,47,1.7195,52.18,2.2048,43.58
finetune,48,1.7128,52.51,2.0924,45.65
finetune,49,1.7073,52.74,1.9248,48.12
finetune,50,1.7090,52.62,2.1260,44.24
finetune,51,1.7108,52.40,1.9522,47.53
finetune,52,1.7005,53.16,2.1590,44.62
finetune,53,1.7042,52.87,2.0304,46.58
finetune,54,1.6912,53.25,2.0023,47.00
finetune,55,1.6865,52.97,2.1068,44.72
finetune,56,1.6875,52.94,1.9957,47.35
finetune,57,1.6839,53.24,2.0050,46.94
finetune,58,1.6869,53.38,2.1187,44.95
finetune,59,1.6756,53.76,1.9336,48.73
finetune,60,1.6765,53.60,2.1515,44.83
finetune,61,1.6842,53.43,2.1034,45.22
finetune,62,1.6721,53.40,2.0508,46.28
finetune,63,1.6772,53.53,2.0892,46.04
finetune,64,1.6612,54.11,2.0161,47.50
finetune,65,1.6598,53.70,2.1194,45.68
finetune,66,1.6641,53.69,1.9734,47.62
finetune,67,1.6558,53.83,2.1794,44.75
finetune,68,1.6607,54.11,1.9873,47.14
finetune,69,1.6543,53.86,1.9532,48.48
finetune,70,1.6524,54.10,2.0249,46.64
finetune,71,1.6539,53.92,2.0172,46.44
finetune,72,1.6514,53.91,2.3577,43.60
finetune,73,1.6472,53.97,2.0322,46.39
finetune,74,1.6531,53.92,2.0499,46.14
finetune,75,1.6498,54.14,2.0964,47.04
finetune,76,1.6398,54.44,2.0899,45.48
finetune,77,1.6454,54.57,2.2394,43.59
finetune,78,1.6451,54.21,2.0744,46.20
finetune,79,1.6338,54.47,1.9232,48.07
finetune,80,1.6437,54.27,2.0919,45.54
finetune,81,1.5036,58.18,1.6575,54.38
finetune,82,1.4695,58.97,1.6567,54.28
finetune,83,1.4653,58.81,1.6547,54.55
finetune,84,1.4556,59.03,1.6535,54.27
finetune,85,1.4532,59.40,1.6593,54.42
finetune,86,1.4492,59.37,1.6622,54.57
finetune,87,1.4433,59.60,1.6514,54.58
finetune,88,1.4414,59.27,1.6434,54.73
finetune,89,1.4418,59.47,1.6629,54.12
finetune,90,1.4374,59.68,1.6717,54.22
finetune,91,1.4407,59.60,1.6746,54.26
finetune,92,1.4384,59.56,1.6619,54.60
finetune,93,1.4320,59.63,1.6700,54.59
finetune,94,1.4350,59.62,1.6549,54.67
finetune,95,1.4332,59.49,1.6524,54.45
finetune,96,1.4327,59.70,1.6491,54.66
finetune,97,1.4279,59.72,1.6617,54.91
finetune,98,1.4280,59.80,1.6509,54.77
finetune,99,1.4252,59.93,1.6593,54.34
finetune,100,1.4297,59.80,1.6680,54.68
finetune,101,1.4254,59.63,1.6591,54.43
finetune,102,1.4274,59.70,1.6776,54.32
finetune,103,1.4221,59.73,1.6586,54.55
finetune,104,1.4234,59.64,1.6854,54.24
finetune,105,1.4226,60.08,1.6564,54.82
finetune,106,1.4219,60.00,1.6895,53.90
finetune,107,1.4204,59.88,1.6474,54.76
finetune,108,1.4139,60.28,1.6628,54.75
finetune,109,1.4156,59.92,1.6657,54.36
finetune,110,1.4112,60.19,1.6598,54.30
finetune,111,1.4168,60.26,1.6772,54.49
finetune,112,1.4125,60.23,1.6712,54.45
finetune,113,1.4156,60.18,1.6811,54.01
finetune,114,1.4144,60.16,1.6731,54.34
finetune,115,1.4142,60.11,1.6759,53.99
finetune,116,1.4153,59.95,1.6600,54.28
finetune,117,1.4104,60.33,1.6907,53.86
finetune,118,1.4104,60.02,1.6853,53.86
finetune,119,1.4078,60.26,1.6683,54.12
finetune,120,1.4168,60.15,1.6693,54.31
finetune,121,1.3911,60.62,1.6353,55.13
finetune,122,1.3887,61.04,1.6310,55.21
finetune,123,1.3896,61.11,1.6319,54.91
finetune,124,1.3869,61.04,1.6353,55.20
finetune,125,1.3854,60.78,1.6359,55.03
finetune,126,1.3862,60.77,1.6350,54.99
finetune,127,1.3891,60.69,1.6332,55.00
finetune,128,1.3824,61.01,1.6346,55.30
finetune,129,1.3843,61.03,1.6348,55.05
finetune,130,1.3859,61.18,1.6301,55.20
finetune,131,1.3829,61.05,1.6325,55.16
finetune,132,1.3835,61.04,1.6332,55.22
finetune,133,1.3773,61.22,1.6326,55.20
finetune,134,1.3819,60.86,1.6341,55.05
finetune,135,1.3797,60.99,1.6342,55.18
finetune,136,1.3820,60.86,1.6328,55.08
finetune,137,1.3823,60.90,1.6356,55.04
finetune,138,1.3801,61.05,1.6295,55.34
finetune,139,1.3831,61.09,1.6341,55.13
finetune,140,1.3807,61.03,1.6311,55.20
finetune,141,1.3797,61.29,1.6349,55.25
finetune,142,1.3821,61.05,1.6319,55.12
finetune,143,1.3820,60.91,1.6359,55.14
finetune,144,1.3789,61.18,1.6374,55.16
finetune,145,1.3794,61.11,1.6337,55.19
finetune,146,1.3809,61.12,1.6319,55.12
finetune,147,1.3739,61.41,1.6342,55.16
finetune,148,1.3823,60.97,1.6303,55.32
finetune,149,1.3765,61.11,1.6307,55.12
finetune,150,1.3779,61.04,1.6316,55.31
finetune,151,1.3814,60.94,1.6307,55.28
finetune,152,1.3783,61.06,1.6321,55.24
finetune,153,1.3769,61.14,1.6348,55.15
finetune,154,1.3758,60.78,1.6352,55.12
finetune,155,1.3790,61.00,1.6363,55.21
finetune,156,1.3774,61.06,1.6345,55.02
finetune,157,1.3856,60.91,1.6398,55.10
finetune,158,1.3752,61.13,1.6335,55.19
finetune,159,1.3868,60.66,1.6396,55.04
finetune,160,1.3749,61.32,1.6369,55.00
