phase,epoch,train_loss,train_acc,test_loss,test_acc
search,1,2.4010,16.70,2.0629,20.51
search,2,1.8849,27.63,1.7347,33.54
search,3,1.6413,38.21,1.5367,43.82
search,4,1.4521,46.53,1.3409,50.70
search,5,1.2988,52.77,1.3781,49.93
search,6,1.1573,58.53,1.1529,59.75
search,7,1.0277,63.58,1.0880,61.79
search,8,0.9316,67.15,1.0312,65.38
search,9,0.8504,69.89,1.2398,61.06
search,10,0.7827,72.51,0.9518,67.52
finetune,1,0.8784,69.29,0.8384,71.96
finetune,2,0.7314,74.59,0.8321,71.62
finetune,3,0.6600,76.94,0.7196,74.99
finetune,4,0.6227,78.30,0.6618,77.44
finetune,5,0.5799,79.74,0.6514,77.84
finetune,6,0.5515,80.69,0.6998,77.05
finetune,7,0.5221,81.74,0.6420,78.63
finetune,8,0.5060,82.34,0.6149,79.06
finetune,9,0.4806,83.37,0.5707,80.42
finetune,10,0.4700,83.72,0.7104,78.02
finetune,11,0.4525,84.22,0.6086,78.83
finetune,12,0.4307,85.03,0.6362,79.36
finetune,13,0.4233,85.26,0.6315,79.07
finetune,14,0.4033,85.91,0.5725,81.04
finetune,15,0.3909,86.35,0.5240,82.29
finetune,16,0.3836,86.62,0.5292,83.15
finetune,17,0.3739,86.95,0.5636,81.50
finetune,18,0.3705,87.04,0.5634,82.08
finetune,19,0.3596,87.40,0.5584,82.16
finetune,20,0.3506,87.75,0.6651,78.84
finetune,21,0.3489,87.81,0.5452,82.27
finetune,22,0.3406,88.11,0.5434,82.61
finetune,23,0.3346,88.37,0.5042,83.47
finetune,24,0.3257,88.49,0.5716,81.58
finetune,25,0.3169,88.92,0.5090,83.58
finetune,26,0.3081,89.30,0.5315,82.87
finetune,27,0.3076,89.19,0.6400,80.48
finetune,28,0.3056,89.13,0.5256,83.30
finetune,29,0.2972,89.53,0.4700,85.10
finetune,30,0.2906,89.82,0.4983,84.57
finetune,31,0.2884,89.72,0.4517,85.07
finetune,32,0.2861,90.03,0.5869,82.74
finetune,33,0.2762,90.34,0.6785,80.40
finetune,34,0.2757,90.24,0.5966,81.71
finetune,35,0.2696,90.58,0.4805,84.88
finetune,36,0.2723,90.28,0.4679,85.24
finetune,37,0.2662,90.60,0.5603,82.87
finetune,38,0.2565,90.95,0.5787,82.30
finetune,39,0.2562,90.94,0.4670,85.61
finetune,40,0.2549,90.91,0.4395,86.00
finetune,41,0.2434,91.32,0.4888,85.10
finetune,42,0.2486,91.29,0.4614,85.71
finetune,43,0.2468,91.34,0.4659,85.15
finetune,44,0.2392,91.61,0.4299,86.49
finetune,45,0.2415,91.42,0.4909,84.95
finetune,46,0.2310,91.80,0.4562,86.15
finetune,47,0.2402,91.56,0.4829,85.57
finetune,48,0.2299,92.00,0.5414,84.16
finetune,49,0.2290,91.91,0.4283,86.66
finetune,50,0.2356,91.84,0.5374,84.12
finetune,51,0.2240,92.05,0.4786,85.78
finetune,52,0.2306,91.85,0.4837,85.90
finetune,53,0.2180,92.27,0.5570,82.45
finetune,54,0.2206,92.15,0.5066,84.62
finetune,55,0.2184,92.21,0.4406,85.88
finetune,56,0.2178,92.23,0.4639,85.73
finetune,57,0.2105,92.55,0.4662,85.81
finetune,58,0.2164,92.28,0.4934,85.47
finetune,59,0.2118,92.57,0.5719,83.29
finetune,60,0.2101,92.54,0.5003,84.33
finetune,61,0.2114,92.64,0.4463,86.67
finetune,62,0.2054,92.81,0.4416,86.49
finetune,63,0.2025,92.87,0.4471,86.76
finetune,64,0.1977,93.05,0.4478,86.35
finetune,65,0.1969,92.97,0.5095,85.77
finetune,66,0.2032,92.70,0.4645,85.72
finetune,67,0.2016,92.88,0.4885,85.57
finetune,68,0.1978,92.90,0.5287,84.95
finetune,69,0.2020,92.82,0.4805,85.78
finetune,70,0.1960,93.11,0.6919,82.05
