phase,epoch,train_loss,train_acc,test_loss,test_acc
iter-3,1,0.6935,79.07,1.3099,65.80
iter-3,2,0.6514,80.28,1.2900,65.65
iter-3,3,0.6381,80.78,1.3012,65.62
iter-3,4,0.6383,80.83,1.2849,65.81
iter-3,5,0.6281,81.16,1.2803,66.01
iter-3,6,0.6237,81.23,1.2812,66.07
iter-3,7,0.6214,81.35,1.2832,65.89
iter-3,8,0.6119,81.70,1.2820,65.93
iter-3,9,0.6124,81.70,1.2770,66.05
iter-3,10,0.6119,81.53,1.2880,65.88
iter-4,1,0.7431,77.22,1.2975,65.05
iter-4,2,0.7073,78.67,1.2851,65.54
iter-4,3,0.6788,79.43,1.2935,65.57
iter-4,4,0.6732,79.65,1.2897,65.67
iter-4,5,0.6639,80.06,1.2782,65.86
iter-4,6,0.6618,80.07,1.2763,65.63
iter-4,7,0.6595,80.10,1.2836,65.56
iter-4,8,0.6561,80.35,1.2772,66.24
iter-4,9,0.6476,80.39,1.2640,65.85
iter-4,10,0.6479,80.73,1.2757,65.83
iter-5,1,0.7944,76.00,1.3231,64.97
iter-5,2,0.7389,77.70,1.3097,65.36
iter-5,3,0.7216,78.30,1.3134,65.14
iter-5,4,0.7100,78.37,1.2872,65.09
iter-5,5,0.7057,78.70,1.2843,65.32
iter-5,6,0.6940,79.35,1.2841,65.84
iter-5,7,0.6953,79.26,1.2946,65.56
iter-5,8,0.6887,79.21,1.2841,65.88
iter-5,9,0.6926,79.18,1.2891,65.51
iter-5,10,0.6865,79.52,1.2868,65.58
iter-6,1,0.8446,74.57,1.3275,64.25
iter-6,2,0.7810,76.38,1.3069,64.55
iter-6,3,0.7628,77.03,1.3020,64.92
iter-6,4,0.7578,77.49,1.2920,65.10
iter-6,5,0.7480,77.41,1.2844,65.28
iter-6,6,0.7377,77.90,1.2971,65.02
iter-6,7,0.7387,77.92,1.2850,65.45
iter-6,8,0.7331,77.93,1.2864,65.14
iter-6,9,0.7242,78.31,1.2751,65.45
iter-6,10,0.7241,78.28,1.2748,65.49
iter-7,1,0.8730,73.56,1.3323,64.13
iter-7,2,0.8298,75.12,1.3087,64.42
iter-7,3,0.8037,75.72,1.3020,64.89
iter-7,4,0.7881,76.35,1.2953,64.84
iter-7,5,0.7866,76.45,1.2897,65.00
iter-7,6,0.7796,76.52,1.2897,65.11
iter-7,7,0.7747,76.81,1.2832,65.22
iter-7,8,0.7774,76.66,1.2950,65.32
iter-7,9,0.7634,77.18,1.2841,64.83
iter-7,10,0.7649,77.10,1.2772,65.21
iter-8,1,0.9333,72.15,1.3404,63.34
iter-8,2,0.8682,74.09,1.3176,64.19
iter-8,3,0.8536,74.49,1.2910,64.59
iter-8,4,0.8369,74.80,1.3025,64.50
iter-8,5,0.8346,74.90,1.3055,64.69
iter-8,6,0.8260,75.46,1.2912,64.81
iter-8,7,0.8233,75.39,1.2883,64.91
iter-8,8,0.8217,75.48,1.2810,65.47
iter-8,9,0.8126,75.78,1.2812,64.68
iter-8,10,0.8176,75.57,1.2822,65.09
iter-9,1,0.9879,70.64,1.3342,63.54
iter-9,2,0.9249,72.64,1.3092,63.56
iter-9,3,0.8998,73.26,1.3157,63.93
iter-9,4,0.8935,73.45,1.3034,64.12
iter-9,5,0.8867,73.53,1.3117,64.04
iter-9,6,0.8773,73.96,1.2919,64.52
iter-9,7,0.8722,73.81,1.2922,64.56
iter-9,8,0.8701,74.16,1.2949,64.78
iter-9,9,0.8686,74.33,1.2871,64.78
iter-9,10,0.8662,74.24,1.2999,64.22
iter-10,1,1.0452,69.18,1.3639,62.69
iter-10,2,0.9745,71.34,1.3298,63.65
iter-10,3,0.9564,71.40,1.3303,63.71
iter-10,4,0.9400,72.18,1.3147,63.79
iter-10,5,0.9361,72.39,1.3026,63.86
iter-10,6,0.9275,72.73,1.3174,63.42
iter-10,7,0.9231,72.66,1.3023,64.10
iter-10,8,0.9152,73.04,1.3140,63.82
iter-10,9,0.9168,72.87,1.3001,63.90
iter-10,10,0.9144,72.92,1.3053,64.20
iter-11,1,1.0824,67.97,1.3643,62.63
iter-11,2,1.0164,70.02,1.3464,62.70
iter-11,3,1.0084,70.28,1.3396,63.20
iter-11,4,0.9896,70.54,1.3327,62.92
iter-11,5,0.9822,71.08,1.3215,63.39
iter-11,6,0.9821,71.03,1.3220,63.58
iter-11,7,0.9760,71.23,1.3341,63.08
iter-11,8,0.9689,71.23,1.3293,63.35
iter-11,9,0.9678,71.29,1.3189,63.64
iter-11,10,0.9637,71.32,1.3213,63.50
iter-12,1,1.1509,65.92,1.4041,61.33
iter-12,2,1.0771,68.16,1.3754,61.98
iter-12,3,1.0601,68.86,1.3691,62.12
iter-12,4,1.0484,69.35,1.3688,61.99
iter-12,5,1.0421,69.47,1.3524,62.41
iter-12,6,1.0321,69.72,1.3482,62.57
iter-12,7,1.0307,69.60,1.3558,62.73
iter-12,8,1.0250,70.02,1.3602,62.62
iter-12,9,1.0224,69.93,1.3456,62.72
iter-12,10,1.0243,69.78,1.3452,62.79
iter-13,1,1.0778,68.43,1.3721,62.34
iter-13,2,1.0527,69.10,1.3516,62.32
iter-13,3,1.0443,69.48,1.3519,62.67
iter-13,4,1.0418,69.30,1.3437,62.76
iter-13,5,1.0406,69.53,1.3482,62.73
iter-13,6,1.0390,69.56,1.3533,62.40
iter-13,7,1.0307,69.96,1.3458,62.55
iter-13,8,1.0289,69.90,1.3407,63.03
iter-13,9,1.0214,70.14,1.3425,62.98
iter-13,10,1.0261,69.93,1.3594,62.59
