epoch,train_loss,train_acc,test_loss,test_acc
1,1.8052,32.51,1.6845,37.18
2,1.4046,48.62,1.3097,53.74
3,1.1690,57.75,2.8003,33.36
4,1.0462,62.31,1.1658,58.88
5,0.9677,65.47,1.1228,60.29
6,0.9084,67.49,1.5206,54.24
7,0.8642,69.24,1.0000,65.21
8,0.8179,71.40,1.0647,64.27
9,0.7862,72.42,1.1373,63.35
10,0.7497,73.63,0.8535,71.78
11,0.7282,74.58,0.8776,71.15
12,0.7106,75.53,0.8106,72.70
13,0.6922,75.88,0.7623,73.80
14,0.6762,76.44,0.7054,75.90
15,0.6608,77.12,0.7495,74.29
16,0.6504,77.20,0.7266,75.00
17,0.6328,78.08,0.8138,72.66
18,0.6305,77.99,0.6987,76.28
19,0.6205,78.46,0.7354,75.43
20,0.6093,78.83,0.7738,74.01
21,0.6063,78.86,0.7756,75.09
22,0.5931,79.46,0.7235,75.08
23,0.5867,79.67,0.6608,77.83
24,0.5877,79.71,0.6868,77.19
25,0.5789,79.82,0.7439,75.05
26,0.5709,80.32,0.6823,77.30
27,0.5748,80.13,0.9284,71.77
28,0.5642,80.59,0.6549,78.19
29,0.5584,80.64,0.6213,79.34
30,0.5544,80.71,0.6016,79.46
31,0.5550,80.83,0.7517,74.94
32,0.5444,81.22,0.7556,75.63
33,0.5446,81.40,0.8781,72.16
34,0.5354,81.51,0.6836,77.37
35,0.5436,81.34,0.7250,76.14
36,0.5328,81.73,0.7466,76.05
37,0.5346,81.54,0.7709,75.70
38,0.5360,81.51,0.6408,78.91
39,0.5289,81.75,0.6413,79.00
40,0.5229,82.05,0.6148,79.48
41,0.5260,81.76,0.6783,77.64
42,0.5233,82.01,0.7960,75.96
43,0.5184,82.26,0.7220,75.79
44,0.5194,82.03,0.6698,78.39
45,0.5124,82.42,0.9471,69.76
46,0.5171,82.11,0.6046,79.66
47,0.5115,82.50,0.6296,79.62
48,0.5036,82.82,0.5670,80.93
49,0.5093,82.34,0.6532,78.10
50,0.5087,82.48,0.6394,78.67
51,0.5029,82.77,0.6629,77.69
52,0.5050,82.72,0.6266,79.02
53,0.4975,82.76,0.6562,78.56
54,0.4979,82.75,0.6253,79.60
55,0.4903,83.06,0.7350,76.30
56,0.4981,82.84,0.6366,78.71
57,0.5014,82.73,0.6316,79.69
58,0.4964,82.93,0.7234,77.48
59,0.4941,83.03,0.6718,78.10
60,0.4875,83.16,0.6492,78.41
61,0.4884,83.28,0.6621,78.59
62,0.4926,82.99,0.7567,76.41
63,0.4867,83.20,0.6873,78.04
64,0.4897,83.36,1.2038,68.99
65,0.4924,83.12,0.6081,79.71
66,0.4846,83.13,0.8491,73.70
67,0.4840,83.46,0.8269,75.24
68,0.4824,83.37,0.7668,75.88
69,0.4852,83.20,0.6500,78.69
70,0.4799,83.32,0.5778,80.62
71,0.4783,83.46,0.5764,80.48
72,0.4839,83.46,0.6029,79.36
73,0.4763,83.54,0.7410,77.44
74,0.4818,83.27,0.9931,71.83
75,0.4813,83.26,0.7080,76.83
76,0.4825,83.29,0.7797,75.41
77,0.4769,83.81,0.6875,77.63
78,0.4752,83.64,0.7360,76.68
79,0.4768,83.58,0.5098,82.73
80,0.4750,83.78,0.6602,79.09
81,0.3863,86.70,0.4357,85.55
82,0.3627,87.55,0.4368,85.50
83,0.3529,87.74,0.4276,85.59
84,0.3468,87.93,0.4286,85.60
85,0.3475,88.00,0.4316,85.51
86,0.3431,87.98,0.4376,85.16
87,0.3386,88.37,0.4237,85.78
88,0.3351,88.21,0.4317,85.74
89,0.3358,88.40,0.4299,85.47
90,0.3338,88.37,0.4331,85.37
91,0.3303,88.58,0.4344,85.59
92,0.3268,88.78,0.4331,85.78
93,0.3287,88.62,0.4370,85.36
94,0.3249,88.87,0.4261,85.82
95,0.3291,88.62,0.4259,85.74
96,0.3218,88.83,0.4224,85.89
97,0.3240,88.77,0.4267,85.91
98,0.3219,88.88,0.4330,85.35
99,0.3226,88.74,0.4289,85.93
100,0.3200,88.94,0.4247,86.04
101,0.3182,88.98,0.4227,85.81
102,0.3213,88.80,0.4250,85.79
103,0.3175,88.96,0.4303,85.37
104,0.3155,89.15,0.4258,86.08
105,0.3158,89.04,0.4263,85.65
106,0.3134,89.21,0.4220,86.08
107,0.3142,89.03,0.4284,85.78
108,0.3131,89.06,0.4255,85.81
109,0.3128,89.19,0.4323,85.46
110,0.3125,89.09,0.4392,85.77
111,0.3153,89.03,0.4174,86.18
112,0.3101,89.32,0.4290,85.98
113,0.3094,89.34,0.4235,86.28
114,0.3105,89.21,0.4239,85.74
115,0.3086,89.32,0.4348,85.19
116,0.3109,89.11,0.4361,85.47
117,0.3084,89.24,0.4203,85.91
118,0.3115,89.21,0.4298,85.68
119,0.3078,89.22,0.4194,86.01
120,0.3075,89.40,0.4251,86.03
121,0.2941,89.81,0.4120,86.21
122,0.2885,90.17,0.4104,86.26
123,0.2869,90.10,0.4105,86.49
124,0.2857,89.90,0.4093,86.51
125,0.2844,89.99,0.4081,86.39
126,0.2845,90.07,0.4092,86.38
127,0.2834,90.18,0.4123,86.32
128,0.2889,90.04,0.4107,86.22
129,0.2835,90.16,0.4100,86.40
130,0.2870,90.12,0.4134,86.29
131,0.2859,90.08,0.4107,86.12
132,0.2847,90.06,0.4113,86.24
133,0.2830,90.22,0.4125,86.18
134,0.2840,90.02,0.4096,86.22
135,0.2842,90.01,0.4111,86.26
136,0.2819,90.11,0.4113,86.31
137,0.2853,90.32,0.4082,86.40
138,0.2830,90.09,0.4088,86.41
139,0.2828,90.26,0.4121,86.28
140,0.2801,90.23,0.4122,86.37
141,0.2852,90.15,0.4097,86.41
142,0.2814,90.06,0.4115,86.48
143,0.2822,90.26,0.4118,86.55
144,0.2830,90.23,0.4134,86.34
145,0.2806,90.34,0.4122,86.34
146,0.2826,90.10,0.4131,86.41
147,0.2778,90.40,0.4141,86.44
148,0.2807,90.22,0.4154,86.18
149,0.2790,90.31,0.4111,86.51
150,0.2755,90.42,0.4134,86.34
151,0.2814,90.18,0.4128,86.42
152,0.2778,90.43,0.4130,86.37
153,0.2817,90.07,0.4164,86.34
154,0.2821,90.18,0.4131,86.20
155,0.2758,90.49,0.4125,86.41
156,0.2822,90.20,0.4150,86.45
157,0.2780,90.42,0.4127,86.49
158,0.2784,90.40,0.4119,86.51
159,0.2792,90.25,0.4103,86.51
160,0.2779,90.44,0.4173,86.23
