phase,epoch,train_loss,train_acc,test_loss,test_acc
one-shot,102,0.1458,99.72,0.3528,91.49
one-shot,103,0.1500,99.72,0.3637,91.22
one-shot,104,0.1434,99.70,0.3682,90.97
one-shot,105,0.1436,99.72,0.3593,91.33
one-shot,106,0.1456,99.72,0.3593,91.23
one-shot,107,0.1468,99.75,0.3544,91.35
one-shot,108,0.1448,99.73,0.3625,91.18
one-shot,109,0.1402,99.80,0.3452,91.45
one-shot,110,0.1408,99.76,0.3555,91.52
one-shot,111,0.1411,99.71,0.3460,91.35
one-shot,112,0.1422,99.72,0.3834,90.73
one-shot,113,0.1399,99.75,0.3517,91.52
one-shot,114,0.1386,99.74,0.3600,91.23
one-shot,115,0.1365,99.76,0.3553,91.31
one-shot,116,0.1386,99.78,0.3403,91.65
one-shot,117,0.1394,99.74,0.3504,91.39
one-shot,118,0.1353,99.79,0.3503,91.47
one-shot,119,0.1382,99.78,0.3557,91.42
one-shot,120,0.1389,99.80,0.3508,91.46
one-shot,121,0.1352,99.80,0.3447,91.51
one-shot,122,0.1339,99.78,0.3497,91.51
one-shot,123,0.1350,99.79,0.3453,91.55
one-shot,124,0.1333,99.81,0.3545,91.34
one-shot,125,0.1332,99.79,0.3408,91.55
one-shot,126,0.1331,99.79,0.3523,91.60
one-shot,127,0.1321,99.78,0.3428,91.50
one-shot,128,0.1341,99.78,0.3466,91.56
one-shot,129,0.1319,99.80,0.3454,91.67
one-shot,130,0.1329,99.76,0.3479,91.58
one-shot,131,0.1311,99.79,0.3479,91.62
one-shot,132,0.1292,99.82,0.3453,91.69
one-shot,133,0.1305,99.83,0.3528,91.42
one-shot,134,0.1267,99.79,0.3448,91.64
one-shot,135,0.1281,99.80,0.3466,91.54
one-shot,136,0.1306,99.81,0.3434,91.70
one-shot,137,0.1264,99.83,0.3446,91.76
one-shot,138,0.1259,99.82,0.3423,91.69
one-shot,139,0.1244,99.78,0.3456,91.56
one-shot,140,0.1247,99.84,0.3449,91.60
one-shot,141,0.1257,99.82,0.3392,91.70
one-shot,142,0.1265,99.83,0.3435,91.63
one-shot,143,0.1223,99.80,0.3414,91.77
one-shot,144,0.1232,99.83,0.3443,91.58
one-shot,145,0.1270,99.80,0.3446,91.64
one-shot,146,0.1268,99.82,0.3452,91.64
one-shot,147,0.1242,99.82,0.3402,91.78
one-shot,148,0.1204,99.85,0.3412,91.71
one-shot,149,0.1242,99.83,0.3437,91.59
one-shot,150,0.1212,99.83,0.3390,91.62
one-shot,151,0.1216,99.82,0.3414,91.66
one-shot,152,0.1219,99.81,0.3424,91.72
one-shot,153,0.1209,99.81,0.3409,91.52
one-shot,154,0.1204,99.84,0.3443,91.58
one-shot,155,0.1210,99.86,0.3423,91.68
one-shot,156,0.1207,99.86,0.3399,91.71
one-shot,157,0.1201,99.88,0.3395,91.78
one-shot,158,0.1186,99.88,0.3413,91.62
one-shot,159,0.1206,99.82,0.3407,91.73
one-shot,160,0.1188,99.83,0.3393,91.63
one-shot,161,0.1205,99.85,0.3388,91.60
one-shot,162,0.1169,99.83,0.3391,91.71
one-shot,163,0.1172,99.88,0.3406,91.76
one-shot,164,0.1196,99.85,0.3375,91.83
one-shot,165,0.1189,99.84,0.3394,91.82
one-shot,166,0.1195,99.84,0.3401,91.69
one-shot,167,0.1160,99.84,0.3358,91.84
one-shot,168,0.1172,99.89,0.3368,91.76
one-shot,169,0.1174,99.85,0.3377,91.85
one-shot,170,0.1164,99.83,0.3358,91.82
one-shot,171,0.1178,99.85,0.3351,91.73
one-shot,172,0.1153,99.83,0.3357,91.65
one-shot,173,0.1166,99.86,0.3356,91.70
one-shot,174,0.1182,99.85,0.3363,91.76
one-shot,175,0.1173,99.85,0.3375,91.65
one-shot,176,0.1165,99.87,0.3356,91.70
one-shot,177,0.1127,99.90,0.3376,91.74
one-shot,178,0.1179,99.85,0.3371,91.74
one-shot,179,0.1150,99.88,0.3352,91.73
one-shot,180,0.1181,99.88,0.3356,91.78
one-shot,181,0.1174,99.88,0.3360,91.75
one-shot,182,0.1183,99.87,0.3370,91.74
one-shot,183,0.1121,99.89,0.3402,91.67
one-shot,184,0.1130,99.90,0.3366,91.76
one-shot,185,0.1157,99.90,0.3371,91.77
one-shot,186,0.1145,99.88,0.3368,91.72
one-shot,187,0.1138,99.90,0.3367,91.78
one-shot,188,0.1150,99.89,0.3377,91.77
one-shot,189,0.1113,99.86,0.3369,91.77
one-shot,190,0.1128,99.87,0.3374,91.68
one-shot,191,0.1124,99.86,0.3368,91.72
one-shot,192,0.1158,99.86,0.3351,91.82
one-shot,193,0.1146,99.88,0.3350,91.73
one-shot,194,0.1139,99.86,0.3389,91.76
one-shot,195,0.1156,99.85,0.3359,91.82
one-shot,196,0.1141,99.86,0.3366,91.74
one-shot,197,0.1147,99.87,0.3359,91.81
one-shot,198,0.1170,99.89,0.3362,91.68
one-shot,199,0.1162,99.85,0.3373,91.71
one-shot,200,0.1115,99.88,0.3374,91.63
iter-1,1,0.0181,99.63,0.3414,91.40
iter-1,2,0.0170,99.66,0.3518,91.21
iter-1,3,0.0181,99.58,0.3678,91.19
iter-1,4,0.0198,99.51,0.3661,90.99
iter-1,5,0.0265,99.28,0.4543,89.21
iter-1,6,0.0322,99.02,0.3741,90.51
iter-1,7,0.0311,99.11,0.4466,88.91
iter-1,8,0.0307,99.08,0.4188,90.08
iter-1,9,0.0334,99.01,0.4002,90.32
iter-2,1,0.0730,97.67,0.4422,88.46
iter-2,2,0.0649,97.88,0.4146,89.19
iter-2,3,0.0681,97.69,0.4766,88.13
iter-2,4,0.0602,98.12,0.4171,89.19
iter-2,5,0.0575,98.20,0.4214,89.31
iter-2,6,0.0520,98.34,0.4355,88.91
iter-2,7,0.0523,98.31,0.3943,89.22
iter-2,8,0.0505,98.41,0.4036,89.54
iter-2,9,0.0513,98.42,0.3945,89.82
iter-2,10,0.0532,98.28,0.4035,89.92
iter-3,1,0.1425,95.05,0.4324,88.02
iter-3,2,0.1097,96.13,0.4356,88.07
iter-3,3,0.1005,96.61,0.3982,88.78
iter-3,4,0.0907,96.91,0.4042,88.95
iter-3,5,0.0853,97.17,0.4355,88.61
iter-3,6,0.0807,97.29,0.4028,89.01
iter-3,7,0.0793,97.40,0.4454,88.01
iter-3,8,0.0840,97.14,0.3991,89.06
iter-3,9,0.0772,97.44,0.4305,88.54
iter-3,10,0.0725,97.59,0.4074,89.25
iter-4,1,0.1723,93.90,0.4317,87.86
iter-4,2,0.1296,95.59,0.4176,88.20
iter-4,3,0.1210,95.87,0.4217,88.09
iter-4,4,0.1121,96.12,0.4249,87.88
iter-4,5,0.1060,96.38,0.4188,87.91
iter-4,6,0.1050,96.38,0.4167,88.46
iter-4,7,0.1041,96.41,0.4031,88.58
iter-4,8,0.1035,96.43,0.4103,88.39
iter-4,9,0.0970,96.70,0.4147,88.24
iter-4,10,0.0974,96.65,0.4349,88.05
iter-5,1,0.1667,94.13,0.4467,87.05
iter-5,2,0.1381,95.08,0.4653,87.01
iter-5,3,0.1315,95.37,0.4371,87.73
iter-5,4,0.1270,95.60,0.4086,88.28
iter-5,5,0.1210,95.87,0.4145,88.49
iter-5,6,0.1168,95.92,0.4293,87.90
iter-5,7,0.1125,96.15,0.3929,89.04
iter-5,8,0.1127,96.20,0.4509,87.65
iter-5,9,0.1112,96.24,0.4241,88.24
iter-5,10,0.1115,96.12,0.4261,87.86
