phase,epoch,train_loss,train_acc,test_loss,test_acc
initial_training,1,2.6460,16.22,2.0788,21.27
initial_training,2,2.0072,23.69,1.9392,26.09
initial_training,3,1.8653,28.96,1.7404,33.92
initial_training,4,1.6902,35.79,1.6607,38.10
initial_training,5,1.5552,41.95,1.5437,42.65
initial_training,6,1.4384,46.76,1.4031,49.10
initial_training,7,1.3142,52.05,1.2661,54.27
initial_training,8,1.1682,57.94,1.2021,58.69
initial_training,9,1.0492,62.61,1.2788,58.13
initial_training,10,0.9232,67.02,0.9830,67.06
initial_training,11,0.8218,71.29,0.9757,68.22
initial_training,12,0.7514,73.79,0.8759,70.85
initial_training,13,0.6735,76.52,0.8186,72.21
initial_training,14,0.6241,78.30,0.7702,73.91
initial_training,15,0.5967,79.35,0.7610,74.32
initial_training,16,0.5612,80.62,0.8626,72.50
initial_training,17,0.5272,81.67,0.7164,76.27
initial_training,18,0.5111,82.16,0.6708,77.61
initial_training,19,0.4867,83.20,0.6553,78.62
initial_training,20,0.4649,83.92,0.6263,79.00
initial_training,21,0.4524,84.29,0.6196,78.90
initial_training,22,0.4385,84.77,0.6506,78.71
initial_training,23,0.4281,85.18,0.6718,78.31
initial_training,24,0.4144,85.58,0.6542,77.85
initial_training,25,0.4018,86.12,0.5810,81.07
initial_training,26,0.3986,86.01,0.6073,79.37
initial_training,27,0.3881,86.54,0.6380,79.59
initial_training,28,0.3740,86.88,0.6448,79.13
initial_training,29,0.3723,87.14,0.5089,83.26
initial_training,30,0.3618,87.42,0.6495,79.30
initial_training,31,0.3568,87.79,0.6093,79.87
initial_training,32,0.3506,87.88,0.5682,81.60
initial_training,33,0.3388,88.27,0.5597,82.14
initial_training,34,0.3349,88.36,0.6755,78.61
initial_training,35,0.3328,88.44,0.5451,82.26
initial_training,36,0.3238,88.71,0.5706,80.98
initial_training,37,0.3204,88.88,0.5684,81.94
initial_training,38,0.3158,89.06,0.8725,75.23
initial_training,39,0.3139,89.19,0.5503,82.39
initial_training,40,0.3007,89.69,0.7339,77.66
initial_training,41,0.2958,89.79,0.5299,83.25
initial_training,42,0.2996,89.60,0.6937,78.74
initial_training,43,0.2867,90.16,0.5807,81.48
initial_training,44,0.2931,89.85,0.5647,82.32
initial_training,45,0.2872,90.00,0.5246,83.37
initial_training,46,0.2731,90.54,0.4866,83.82
initial_training,47,0.2830,90.14,0.5225,83.57
initial_training,48,0.2774,90.41,0.5934,80.70
initial_training,49,0.2642,90.84,0.5517,82.83
initial_training,50,0.2653,90.75,0.8482,75.73
initial_training,51,0.2622,90.85,0.4841,84.60
initial_training,52,0.2579,91.03,0.4339,86.28
initial_training,53,0.2517,91.26,0.4351,85.45
initial_training,54,0.2461,91.39,0.4270,86.25
initial_training,55,0.2494,91.36,0.4587,85.34
initial_training,56,0.2386,91.80,0.5360,83.22
initial_training,57,0.2428,91.40,0.5604,82.62
initial_training,58,0.2386,91.64,0.5124,84.02
initial_training,59,0.2303,92.10,0.6907,80.47
initial_training,60,0.2305,91.85,0.4388,85.76
initial_training,61,0.2296,92.10,0.5568,82.85
initial_training,62,0.2242,92.22,0.3950,87.06
initial_training,63,0.2234,92.33,0.5368,83.40
initial_training,64,0.2146,92.50,0.5174,84.14
initial_training,65,0.2145,92.56,0.4552,85.43
initial_training,66,0.2083,92.82,0.5056,84.44
initial_training,67,0.2005,93.00,0.5648,82.65
initial_training,68,0.2030,92.92,0.4307,86.02
initial_training,69,0.2026,92.88,0.4359,86.98
initial_training,70,0.1975,93.07,0.4380,85.98
initial_training,71,0.1893,93.44,0.4294,86.63
initial_training,72,0.1842,93.60,0.4302,86.90
initial_training,73,0.1839,93.61,0.4771,85.31
initial_training,74,0.1871,93.61,0.4347,86.45
initial_training,75,0.1718,94.01,0.7024,80.96
initial_training,76,0.1755,93.95,0.4725,86.27
initial_training,77,0.1732,94.01,0.4563,86.22
initial_training,78,0.1654,94.21,0.4502,86.07
initial_training,79,0.1679,94.02,0.5532,83.82
initial_training,80,0.1608,94.30,0.4279,87.36
initial_training,81,0.1510,94.69,0.5246,85.60
initial_training,82,0.1520,94.71,0.4591,86.17
initial_training,83,0.1537,94.73,0.4630,85.98
initial_training,84,0.1524,94.64,0.5259,84.59
initial_training,85,0.1431,95.04,0.4243,87.14
initial_training,86,0.1417,95.02,0.5193,85.22
initial_training,87,0.1373,95.22,0.4044,87.58
initial_training,88,0.1309,95.50,0.4149,87.42
initial_training,89,0.1366,95.25,0.4422,86.94
initial_training,90,0.1249,95.76,0.4829,86.32
initial_training,91,0.1282,95.54,0.4206,87.06
initial_training,92,0.1196,95.91,0.4226,87.99
initial_training,93,0.1148,96.00,0.4922,86.03
initial_training,94,0.1185,95.92,0.4370,87.40
initial_training,95,0.1110,96.18,0.4685,86.99
initial_training,96,0.1029,96.48,0.4070,88.50
initial_training,97,0.1031,96.54,0.4093,88.02
initial_training,98,0.1004,96.58,0.4461,87.60
initial_training,99,0.0998,96.62,0.4910,87.19
initial_training,100,0.0937,96.78,0.4075,88.51
initial_training,101,0.0872,97.07,0.4463,87.54
initial_training,102,0.0851,97.13,0.3882,89.15
initial_training,103,0.0803,97.26,0.3751,89.30
initial_training,104,0.0740,97.55,0.3982,88.94
initial_training,105,0.0697,97.70,0.4045,88.68
initial_training,106,0.0718,97.64,0.4473,88.29
initial_training,107,0.0672,97.78,0.3770,89.82
initial_training,108,0.0656,97.88,0.4188,88.72
initial_training,109,0.0606,98.01,0.4277,88.36
initial_training,110,0.0564,98.16,0.3808,89.87
initial_training,111,0.0523,98.33,0.3857,89.67
initial_training,112,0.0495,98.45,0.3758,90.01
initial_training,113,0.0475,98.52,0.3694,90.21
initial_training,114,0.0449,98.61,0.3660,90.32
initial_training,115,0.0390,98.88,0.3891,89.83
initial_training,116,0.0368,98.90,0.3852,90.05
initial_training,117,0.0361,98.99,0.3608,90.44
initial_training,118,0.0364,98.90,0.3712,90.26
initial_training,119,0.0313,99.10,0.3530,90.56
initial_training,120,0.0294,99.27,0.3509,90.64
initial_training,121,0.0266,99.31,0.3657,90.78
initial_training,122,0.0251,99.36,0.3466,90.98
initial_training,123,0.0241,99.40,0.3665,90.80
initial_training,124,0.0212,99.50,0.3533,90.76
initial_training,125,0.0194,99.57,0.3626,90.94
initial_training,126,0.0179,99.57,0.3479,91.03
initial_training,127,0.0165,99.65,0.3346,91.45
initial_training,128,0.0151,99.68,0.3544,90.89
initial_training,129,0.0150,99.69,0.3416,91.45
initial_training,130,0.0140,99.72,0.3428,91.67
initial_training,131,0.0126,99.76,0.3323,91.47
initial_training,132,0.0118,99.79,0.3320,91.63
initial_training,133,0.0113,99.79,0.3305,91.60
initial_training,134,0.0108,99.82,0.3298,91.68
initial_training,135,0.0104,99.84,0.3366,91.59
initial_training,136,0.0091,99.88,0.3339,91.76
initial_training,137,0.0091,99.87,0.3362,91.77
initial_training,138,0.0090,99.88,0.3352,91.47
initial_training,139,0.0089,99.89,0.3297,91.79
initial_training,140,0.0080,99.91,0.3310,91.74
initial_training,141,0.0081,99.91,0.3265,91.96
initial_training,142,0.0080,99.89,0.3251,91.81
initial_training,143,0.0076,99.92,0.3270,91.93
initial_training,144,0.0075,99.92,0.3253,91.82
initial_training,145,0.0071,99.93,0.3247,91.88
initial_training,146,0.0069,99.93,0.3241,91.83
initial_training,147,0.0072,99.92,0.3251,91.74
initial_training,148,0.0070,99.93,0.3244,91.93
initial_training,149,0.0065,99.94,0.3284,91.67
initial_training,150,0.0069,99.93,0.3247,91.86
initial_training,151,0.0072,99.93,0.3279,91.80
initial_training,152,0.0068,99.94,0.3257,91.94
initial_training,153,0.0064,99.96,0.3271,91.88
initial_training,154,0.0064,99.96,0.3273,91.88
initial_training,155,0.0067,99.93,0.3267,91.89
initial_training,156,0.0067,99.92,0.3261,91.87
initial_training,157,0.0061,99.96,0.3262,91.82
initial_training,158,0.0063,99.96,0.3262,91.86
initial_training,159,0.0065,99.93,0.3255,91.91
initial_training,160,0.0062,99.95,0.3265,91.88
one-shot,1,0.4996,96.96,0.4069,90.09
one-shot,2,0.3225,98.21,0.4055,90.25
one-shot,3,0.2922,98.51,0.4283,89.99
one-shot,4,0.2746,98.61,0.4565,89.59
one-shot,5,0.2570,98.83,0.4104,90.30
one-shot,6,0.2509,98.82,0.3956,90.13
one-shot,7,0.2454,98.85,0.3761,90.66
one-shot,8,0.2377,99.01,0.4277,89.90
one-shot,9,0.2303,99.12,0.3907,90.39
one-shot,10,0.2266,99.08,0.4213,90.37
one-shot,11,0.2259,99.06,0.3945,90.50
one-shot,12,0.2211,99.16,0.3747,90.80
one-shot,13,0.2189,99.17,0.4161,89.99
one-shot,14,0.2134,99.21,0.3875,90.53
one-shot,15,0.2051,99.29,0.3768,90.86
one-shot,16,0.2133,99.27,0.3600,91.10
one-shot,17,0.2080,99.30,0.3737,90.91
one-shot,18,0.2093,99.24,0.3833,90.64
one-shot,19,0.1996,99.39,0.3760,91.00
one-shot,20,0.1987,99.34,0.3908,90.52
one-shot,21,0.1995,99.36,0.3927,90.71
one-shot,22,0.1979,99.36,0.4021,90.39
one-shot,23,0.2018,99.27,0.3969,90.67
one-shot,24,0.1960,99.39,0.4122,90.55
one-shot,25,0.1955,99.40,0.3683,91.24
one-shot,26,0.1883,99.42,0.3743,91.04
one-shot,27,0.1950,99.34,0.3581,91.11
one-shot,28,0.1940,99.36,0.4067,90.29
one-shot,29,0.1957,99.43,0.4028,90.29
one-shot,30,0.1915,99.44,0.3642,91.21
one-shot,31,0.1901,99.44,0.4182,90.35
one-shot,32,0.1947,99.37,0.3671,91.05
one-shot,33,0.1912,99.45,0.3617,91.13
one-shot,34,0.1930,99.42,0.3729,90.50
one-shot,35,0.1918,99.45,0.3826,90.60
one-shot,36,0.1864,99.47,0.3799,90.85
one-shot,37,0.1814,99.51,0.3617,91.13
one-shot,38,0.1841,99.47,0.3634,90.96
one-shot,39,0.1855,99.50,0.3645,91.25
one-shot,40,0.1912,99.44,0.3838,90.72
one-shot,41,0.1893,99.50,0.4071,90.28
one-shot,42,0.1869,99.50,0.4025,90.56
one-shot,43,0.1872,99.43,0.3880,90.87
one-shot,44,0.1856,99.48,0.3738,90.53
one-shot,45,0.1857,99.48,0.3950,90.26
one-shot,46,0.1843,99.55,0.3693,91.07
one-shot,47,0.1804,99.52,0.3657,91.37
one-shot,48,0.1818,99.50,0.3616,91.20
one-shot,49,0.1777,99.53,0.3797,91.01
one-shot,50,0.1783,99.52,0.3808,90.71
one-shot,51,0.1787,99.53,0.3780,91.04
one-shot,52,0.1772,99.54,0.3648,91.21
one-shot,53,0.1762,99.55,0.3735,90.73
one-shot,54,0.1734,99.53,0.3900,90.68
one-shot,55,0.1716,99.50,0.3601,91.33
one-shot,56,0.1712,99.57,0.3697,91.03
one-shot,57,0.1687,99.60,0.3851,90.66
one-shot,58,0.1692,99.56,0.3956,90.44
one-shot,59,0.1714,99.61,0.3642,90.95
one-shot,60,0.1734,99.57,0.3729,90.86
one-shot,61,0.1713,99.60,0.3846,91.10
one-shot,62,0.1729,99.57,0.3750,90.95
one-shot,63,0.1741,99.57,0.3799,90.93
one-shot,64,0.1680,99.62,0.3647,90.95
one-shot,65,0.1757,99.56,0.3695,90.93
one-shot,66,0.1676,99.53,0.3530,91.31
one-shot,67,0.1674,99.58,0.3632,91.36
one-shot,68,0.1655,99.58,0.3775,90.78
one-shot,69,0.1679,99.57,0.3575,91.34
one-shot,70,0.1658,99.59,0.3633,91.07
one-shot,71,0.1640,99.60,0.3841,90.60
one-shot,72,0.1670,99.60,0.3619,91.44
one-shot,73,0.1651,99.64,0.3548,91.31
one-shot,74,0.1648,99.64,0.3756,90.86
one-shot,75,0.1652,99.58,0.3597,91.24
one-shot,76,0.1633,99.65,0.3604,91.21
one-shot,77,0.1618,99.68,0.3496,91.38
one-shot,78,0.1598,99.66,0.3789,90.76
one-shot,79,0.1605,99.62,0.3802,90.69
one-shot,80,0.1589,99.66,0.3635,91.14
one-shot,81,0.1576,99.68,0.3667,91.10
one-shot,82,0.1622,99.64,0.3649,91.10
one-shot,83,0.1590,99.63,0.3717,90.97
one-shot,84,0.1541,99.66,0.3587,91.02
one-shot,85,0.1536,99.66,0.3594,91.35
one-shot,86,0.1566,99.63,0.3787,90.80
one-shot,87,0.1511,99.74,0.3761,90.96
one-shot,88,0.1515,99.70,0.3609,91.11
one-shot,89,0.1542,99.62,0.3647,91.12
one-shot,90,0.1513,99.67,0.3603,91.17
one-shot,91,0.1530,99.70,0.3480,91.65
one-shot,92,0.1519,99.70,0.3631,91.15
one-shot,93,0.1527,99.67,0.3565,91.34
one-shot,94,0.1527,99.70,0.3780,91.01
one-shot,95,0.1511,99.75,0.3515,91.31
one-shot,96,0.1531,99.71,0.3616,91.28
one-shot,97,0.1503,99.70,0.3655,91.16
one-shot,98,0.1469,99.74,0.3699,91.19
one-shot,99,0.1474,99.74,0.3526,91.32
one-shot,100,0.1461,99.71,0.3708,90.94
one-shot,101,0.1478,99.70,0.3622,91.46
