epoch,train_loss,train_acc,test_loss,test_acc
1,1.7799,35.84,1.6405,40.23
2,1.3237,51.72,1.2638,56.21
3,1.0786,61.43,1.2511,58.18
4,0.9293,67.18,0.9946,65.67
5,0.8023,71.96,0.8339,72.31
6,0.7261,74.65,0.7501,74.41
7,0.6725,76.64,0.7769,74.10
8,0.6253,78.39,0.7411,74.47
9,0.5900,79.55,0.8429,72.94
10,0.5514,80.83,0.7713,75.75
11,0.5308,81.58,0.7192,76.43
12,0.5117,82.63,0.6985,77.38
13,0.4921,82.95,0.6882,77.27
14,0.4745,83.71,0.5584,81.35
15,0.4616,84.02,0.6540,79.30
16,0.4477,84.56,0.6452,79.30
17,0.4342,84.98,0.5970,79.69
18,0.4249,85.36,0.5644,81.59
19,0.4168,85.64,0.4964,83.26
20,0.4077,85.93,0.5255,82.62
21,0.3960,86.23,0.5908,80.81
22,0.3927,86.54,0.5834,82.02
23,0.3805,86.68,0.4984,83.68
24,0.3783,86.84,0.5329,82.36
25,0.3643,87.47,0.5950,81.18
26,0.3629,87.34,0.5547,82.20
27,0.3610,87.52,0.5039,83.55
28,0.3533,87.84,0.5321,82.84
29,0.3468,87.97,0.5071,83.59
30,0.3476,87.77,0.5176,83.52
31,0.3397,88.17,0.4980,84.42
32,0.3341,88.54,0.5485,82.66
33,0.3278,88.65,0.6941,80.01
34,0.3283,88.67,0.5919,82.42
35,0.3240,88.65,0.5363,83.62
36,0.3176,88.94,0.5701,82.82
37,0.3149,88.97,0.5842,81.87
38,0.3151,88.96,0.5208,84.08
39,0.3122,89.10,0.4323,85.91
40,0.3032,89.59,0.5128,83.74
41,0.3064,89.38,0.4589,85.00
42,0.3058,89.45,0.5435,82.79
43,0.3029,89.36,0.6399,80.68
44,0.2968,89.51,0.4933,84.74
45,0.2958,89.54,0.4678,85.52
46,0.2926,89.61,0.4566,85.31
47,0.2906,89.76,0.5033,84.22
48,0.2876,89.90,0.4432,86.31
49,0.2886,90.01,0.5489,83.55
50,0.2856,89.88,0.4170,86.47
51,0.2824,90.28,0.4994,84.12
52,0.2830,90.17,0.4360,86.37
53,0.2776,90.44,0.4784,85.00
54,0.2776,90.16,0.4829,84.36
55,0.2704,90.60,0.4343,86.45
56,0.2783,90.27,0.5294,83.61
57,0.2715,90.55,0.5002,84.12
58,0.2754,90.35,0.4770,85.01
59,0.2728,90.40,0.5012,84.19
60,0.2663,90.71,0.4017,87.03
61,0.2645,90.74,0.5539,83.06
62,0.2702,90.39,0.4457,86.55
63,0.2662,90.71,0.4359,86.00
64,0.2601,90.90,0.4303,86.15
65,0.2681,90.74,0.4468,86.49
66,0.2625,90.75,0.6166,82.49
67,0.2639,90.84,0.4041,87.31
68,0.2596,90.82,0.4684,85.05
69,0.2589,91.02,0.4505,86.38
70,0.2558,90.92,0.4705,85.66
71,0.2608,90.70,0.4780,84.86
72,0.2534,91.26,0.4941,85.02
73,0.2562,90.93,0.4584,85.88
74,0.2570,90.88,0.5614,83.19
75,0.2547,91.16,0.4659,85.54
76,0.2509,91.02,0.6266,82.22
77,0.2542,91.23,0.5260,84.48
78,0.2513,91.17,0.5280,84.27
79,0.2514,91.32,0.5173,83.86
80,0.2484,91.31,0.5536,83.86
81,0.1619,94.40,0.3036,90.39
82,0.1330,95.52,0.3020,90.35
83,0.1202,95.95,0.3045,90.46
84,0.1113,96.19,0.3065,90.54
85,0.1098,96.24,0.3085,90.61
86,0.1031,96.52,0.3096,90.59
87,0.0993,96.69,0.3139,90.86
88,0.0953,96.76,0.3193,90.67
89,0.0926,96.77,0.3259,90.74
