epoch,train_loss,train_acc,test_loss,test_acc
1,1.6912,38.47,1.5249,44.68
2,1.3186,51.74,1.3793,50.17
3,1.1615,58.30,1.3164,55.23
4,1.0596,62.21,1.0647,62.02
5,0.9818,65.33,1.1086,61.70
6,0.9325,67.19,1.0388,64.78
7,0.8842,68.69,1.0318,65.60
8,0.8413,70.39,0.8967,70.06
9,0.8053,71.94,0.9725,67.04
10,0.7806,72.88,1.1648,63.30
11,0.7520,73.65,0.8179,72.08
12,0.7330,74.57,0.9425,68.95
13,0.7112,75.13,0.9554,68.59
14,0.6985,75.55,0.7800,73.54
15,0.6833,76.21,0.9561,69.51
16,0.6717,76.79,0.8422,72.11
17,0.6601,76.99,0.7207,75.09
18,0.6521,77.47,0.8029,73.10
19,0.6427,77.48,0.8201,73.16
20,0.6318,78.11,0.9179,70.81
21,0.6214,78.42,0.7871,73.12
22,0.6186,78.46,0.7409,75.70
23,0.6127,78.78,0.9795,70.54
24,0.6038,79.14,0.8438,72.88
25,0.6049,78.96,0.7783,73.62
26,0.6024,79.08,0.8291,72.98
27,0.5908,79.49,0.6938,76.86
28,0.5853,79.98,0.8109,72.52
29,0.5828,79.73,0.9260,71.37
30,0.5827,79.88,0.7671,74.56
31,0.5751,80.15,0.7683,74.23
32,0.5694,80.20,0.8042,74.70
33,0.5713,80.25,0.6925,76.74
34,0.5649,80.45,0.6372,78.14
35,0.5607,80.43,0.8828,71.88
36,0.5634,80.49,0.6747,77.21
37,0.5588,80.64,1.2281,66.28
38,0.5520,80.88,0.7489,75.98
39,0.5541,80.86,0.6666,78.40
40,0.5531,80.79,0.7081,77.30
41,0.5527,80.78,0.7056,77.02
42,0.5418,81.07,0.8817,71.72
43,0.5430,81.17,0.8377,72.45
44,0.5476,80.88,0.6512,78.19
45,0.5446,81.11,0.6753,77.32
46,0.5376,81.38,0.7467,76.69
47,0.5342,81.43,0.6787,77.58
48,0.5390,81.41,0.8142,75.44
49,0.5374,81.28,0.7725,75.30
50,0.5393,81.22,0.6503,78.10
51,0.5333,81.44,0.7039,76.69
52,0.5300,81.53,0.6849,77.61
53,0.5325,81.66,0.6549,78.78
54,0.5308,81.51,0.6062,79.24
55,0.5233,81.94,0.7171,76.36
56,0.5230,81.98,1.0018,69.75
57,0.5252,81.76,0.6526,78.55
58,0.5248,81.68,0.6767,77.68
59,0.5237,81.84,0.8711,72.28
60,0.5202,81.98,0.8362,72.83
61,0.5243,81.81,0.7387,76.18
62,0.5156,82.16,0.6398,78.74
63,0.5167,82.02,0.9497,71.19
64,0.5205,81.86,0.8395,74.46
65,0.5165,82.21,0.5937,79.78
66,0.5167,82.07,0.6213,79.28
67,0.5149,82.24,0.6793,76.92
68,0.5099,82.35,0.6559,78.07
69,0.5172,82.26,0.6641,78.01
70,0.5123,82.27,0.6399,79.00
71,0.5120,82.14,0.6112,80.03
72,0.5076,82.37,0.6769,77.79
73,0.5066,82.44,0.5931,79.80
74,0.5107,82.18,0.6134,79.29
75,0.5054,82.71,0.6340,79.38
76,0.5135,82.25,0.5528,81.64
77,0.5066,82.34,0.7004,77.65
78,0.5050,82.55,0.6739,77.82
79,0.5041,82.44,0.6416,78.40
80,0.5088,82.29,0.8700,73.31
81,0.4193,85.66,0.4540,84.68
82,0.3941,86.30,0.4550,84.74
83,0.3859,86.74,0.4558,84.65
84,0.3763,87.08,0.4517,85.01
85,0.3747,87.17,0.4503,84.99
86,0.3716,87.10,0.4533,85.04
87,0.3656,87.41,0.4484,85.25
88,0.3659,87.29,0.4487,85.20
89,0.3616,87.32,0.4553,84.65
90,0.3630,87.35,0.4486,84.88
91,0.3590,87.52,0.4498,85.26
92,0.3596,87.51,0.4531,84.80
93,0.3540,87.68,0.4422,85.46
94,0.3569,87.43,0.4528,85.21
95,0.3531,87.70,0.4479,85.30
96,0.3505,87.87,0.4499,85.09
97,0.3534,87.80,0.4483,84.99
98,0.3521,87.60,0.4469,85.05
99,0.3496,87.77,0.4519,85.18
100,0.3484,87.97,0.4496,85.12
101,0.3429,88.13,0.4500,85.11
102,0.3457,88.04,0.4538,84.92
103,0.3468,87.89,0.4504,85.44
104,0.3462,87.99,0.4547,85.07
105,0.3430,88.06,0.4591,84.65
106,0.3417,88.12,0.4457,85.27
107,0.3423,88.06,0.4495,85.16
108,0.3400,88.13,0.4579,85.23
109,0.3414,88.04,0.4500,85.32
110,0.3401,88.26,0.4462,85.31
111,0.3395,88.21,0.4461,85.29
112,0.3403,88.23,0.4604,85.01
113,0.3398,88.15,0.4573,85.07
114,0.3385,88.17,0.4630,84.78
115,0.3380,88.22,0.4593,85.06
116,0.3349,88.53,0.4584,85.12
117,0.3388,88.08,0.4513,85.29
118,0.3376,88.41,0.4508,85.22
119,0.3335,88.30,0.4520,85.21
120,0.3331,88.53,0.4515,85.23
121,0.3205,88.79,0.4390,85.89
122,0.3153,89.11,0.4367,85.84
123,0.3138,88.96,0.4399,85.81
124,0.3139,89.06,0.4366,85.83
125,0.3135,89.15,0.4384,85.69
126,0.3152,89.12,0.4379,85.63
127,0.3104,89.26,0.4336,85.93
128,0.3128,89.26,0.4376,85.61
129,0.3091,89.37,0.4398,85.68
130,0.3117,89.25,0.4374,85.76
131,0.3088,89.29,0.4386,85.66
132,0.3088,89.20,0.4372,85.96
133,0.3124,89.05,0.4396,85.80
134,0.3114,89.12,0.4375,85.65
135,0.3109,89.28,0.4394,85.51
136,0.3111,89.15,0.4370,85.79
137,0.3112,89.19,0.4392,85.68
138,0.3105,89.24,0.4374,85.77
139,0.3097,89.18,0.4392,85.70
140,0.3090,89.08,0.4375,85.67
141,0.3116,89.21,0.4372,85.79
142,0.3105,89.25,0.4374,85.70
143,0.3077,89.37,0.4389,85.70
144,0.3112,89.15,0.4382,85.64
145,0.3067,89.35,0.4391,85.77
146,0.3049,89.28,0.4370,85.77
147,0.3117,89.25,0.4401,85.61
148,0.3099,89.24,0.4389,85.81
149,0.3075,89.42,0.4378,85.78
150,0.3070,89.18,0.4391,85.66
151,0.3097,89.21,0.4394,85.44
152,0.3082,89.13,0.4392,85.54
153,0.3060,89.42,0.4416,85.61
154,0.3063,89.41,0.4397,85.57
155,0.3050,89.43,0.4409,85.60
156,0.3088,89.27,0.4392,85.57
157,0.3084,89.20,0.4402,85.67
158,0.3072,89.38,0.4375,85.64
159,0.3048,89.30,0.4381,85.65
160,0.3080,89.24,0.4383,85.75
