phase,epoch,train_loss,train_acc,test_loss,test_acc
one-shot,81,0.2891,87.64,1.2211,67.40
one-shot,82,0.2833,87.70,1.2172,67.66
one-shot,83,0.2850,87.98,1.2211,67.55
one-shot,84,0.2839,87.85,1.2203,67.56
one-shot,85,0.2843,87.99,1.2240,67.52
one-shot,86,0.2851,87.74,1.2187,67.66
one-shot,87,0.2823,88.04,1.2230,67.23
one-shot,88,0.2826,88.02,1.2211,67.55
one-shot,89,0.2838,87.75,1.2163,67.83
one-shot,90,0.2822,88.00,1.2201,67.50
one-shot,91,0.2833,87.85,1.2143,67.41
one-shot,92,0.2812,88.01,1.2169,67.56
one-shot,93,0.2830,87.91,1.2286,67.21
one-shot,94,0.2812,88.04,1.2184,67.69
one-shot,95,0.2805,87.95,1.2256,67.11
one-shot,96,0.2835,87.87,1.2213,67.39
one-shot,97,0.2814,87.90,1.2229,67.46
one-shot,98,0.2790,88.11,1.2216,67.58
one-shot,99,0.2817,88.10,1.2210,67.61
one-shot,100,0.2814,87.89,1.2235,67.57
one-shot,101,0.2804,87.92,1.2122,67.77
one-shot,102,0.2787,88.27,1.2183,67.53
one-shot,103,0.2818,87.77,1.2190,67.34
one-shot,104,0.2798,88.03,1.2168,67.55
one-shot,105,0.2778,88.13,1.2173,67.68
one-shot,106,0.2812,87.84,1.2154,67.63
one-shot,107,0.2790,88.07,1.2137,67.73
one-shot,108,0.2799,87.98,1.2153,67.76
one-shot,109,0.2794,88.04,1.2109,67.68
one-shot,110,0.2804,87.83,1.2153,67.84
one-shot,111,0.2750,88.17,1.2077,67.75
one-shot,112,0.2756,88.28,1.2108,67.69
one-shot,113,0.2784,88.03,1.2112,67.50
one-shot,114,0.2762,88.31,1.2172,67.72
one-shot,115,0.2776,88.19,1.2166,67.69
one-shot,116,0.2805,87.87,1.2131,67.61
one-shot,117,0.2756,88.12,1.2138,67.66
one-shot,118,0.2772,88.26,1.2121,67.65
one-shot,119,0.2749,88.12,1.2110,67.85
one-shot,120,0.2759,88.22,1.2096,67.36
one-shot,121,0.2764,88.43,1.2171,67.58
one-shot,122,0.2749,88.13,1.2156,67.82
one-shot,123,0.2762,88.20,1.2148,67.77
one-shot,124,0.2774,88.13,1.2086,67.75
one-shot,125,0.2764,88.09,1.2085,67.93
one-shot,126,0.2746,88.23,1.2095,67.93
one-shot,127,0.2770,88.00,1.2134,67.68
one-shot,128,0.2741,88.26,1.2157,67.67
one-shot,129,0.2744,88.19,1.2148,67.71
one-shot,130,0.2737,88.09,1.2079,67.63
one-shot,131,0.2734,88.18,1.2204,67.64
one-shot,132,0.2734,88.39,1.2136,67.76
one-shot,133,0.2729,88.20,1.2100,67.84
one-shot,134,0.2734,88.10,1.2097,67.60
one-shot,135,0.2734,88.17,1.2145,67.68
one-shot,136,0.2727,88.26,1.2167,67.63
one-shot,137,0.2708,88.38,1.2159,67.76
one-shot,138,0.2717,88.28,1.2155,67.79
one-shot,139,0.2718,88.25,1.2117,67.86
one-shot,140,0.2712,88.48,1.2139,67.90
one-shot,141,0.2705,88.44,1.2116,67.91
one-shot,142,0.2716,88.37,1.2067,67.89
one-shot,143,0.2713,88.12,1.2102,67.82
one-shot,144,0.2705,88.29,1.2096,67.67
one-shot,145,0.2693,88.40,1.2087,67.81
one-shot,146,0.2706,88.33,1.2094,67.74
one-shot,147,0.2702,88.44,1.2116,67.91
one-shot,148,0.2699,88.27,1.2143,67.75
one-shot,149,0.2682,88.47,1.2093,68.01
one-shot,150,0.2678,88.44,1.2069,67.84
one-shot,151,0.2690,88.27,1.2062,67.63
one-shot,152,0.2699,88.47,1.2072,67.63
one-shot,153,0.2679,88.58,1.2077,67.75
one-shot,154,0.2688,88.34,1.2143,67.64
one-shot,155,0.2666,88.63,1.2089,67.66
one-shot,156,0.2685,88.30,1.2071,67.70
one-shot,157,0.2695,88.36,1.2092,67.74
one-shot,158,0.2672,88.36,1.2127,67.68
one-shot,159,0.2694,88.47,1.2113,67.67
one-shot,160,0.2673,88.43,1.2063,67.72
one-shot,161,0.2671,88.53,1.2113,67.64
one-shot,162,0.2664,88.62,1.2085,67.69
one-shot,163,0.2666,88.54,1.2101,67.83
one-shot,164,0.2669,88.57,1.2090,67.57
one-shot,165,0.2681,88.32,1.2103,67.73
one-shot,166,0.2644,88.77,1.2093,67.70
one-shot,167,0.2657,88.40,1.2067,67.68
one-shot,168,0.2671,88.23,1.2081,67.67
one-shot,169,0.2645,88.64,1.2114,67.66
one-shot,170,0.2645,88.50,1.2087,67.59
one-shot,171,0.2660,88.45,1.2073,67.75
one-shot,172,0.2662,88.41,1.2091,67.69
one-shot,173,0.2632,88.69,1.2088,67.61
one-shot,174,0.2665,88.47,1.2103,67.67
one-shot,175,0.2651,88.42,1.2088,67.74
one-shot,176,0.2672,88.46,1.2099,67.52
one-shot,177,0.2649,88.56,1.2110,67.62
one-shot,178,0.2657,88.53,1.2102,67.69
one-shot,179,0.2647,88.54,1.2108,67.70
one-shot,180,0.2629,88.70,1.2083,67.63
one-shot,181,0.2634,88.66,1.2083,67.61
one-shot,182,0.2621,88.69,1.2081,67.64
one-shot,183,0.2655,88.43,1.2076,67.65
one-shot,184,0.2633,88.61,1.2106,67.70
one-shot,185,0.2649,88.50,1.2072,67.72
one-shot,186,0.2636,88.73,1.2097,67.64
one-shot,187,0.2654,88.58,1.2089,67.56
one-shot,188,0.2645,88.60,1.2079,67.62
one-shot,189,0.2642,88.51,1.2109,67.66
one-shot,190,0.2625,88.54,1.2083,67.65
one-shot,191,0.2650,88.38,1.2082,67.65
one-shot,192,0.2624,88.71,1.2099,67.66
one-shot,193,0.2638,88.57,1.2087,67.70
one-shot,194,0.2634,88.53,1.2097,67.58
one-shot,195,0.2630,88.72,1.2105,67.62
one-shot,196,0.2620,88.52,1.2074,67.77
one-shot,197,0.2625,88.73,1.2109,67.62
one-shot,198,0.2635,88.68,1.2104,67.69
one-shot,199,0.2641,88.50,1.2101,67.73
one-shot,200,0.2655,88.47,1.2105,67.61
iter-1,1,0.5063,85.24,1.2400,66.93
iter-1,2,0.4911,85.74,1.2543,66.99
iter-1,3,0.4966,85.49,1.2637,66.45
iter-1,4,0.5119,84.94,1.3164,65.27
iter-1,5,0.5293,84.34,1.3911,64.28
iter-1,6,0.5328,84.20,1.3498,65.11
iter-1,7,0.5276,84.47,1.3684,64.78
iter-1,8,0.5281,84.20,1.3568,64.60
iter-1,9,0.5250,84.64,1.3804,64.33
iter-1,10,0.5232,84.52,1.4221,63.39
iter-2,1,0.5935,81.98,1.3611,64.45
iter-2,2,0.5717,82.92,1.3355,64.43
iter-2,3,0.5622,83.17,1.3319,64.33
iter-2,4,0.5575,83.51,1.3755,64.31
iter-2,5,0.5532,83.83,1.3786,64.06
iter-2,6,0.5474,83.56,1.3173,65.11
iter-2,7,0.5435,83.90,1.3395,64.60
iter-2,8,0.5465,83.66,1.3480,64.18
iter-2,9,0.5379,84.13,1.4040,63.69
iter-2,10,0.5418,83.99,1.3770,64.63
