epoch,train_loss,train_acc,test_loss,test_acc
1,1.7706,34.69,1.6538,38.49
2,1.3064,52.70,1.1905,57.90
3,1.0897,61.25,1.0893,60.99
4,0.9619,65.78,1.0402,63.97
5,0.8763,68.85,0.8586,70.24
6,0.8157,71.45,0.9297,69.15
7,0.7683,73.09,0.8093,71.76
8,0.7317,74.53,0.9843,68.10
9,0.7013,75.56,0.7989,73.19
10,0.6843,76.41,0.9759,68.58
11,0.6625,77.05,0.9419,69.17
12,0.6495,77.51,1.0228,67.81
13,0.6314,78.10,0.6768,77.19
14,0.6206,78.54,0.7453,75.34
15,0.6062,79.14,0.7072,76.19
16,0.6084,79.00,0.7467,75.32
17,0.5959,79.42,0.6590,78.05
18,0.5897,79.55,0.8565,72.12
19,0.5744,80.15,0.7537,75.00
20,0.5656,80.53,0.7179,76.69
21,0.5670,80.34,0.7301,76.01
22,0.5593,80.46,0.7960,73.87
23,0.5571,80.59,0.7424,76.38
24,0.5500,81.01,0.7380,75.40
25,0.5454,81.06,0.7557,75.88
26,0.5415,81.16,0.8184,74.26
27,0.5368,81.58,0.6281,79.15
28,0.5383,81.30,0.7436,75.67
29,0.5320,81.48,0.7647,75.76
30,0.5285,81.66,0.7051,76.52
31,0.5197,81.92,0.7730,74.99
32,0.5205,81.85,0.6643,78.11
33,0.5134,82.25,0.6232,79.72
34,0.5147,82.19,0.7097,77.17
35,0.5111,82.20,0.6663,78.27
36,0.5088,82.38,0.6040,79.24
37,0.5153,82.16,0.6579,78.59
38,0.5030,82.54,0.6295,78.94
39,0.5063,82.59,0.6741,77.40
40,0.5015,82.70,0.6206,79.68
41,0.5032,82.51,0.6366,79.33
42,0.4999,82.74,0.7010,77.14
43,0.4976,82.72,0.7025,77.49
44,0.4944,82.83,0.7202,76.33
45,0.4895,83.13,0.9314,73.58
46,0.4966,82.86,0.7699,75.03
47,0.4950,82.92,0.6576,78.39
48,0.4879,83.22,0.6991,77.57
49,0.4862,83.16,0.5971,80.39
50,0.4893,83.04,0.7275,76.31
51,0.4875,83.21,0.5920,80.07
52,0.4796,83.48,0.8106,74.94
53,0.4885,83.12,0.5614,81.46
54,0.4844,83.32,0.6117,80.12
55,0.4865,83.34,0.7119,76.98
56,0.4722,83.67,0.7424,76.78
57,0.4780,83.34,0.7136,77.65
58,0.4792,83.56,0.6085,80.31
59,0.4740,83.58,0.6182,79.51
60,0.4767,83.49,0.8095,73.46
61,0.4732,83.60,0.6502,79.91
62,0.4762,83.47,0.6636,78.86
63,0.4733,83.71,0.5511,81.26
64,0.4721,83.59,0.6107,80.27
65,0.4711,83.72,0.6203,79.52
66,0.4694,83.70,0.6172,79.22
67,0.4683,83.65,0.5881,80.17
68,0.4722,83.63,0.6513,79.16
69,0.4665,83.90,0.6301,79.58
70,0.4660,83.93,0.6658,78.68
71,0.4606,84.13,0.6500,79.04
72,0.4638,83.81,0.5293,82.34
73,0.4653,83.66,0.6658,78.34
74,0.4595,84.12,0.6071,79.75
75,0.4604,84.03,0.9114,72.44
76,0.4587,84.05,0.6196,79.61
77,0.4640,83.96,0.5732,80.92
78,0.4624,84.06,0.6261,78.83
79,0.4538,84.17,0.7222,77.41
80,0.4545,84.24,0.6021,80.30
81,0.3725,87.14,0.4211,85.77
82,0.3503,87.87,0.4232,85.65
83,0.3390,88.26,0.4190,85.99
84,0.3345,88.37,0.4158,86.19
85,0.3315,88.61,0.4120,86.54
86,0.3259,88.72,0.4167,86.30
87,0.3232,88.76,0.4122,86.23
88,0.3210,88.68,0.4186,86.31
89,0.3154,89.04,0.4139,86.61
90,0.3178,88.82,0.4172,86.70
91,0.3132,89.06,0.4129,86.52
92,0.3074,89.27,0.4185,86.22
93,0.3105,89.28,0.4137,86.69
94,0.3120,89.13,0.4217,86.20
95,0.3099,89.19,0.4167,86.46
96,0.3078,89.27,0.4143,86.75
97,0.3049,89.39,0.4123,86.53
98,0.3031,89.42,0.4180,86.45
99,0.3019,89.60,0.4285,86.37
100,0.3035,89.48,0.4189,86.30
101,0.3021,89.52,0.4183,86.36
102,0.3005,89.51,0.4184,86.75
103,0.2984,89.48,0.4200,86.80
104,0.2959,89.69,0.4188,86.51
105,0.3005,89.43,0.4275,86.43
106,0.2958,89.79,0.4214,86.26
107,0.2993,89.65,0.4178,86.46
108,0.2958,89.62,0.4162,86.38
109,0.2971,89.65,0.4254,86.40
110,0.2933,89.77,0.4321,86.11
111,0.2942,89.60,0.4196,86.52
112,0.2955,89.69,0.4280,86.33
113,0.2893,89.92,0.4271,86.41
114,0.2948,89.70,0.4241,86.36
115,0.2904,89.86,0.4259,86.67
116,0.2930,89.61,0.4212,86.13
117,0.2895,89.95,0.4237,86.73
118,0.2881,89.98,0.4304,86.27
119,0.2912,89.82,0.4224,86.73
120,0.2834,90.05,0.4375,86.22
121,0.2756,90.47,0.4113,86.75
122,0.2704,90.52,0.4100,87.01
123,0.2664,90.70,0.4112,86.94
124,0.2708,90.52,0.4094,86.94
125,0.2703,90.57,0.4082,87.10
126,0.2685,90.75,0.4092,87.05
127,0.2654,90.74,0.4068,86.93
128,0.2689,90.64,0.4110,86.95
129,0.2619,90.78,0.4110,87.00
130,0.2606,90.82,0.4110,86.96
131,0.2642,90.73,0.4100,86.82
132,0.2682,90.77,0.4090,86.99
133,0.2656,90.74,0.4098,87.02
134,0.2634,90.69,0.4113,87.15
135,0.2616,90.83,0.4097,87.03
136,0.2648,90.65,0.4090,87.03
137,0.2608,90.95,0.4111,86.97
138,0.2625,90.74,0.4091,86.97
139,0.2635,90.82,0.4089,86.90
140,0.2620,90.88,0.4135,87.04
141,0.2646,90.68,0.4072,86.94
142,0.2641,90.78,0.4100,87.07
143,0.2634,90.68,0.4114,87.00
144,0.2605,90.77,0.4117,86.83
145,0.2622,90.79,0.4130,87.00
146,0.2613,90.95,0.4106,86.96
147,0.2629,90.75,0.4101,87.01
148,0.2624,90.70,0.4114,86.85
149,0.2577,90.94,0.4113,86.87
150,0.2594,90.86,0.4098,86.88
151,0.2617,90.88,0.4096,87.13
152,0.2598,90.91,0.4122,87.06
153,0.2625,90.92,0.4114,86.91
154,0.2566,90.97,0.4113,86.89
155,0.2573,90.98,0.4103,86.98
156,0.2590,90.92,0.4126,86.94
157,0.2606,90.92,0.4121,86.88
158,0.2637,90.74,0.4118,87.09
159,0.2591,90.85,0.4103,86.99
160,0.2589,90.97,0.4100,86.98
