epoch,train_loss,train_acc,test_loss,test_acc
1,1.8558,31.99,1.7280,34.75
2,1.3498,50.54,1.2347,56.58
3,1.0866,60.94,1.0897,61.97
4,0.9300,66.84,1.1509,62.94
5,0.8265,70.92,0.8086,71.81
6,0.7431,74.08,1.2568,61.24
7,0.6795,76.43,0.6843,76.11
8,0.6269,78.09,0.6687,77.12
9,0.5908,79.57,0.7458,75.17
10,0.5626,80.41,0.6301,79.02
11,0.5363,81.41,0.6680,78.12
12,0.5124,82.38,0.7689,74.92
13,0.4922,82.95,0.6251,79.27
14,0.4795,83.38,0.7781,75.83
15,0.4532,84.36,0.5407,81.64
16,0.4513,84.44,0.6070,79.58
17,0.4325,84.94,0.5075,83.26
18,0.4280,85.12,0.7816,75.64
19,0.4119,85.75,0.6050,80.55
20,0.3964,86.30,0.5295,82.74
21,0.3942,86.48,0.5349,82.40
22,0.3899,86.36,0.4998,84.08
23,0.3861,86.64,0.6582,79.09
24,0.3715,87.09,0.6528,77.97
25,0.3650,87.21,0.4484,85.28
26,0.3625,87.27,0.5434,82.71
27,0.3541,87.80,0.5306,83.31
28,0.3486,87.81,0.6353,80.00
29,0.3443,88.00,0.5041,83.21
30,0.3388,88.30,0.6436,80.19
31,0.3304,88.44,0.4607,84.93
32,0.3279,88.60,0.4700,84.65
33,0.3214,88.79,0.5619,83.42
34,0.3250,88.54,0.5802,81.49
35,0.3206,88.65,0.5990,81.56
36,0.3170,88.85,0.4729,84.22
37,0.3185,89.00,0.4656,85.15
38,0.3066,89.47,0.5098,83.35
39,0.3132,88.97,0.5340,82.99
40,0.3060,89.25,0.5258,83.26
41,0.3074,89.28,0.4756,85.02
42,0.2985,89.58,0.4797,84.30
43,0.2982,89.56,0.4618,85.29
44,0.2906,89.92,0.5091,84.26
45,0.2926,89.87,0.6461,80.76
46,0.2940,89.77,0.5949,82.44
47,0.2901,89.67,0.4547,85.15
48,0.2840,90.01,0.4403,85.50
49,0.2859,90.03,0.4132,86.52
50,0.2839,90.00,0.5290,83.15
51,0.2807,90.02,0.5633,82.69
52,0.2806,90.18,0.4840,84.57
53,0.2765,90.30,0.4329,85.86
54,0.2751,90.30,0.6006,81.18
55,0.2735,90.41,0.4770,84.77
56,0.2697,90.60,0.4952,85.10
57,0.2714,90.56,0.4654,84.89
58,0.2693,90.44,0.5033,84.54
59,0.2710,90.47,0.5087,83.94
60,0.2678,90.66,0.5323,83.31
61,0.2622,90.78,0.4296,86.01
62,0.2619,90.78,0.6427,81.82
63,0.2629,90.64,0.5164,84.14
64,0.2593,90.93,0.4946,83.96
65,0.2585,90.90,0.4497,85.67
66,0.2571,90.86,0.4789,85.21
67,0.2584,90.84,0.4584,85.30
68,0.2585,90.98,0.4604,85.42
69,0.2601,90.90,0.4180,86.49
70,0.2522,91.09,0.4709,85.31
71,0.2517,91.02,0.4885,84.65
72,0.2486,91.34,0.4486,85.51
73,0.2502,91.25,0.4390,85.94
74,0.2471,91.22,0.4970,84.20
75,0.2472,91.32,0.4618,85.24
76,0.2493,91.21,0.4435,85.83
77,0.2434,91.41,0.5452,83.45
78,0.2484,91.16,0.5537,83.45
79,0.2443,91.41,0.5543,83.86
80,0.2425,91.53,0.5282,84.36
81,0.1598,94.58,0.3186,89.65
82,0.1321,95.60,0.3198,90.00
83,0.1191,96.03,0.3183,90.13
84,0.1130,96.23,0.3215,90.30
85,0.1059,96.49,0.3228,90.07
86,0.1032,96.52,0.3227,90.43
87,0.0980,96.66,0.3250,90.15
88,0.0935,96.83,0.3293,90.12
89,0.0900,96.96,0.3354,90.16
90,0.0880,97.00,0.3367,90.00
91,0.0848,97.09,0.3340,90.28
92,0.0823,97.17,0.3457,89.96
93,0.0829,97.11,0.3403,90.24
94,0.0808,97.25,0.3443,90.03
95,0.0782,97.30,0.3373,90.51
96,0.0765,97.36,0.3417,90.46
97,0.0726,97.57,0.3495,89.97
98,0.0723,97.54,0.3397,90.51
99,0.0719,97.60,0.3544,90.21
100,0.0695,97.61,0.3616,89.99
101,0.0662,97.73,0.3607,90.14
102,0.0635,97.88,0.3568,90.31
103,0.0653,97.79,0.3616,90.04
104,0.0629,97.89,0.3597,90.40
105,0.0636,97.85,0.3693,90.34
106,0.0612,97.91,0.3617,90.26
107,0.0627,97.79,0.3746,89.95
108,0.0616,97.91,0.3726,90.28
109,0.0578,98.08,0.3709,90.32
110,0.0598,97.90,0.3750,90.08
111,0.0578,98.09,0.3711,90.26
112,0.0561,98.09,0.3763,90.36
113,0.0561,98.09,0.3716,90.38
114,0.0557,98.17,0.3898,90.05
115,0.0535,98.14,0.3940,90.23
116,0.0523,98.28,0.3865,90.34
117,0.0534,98.10,0.3922,89.84
118,0.0516,98.28,0.3924,90.02
119,0.0522,98.21,0.3892,90.27
120,0.0515,98.29,0.3990,90.17
121,0.0457,98.56,0.3862,90.43
122,0.0423,98.67,0.3842,90.40
123,0.0421,98.72,0.3860,90.49
124,0.0401,98.82,0.3826,90.47
125,0.0414,98.69,0.3799,90.43
126,0.0397,98.72,0.3841,90.47
127,0.0392,98.82,0.3809,90.51
128,0.0393,98.78,0.3819,90.50
129,0.0375,98.83,0.3827,90.50
130,0.0383,98.84,0.3868,90.54
131,0.0368,98.93,0.3821,90.51
132,0.0358,98.97,0.3835,90.51
133,0.0375,98.87,0.3807,90.46
134,0.0373,98.85,0.3831,90.42
135,0.0366,98.86,0.3839,90.57
136,0.0357,98.96,0.3836,90.55
137,0.0369,98.89,0.3878,90.56
138,0.0353,98.92,0.3850,90.50
139,0.0362,98.96,0.3845,90.46
140,0.0362,98.97,0.3898,90.58
141,0.0356,98.94,0.3858,90.40
142,0.0355,98.94,0.3866,90.49
143,0.0339,99.02,0.3876,90.45
144,0.0361,98.87,0.3879,90.47
145,0.0353,98.95,0.3904,90.47
146,0.0344,98.98,0.3872,90.50
147,0.0346,98.92,0.3868,90.47
148,0.0364,98.88,0.3890,90.55
149,0.0337,98.98,0.3916,90.47
150,0.0350,98.95,0.3892,90.44
151,0.0338,98.97,0.3899,90.39
152,0.0345,98.92,0.3890,90.29
153,0.0340,98.97,0.3919,90.49
154,0.0338,98.93,0.3913,90.48
155,0.0348,98.92,0.3917,90.58
156,0.0339,98.99,0.3938,90.48
157,0.0347,98.93,0.3926,90.44
158,0.0344,98.95,0.3942,90.42
159,0.0323,99.02,0.3940,90.56
160,0.0323,99.04,0.3883,90.57
