phase,epoch,train_loss,train_acc,test_loss,test_acc
one-shot,1,0.0607,99.31,0.2981,91.63
one-shot,2,0.0650,99.30,0.2890,91.67
one-shot,3,0.0653,99.28,0.3000,91.42
one-shot,4,0.0607,99.38,0.2914,91.81
one-shot,5,0.0619,99.40,0.2896,91.89
one-shot,6,0.0588,99.41,0.2926,91.62
one-shot,7,0.0590,99.40,0.2907,91.57
one-shot,8,0.0634,99.37,0.2862,91.75
one-shot,9,0.0638,99.32,0.2949,91.39
one-shot,10,0.0603,99.44,0.2927,91.57
one-shot,11,0.0602,99.36,0.2963,91.58
one-shot,12,0.0605,99.40,0.2902,91.77
one-shot,13,0.0604,99.47,0.2888,91.54
one-shot,14,0.0564,99.44,0.2929,91.46
one-shot,15,0.0590,99.45,0.2887,91.85
one-shot,16,0.0576,99.44,0.2854,91.68
one-shot,17,0.0609,99.43,0.2992,91.63
one-shot,18,0.0600,99.48,0.2910,91.75
one-shot,19,0.0585,99.45,0.2919,91.53
one-shot,20,0.0582,99.47,0.2917,91.56
one-shot,21,0.0610,99.45,0.2970,91.73
one-shot,22,0.0592,99.44,0.2894,91.79
one-shot,23,0.0603,99.47,0.2953,91.50
one-shot,24,0.0607,99.40,0.2946,91.71
one-shot,25,0.0588,99.46,0.2844,91.93
one-shot,26,0.0611,99.47,0.2895,91.51
one-shot,27,0.0560,99.44,0.2949,91.59
one-shot,28,0.0609,99.46,0.2852,91.77
one-shot,29,0.0586,99.47,0.3045,91.53
one-shot,30,0.0598,99.47,0.2966,91.53
one-shot,31,0.0597,99.40,0.2884,91.63
one-shot,32,0.0581,99.43,0.2994,91.70
one-shot,33,0.0602,99.43,0.2910,91.71
one-shot,34,0.0662,99.39,0.2971,91.33
one-shot,35,0.0629,99.47,0.2911,91.78
one-shot,36,0.0603,99.43,0.2941,91.64
one-shot,37,0.0571,99.44,0.2833,91.84
one-shot,38,0.0605,99.50,0.2985,91.58
one-shot,39,0.0587,99.48,0.3031,91.43
one-shot,40,0.0590,99.47,0.2919,91.58
one-shot,41,0.0601,99.46,0.2911,91.59
one-shot,42,0.0625,99.45,0.2952,91.60
one-shot,43,0.0585,99.48,0.2923,91.82
one-shot,44,0.0558,99.47,0.2929,91.42
one-shot,45,0.0577,99.47,0.2854,91.73
one-shot,46,0.0621,99.46,0.3062,91.64
one-shot,47,0.0615,99.44,0.2919,91.54
one-shot,48,0.0624,99.44,0.2931,91.49
one-shot,49,0.0577,99.46,0.2909,91.92
one-shot,50,0.0584,99.50,0.2909,91.64
one-shot,51,0.0597,99.51,0.2914,91.57
one-shot,52,0.0599,99.45,0.2900,91.67
one-shot,53,0.0604,99.48,0.2920,91.63
one-shot,54,0.0610,99.46,0.2992,91.57
one-shot,55,0.0625,99.42,0.2878,91.85
one-shot,56,0.0597,99.50,0.2859,91.70
one-shot,57,0.0597,99.49,0.2987,91.49
one-shot,58,0.0554,99.50,0.2825,91.87
one-shot,59,0.0606,99.46,0.2846,91.70
one-shot,60,0.0598,99.40,0.2943,91.52
one-shot,61,0.0592,99.54,0.2891,91.54
one-shot,62,0.0605,99.52,0.3049,91.61
one-shot,63,0.0565,99.52,0.2888,91.73
one-shot,64,0.0610,99.48,0.2887,91.82
one-shot,65,0.0609,99.50,0.2988,91.56
