phase,epoch,train_loss,train_acc,test_loss,test_acc
one-shot,49,0.1821,98.51,0.3160,91.27
one-shot,50,0.1813,98.52,0.3256,90.91
one-shot,51,0.1836,98.46,0.3133,91.28
one-shot,52,0.1824,98.42,0.3269,90.76
one-shot,53,0.1838,98.46,0.3228,91.35
one-shot,54,0.1818,98.49,0.3277,90.90
one-shot,55,0.1876,98.39,0.3438,90.80
one-shot,56,0.1843,98.40,0.3181,91.12
one-shot,57,0.1826,98.48,0.3203,91.01
one-shot,58,0.1775,98.55,0.3195,91.31
one-shot,59,0.1816,98.45,0.3129,91.19
one-shot,60,0.1806,98.48,0.3259,90.99
one-shot,61,0.1809,98.49,0.3303,90.76
one-shot,62,0.1818,98.41,0.3292,90.97
one-shot,63,0.1777,98.55,0.3228,91.13
one-shot,64,0.1834,98.48,0.3203,91.10
one-shot,65,0.1799,98.58,0.3279,90.85
one-shot,66,0.1821,98.48,0.3277,90.87
one-shot,67,0.1795,98.56,0.3262,91.01
one-shot,68,0.1790,98.50,0.3091,91.22
one-shot,69,0.1803,98.52,0.3211,91.21
one-shot,70,0.1810,98.61,0.3220,91.09
one-shot,71,0.1772,98.53,0.3242,91.10
one-shot,72,0.1767,98.53,0.3268,90.89
one-shot,73,0.1759,98.51,0.3154,91.18
one-shot,74,0.1766,98.49,0.3157,91.44
one-shot,75,0.1758,98.57,0.3291,90.83
one-shot,76,0.1764,98.54,0.3141,91.24
one-shot,77,0.1782,98.57,0.3130,91.18
one-shot,78,0.1783,98.45,0.3165,91.32
one-shot,79,0.1761,98.64,0.3127,91.25
one-shot,80,0.1761,98.57,0.3177,91.19
one-shot,81,0.1776,98.61,0.3209,91.16
one-shot,82,0.1768,98.54,0.3232,91.15
one-shot,83,0.1762,98.56,0.3263,91.14
one-shot,84,0.1749,98.60,0.3175,91.10
one-shot,85,0.1758,98.60,0.3196,91.17
one-shot,86,0.1722,98.59,0.3106,91.31
one-shot,87,0.1740,98.62,0.3142,91.20
one-shot,88,0.1756,98.60,0.3189,91.19
one-shot,89,0.1769,98.53,0.3141,91.22
one-shot,90,0.1720,98.62,0.3255,90.92
one-shot,91,0.1734,98.52,0.3151,91.05
one-shot,92,0.1707,98.55,0.3153,91.16
one-shot,93,0.1751,98.61,0.3098,91.39
one-shot,94,0.1701,98.63,0.3141,91.25
one-shot,95,0.1729,98.70,0.3204,91.17
one-shot,96,0.1723,98.53,0.3233,90.99
one-shot,97,0.1673,98.72,0.3136,91.39
one-shot,98,0.1700,98.68,0.3235,91.09
one-shot,99,0.1695,98.63,0.3105,91.34
one-shot,100,0.1703,98.67,0.3183,91.16
one-shot,101,0.1684,98.66,0.3138,91.38
one-shot,102,0.1704,98.60,0.3160,91.27
one-shot,103,0.1681,98.61,0.3116,91.26
one-shot,104,0.1696,98.61,0.3244,91.08
one-shot,105,0.1680,98.66,0.3105,91.18
one-shot,106,0.1688,98.68,0.3179,91.26
one-shot,107,0.1687,98.67,0.3161,90.95
one-shot,108,0.1651,98.75,0.3152,91.21
one-shot,109,0.1670,98.64,0.3202,90.99
one-shot,110,0.1669,98.68,0.3140,91.14
one-shot,111,0.1656,98.66,0.3133,91.24
one-shot,112,0.1659,98.67,0.3133,91.15
one-shot,113,0.1656,98.63,0.3176,91.23
one-shot,114,0.1643,98.72,0.3164,91.15
one-shot,115,0.1677,98.63,0.3172,91.28
one-shot,116,0.1626,98.73,0.3245,91.07
one-shot,117,0.1629,98.81,0.3124,91.43
one-shot,118,0.1664,98.62,0.3170,91.20
one-shot,119,0.1615,98.80,0.3217,91.16
one-shot,120,0.1667,98.70,0.3122,91.26
one-shot,121,0.1647,98.72,0.3214,91.16
one-shot,122,0.1623,98.73,0.3097,91.18
one-shot,123,0.1641,98.70,0.3117,91.17
one-shot,124,0.1609,98.79,0.3106,91.22
one-shot,125,0.1604,98.73,0.3095,91.31
one-shot,126,0.1609,98.77,0.3140,91.28
one-shot,127,0.1614,98.75,0.3091,91.35
one-shot,128,0.1605,98.72,0.3159,91.15
one-shot,129,0.1595,98.76,0.3085,91.28
one-shot,130,0.1598,98.68,0.3132,91.33
one-shot,131,0.1576,98.75,0.3125,91.13
one-shot,132,0.1574,98.78,0.3135,91.22
one-shot,133,0.1576,98.76,0.3112,91.23
one-shot,134,0.1573,98.85,0.3111,91.17
one-shot,135,0.1590,98.75,0.3151,91.23
one-shot,136,0.1583,98.72,0.3083,91.19
one-shot,137,0.1581,98.83,0.3166,91.46
one-shot,138,0.1597,98.74,0.3123,91.23
one-shot,139,0.1583,98.81,0.3165,91.24
one-shot,140,0.1572,98.76,0.3140,91.24
one-shot,141,0.1568,98.77,0.3118,91.20
one-shot,142,0.1566,98.80,0.3137,91.20
one-shot,143,0.1557,98.76,0.3113,91.23
one-shot,144,0.1571,98.78,0.3089,91.24
one-shot,145,0.1560,98.87,0.3098,91.25
one-shot,146,0.1550,98.88,0.3101,91.32
one-shot,147,0.1511,98.91,0.3113,91.30
one-shot,148,0.1560,98.77,0.3075,91.25
one-shot,149,0.1572,98.77,0.3098,91.21
one-shot,150,0.1541,98.86,0.3151,91.29
one-shot,151,0.1527,98.91,0.3109,91.32
one-shot,152,0.1543,98.82,0.3108,91.25
one-shot,153,0.1538,98.85,0.3113,91.20
one-shot,154,0.1529,98.83,0.3097,91.33
one-shot,155,0.1535,98.93,0.3147,91.27
one-shot,156,0.1533,98.85,0.3111,91.31
one-shot,157,0.1537,98.88,0.3115,91.29
one-shot,158,0.1514,98.90,0.3122,91.27
one-shot,159,0.1539,98.82,0.3095,91.33
one-shot,160,0.1526,98.88,0.3083,91.36
one-shot,161,0.1525,98.86,0.3104,91.20
one-shot,162,0.1522,98.92,0.3102,91.40
one-shot,163,0.1509,98.85,0.3099,91.39
one-shot,164,0.1497,98.87,0.3073,91.41
one-shot,165,0.1495,98.84,0.3109,91.36
one-shot,166,0.1516,98.93,0.3089,91.23
one-shot,167,0.1514,98.81,0.3091,91.33
one-shot,168,0.1506,98.89,0.3077,91.36
one-shot,169,0.1515,98.78,0.3091,91.31
one-shot,170,0.1501,98.87,0.3077,91.34
one-shot,171,0.1523,98.88,0.3084,91.35
one-shot,172,0.1516,98.86,0.3088,91.28
one-shot,173,0.1518,98.85,0.3087,91.34
one-shot,174,0.1515,98.86,0.3091,91.39
one-shot,175,0.1472,98.84,0.3084,91.25
one-shot,176,0.1469,98.98,0.3099,91.28
one-shot,177,0.1514,98.77,0.3097,91.25
one-shot,178,0.1481,98.91,0.3084,91.35
one-shot,179,0.1473,98.89,0.3091,91.28
one-shot,180,0.1472,98.87,0.3096,91.29
one-shot,181,0.1469,98.88,0.3095,91.25
one-shot,182,0.1508,98.87,0.3084,91.29
one-shot,183,0.1498,98.87,0.3089,91.40
one-shot,184,0.1485,98.89,0.3088,91.36
one-shot,185,0.1491,98.85,0.3078,91.21
one-shot,186,0.1495,98.91,0.3088,91.38
one-shot,187,0.1481,98.90,0.3087,91.28
one-shot,188,0.1486,98.82,0.3084,91.32
one-shot,189,0.1475,98.86,0.3088,91.32
one-shot,190,0.1477,98.91,0.3095,91.33
one-shot,191,0.1485,98.94,0.3069,91.30
one-shot,192,0.1486,98.84,0.3087,91.35
one-shot,193,0.1481,98.84,0.3102,91.30
one-shot,194,0.1496,98.88,0.3097,91.34
one-shot,195,0.1482,98.86,0.3103,91.30
one-shot,196,0.1490,98.91,0.3081,91.37
one-shot,197,0.1494,98.94,0.3085,91.34
one-shot,198,0.1462,98.93,0.3086,91.31
one-shot,199,0.1498,98.86,0.3085,91.39
one-shot,200,0.1497,98.88,0.3092,91.32
iter-1,1,0.0586,98.14,0.3159,91.24
iter-1,2,0.0559,98.26,0.3240,90.90
iter-1,3,0.0588,98.13,0.3531,90.37
iter-1,4,0.0600,98.09,0.3321,90.64
iter-1,5,0.0627,97.95,0.3581,90.23
iter-1,6,0.0645,97.90,0.3404,90.56
iter-1,7,0.0635,97.91,0.4022,89.60
iter-1,8,0.0626,97.99,0.3615,90.35
iter-1,9,0.0616,98.00,0.3450,90.70
iter-2,1,0.1129,96.15,0.3897,89.05
iter-2,2,0.1018,96.54,0.3361,90.32
iter-2,3,0.0963,96.73,0.3363,90.55
iter-2,4,0.0926,96.88,0.3387,90.25
iter-2,5,0.0888,97.01,0.3507,89.95
iter-2,6,0.0867,97.06,0.3627,89.78
iter-2,7,0.0864,97.05,0.3728,90.03
iter-2,8,0.0835,97.26,0.3505,90.38
iter-2,9,0.0834,97.27,0.3408,90.24
iter-2,10,0.0801,97.40,0.3431,90.10
iter-3,1,0.1754,93.84,0.3786,88.86
iter-3,2,0.1395,95.13,0.3518,89.66
iter-3,3,0.1280,95.51,0.3726,89.42
iter-3,4,0.1239,95.74,0.3569,89.59
iter-3,5,0.1181,95.99,0.3516,89.35
iter-3,6,0.1183,95.93,0.3477,89.36
iter-3,7,0.1125,96.16,0.3630,89.26
iter-3,8,0.1132,96.12,0.3663,89.08
iter-3,9,0.1133,96.02,0.3553,89.72
iter-3,10,0.1108,96.24,0.3716,89.21
iter-4,1,0.1962,93.07,0.3889,88.26
iter-4,2,0.1622,94.34,0.3680,88.88
iter-4,3,0.1531,94.71,0.3675,88.90
iter-4,4,0.1459,94.89,0.3773,88.91
iter-4,5,0.1419,95.04,0.3754,89.09
iter-4,6,0.1403,95.18,0.3530,89.22
iter-4,7,0.1346,95.42,0.3542,89.20
iter-4,8,0.1368,95.22,0.3768,89.05
iter-4,9,0.1394,95.23,0.3525,89.31
iter-4,10,0.1340,95.39,0.3936,88.37
iter-5,1,0.1870,93.49,0.3914,88.31
iter-5,2,0.1665,94.23,0.3813,88.59
iter-5,3,0.1608,94.37,0.3878,88.14
iter-5,4,0.1558,94.73,0.3847,88.43
iter-5,5,0.1531,94.72,0.3661,88.73
iter-5,6,0.1520,94.80,0.3638,88.55
iter-5,7,0.1496,94.76,0.3742,88.69
iter-5,8,0.1493,94.84,0.3815,88.73
iter-5,9,0.1454,94.89,0.3545,88.96
iter-5,10,0.1471,94.88,0.3854,88.61
