phase,epoch,train_loss,train_acc,test_loss,test_acc
dense_training,1,4.1022,6.27,4.1025,7.07
dense_training,2,3.6415,13.11,3.5590,15.11
dense_training,3,3.2375,20.39,3.2340,20.30
dense_training,4,2.8762,26.62,2.9446,25.64
dense_training,5,2.6060,31.64,2.8077,30.37
dense_training,6,2.4123,35.89,2.6283,33.40
dense_training,7,2.2606,39.20,2.5214,34.85
dense_training,8,2.1494,41.65,2.2790,39.71
dense_training,9,2.0586,43.73,2.4239,38.41
dense_training,10,2.0037,44.98,2.5100,36.80
dense_training,11,1.9523,46.33,2.1830,42.72
dense_training,12,1.9070,47.54,2.2499,41.91
dense_training,13,1.8659,48.25,2.2823,41.11
dense_training,14,1.8314,48.96,2.2467,42.07
dense_training,15,1.8048,49.83,2.1051,44.18
dense_training,16,1.7958,50.20,2.0681,45.49
dense_training,17,1.7610,50.87,2.4311,39.46
dense_training,18,1.7498,51.27,2.0948,45.30
dense_training,19,1.7372,51.40,1.9938,46.89
dense_training,20,1.7179,52.28,2.0478,46.24
dense_training,21,1.7127,51.94,1.9167,48.13
dense_training,22,1.6964,52.51,2.1400,45.40
dense_training,23,1.6804,52.82,2.4829,39.34
dense_training,24,1.6789,52.82,2.2584,42.44
dense_training,25,1.6734,53.15,2.1895,43.42
dense_training,26,1.6575,53.31,2.1539,44.45
dense_training,27,1.6490,53.72,2.1839,44.12
dense_training,28,1.6376,54.07,2.1330,44.05
dense_training,29,1.6336,54.13,2.3431,42.79
dense_training,30,1.6338,54.21,1.9531,47.76
dense_training,31,1.6287,54.38,2.1152,45.45
dense_training,32,1.6327,54.08,1.9192,48.01
dense_training,33,1.6110,54.57,2.3600,42.22
dense_training,34,1.6115,54.76,2.1190,44.97
dense_training,35,1.6011,54.85,1.9192,49.88
dense_training,36,1.6005,54.80,2.1985,43.94
dense_training,37,1.5928,55.37,2.1488,44.70
dense_training,38,1.5999,54.93,2.2062,44.59
dense_training,39,1.5982,55.11,2.2321,43.50
dense_training,40,1.5870,55.30,2.2173,43.12
dense_training,41,1.5805,55.74,2.1005,45.59
dense_training,42,1.5863,55.29,2.2940,43.05
dense_training,43,1.5776,55.32,2.2705,43.73
dense_training,44,1.5777,55.84,2.0978,45.63
dense_training,45,1.5733,55.72,1.9017,49.52
dense_training,46,1.5716,55.88,2.5052,40.48
dense_training,47,1.5680,55.86,2.2537,44.02
dense_training,48,1.5631,55.90,2.1734,44.86
dense_training,49,1.5679,55.82,2.3023,42.70
dense_training,50,1.5553,56.19,1.9820,47.55
dense_training,51,1.5569,56.23,2.1103,45.06
dense_training,52,1.5594,56.18,1.9771,47.68
dense_training,53,1.5566,56.12,2.0772,47.01
dense_training,54,1.5543,56.31,2.3579,43.84
dense_training,55,1.5514,56.04,2.2214,44.96
dense_training,56,1.5571,56.31,2.0017,48.47
dense_training,57,1.5485,56.53,2.2958,42.86
dense_training,58,1.5587,56.03,2.1555,45.18
dense_training,59,1.5503,56.21,2.2001,44.80
dense_training,60,1.5418,56.27,1.9458,48.37
dense_training,61,1.5543,56.11,2.4199,40.68
dense_training,62,1.5490,56.09,2.3020,43.13
dense_training,63,1.5378,56.60,2.0086,47.60
dense_training,64,1.5337,56.65,2.2101,44.07
dense_training,65,1.5293,56.97,2.0581,47.26
dense_training,66,1.5388,56.71,2.2610,43.42
dense_training,67,1.5350,56.60,1.8748,49.92
dense_training,68,1.5335,56.57,2.0409,46.81
dense_training,69,1.5303,56.75,2.5643,39.07
dense_training,70,1.5328,56.68,1.9676,48.53
dense_training,71,1.5251,56.99,1.8865,49.63
dense_training,72,1.5306,56.66,2.4330,40.94
dense_training,73,1.5317,56.67,2.0089,47.32
dense_training,74,1.5343,56.64,2.0197,46.94
dense_training,75,1.5255,57.05,1.9643,47.56
dense_training,76,1.5145,57.04,2.3336,42.53
dense_training,77,1.5215,56.97,2.1262,46.37
dense_training,78,1.5307,56.82,1.8624,49.71
dense_training,79,1.5208,57.07,2.2525,43.42
dense_training,80,1.5130,57.24,2.2919,44.63
dense_training,81,1.1463,67.36,1.2542,63.82
dense_training,82,1.0341,70.24,1.2324,64.85
