phase,epoch,train_loss,train_acc,test_loss,test_acc
one-shot,1,0.0582,99.30,0.3161,91.25
one-shot,2,0.0636,99.30,0.3006,91.64
one-shot,3,0.0648,99.27,0.3108,91.33
one-shot,4,0.0602,99.40,0.3014,91.54
one-shot,5,0.0613,99.34,0.2981,91.66
one-shot,6,0.0589,99.42,0.3024,91.74
one-shot,7,0.0592,99.43,0.3054,91.50
one-shot,8,0.0608,99.39,0.3041,91.57
one-shot,9,0.0627,99.33,0.3108,91.58
one-shot,10,0.0593,99.43,0.3044,91.72
one-shot,11,0.0567,99.43,0.3020,91.71
one-shot,12,0.0593,99.38,0.3065,91.50
one-shot,13,0.0601,99.40,0.3024,91.49
one-shot,14,0.0561,99.42,0.3044,91.45
one-shot,15,0.0574,99.50,0.3006,91.68
one-shot,16,0.0571,99.42,0.3015,91.66
one-shot,17,0.0598,99.41,0.2992,91.82
one-shot,18,0.0584,99.42,0.3059,91.48
one-shot,19,0.0586,99.42,0.3033,91.58
one-shot,20,0.0595,99.45,0.3043,91.78
one-shot,21,0.0584,99.47,0.2972,91.71
one-shot,22,0.0579,99.42,0.3034,91.59
one-shot,23,0.0581,99.45,0.3004,91.90
one-shot,24,0.0584,99.39,0.3008,91.66
one-shot,25,0.0585,99.48,0.3007,91.68
one-shot,26,0.0593,99.48,0.3001,91.71
one-shot,27,0.0552,99.52,0.3087,91.50
one-shot,28,0.0598,99.47,0.2980,91.83
one-shot,29,0.0573,99.48,0.3100,91.41
one-shot,30,0.0602,99.37,0.3144,91.42
one-shot,31,0.0599,99.44,0.3088,91.53
one-shot,32,0.0574,99.48,0.3147,91.40
one-shot,33,0.0605,99.44,0.3028,91.69
one-shot,34,0.0642,99.44,0.3160,91.39
one-shot,35,0.0629,99.42,0.3008,91.55
one-shot,36,0.0592,99.40,0.3136,91.44
one-shot,37,0.0570,99.46,0.2939,91.61
one-shot,38,0.0590,99.48,0.3141,91.32
one-shot,39,0.0569,99.50,0.3069,91.40
one-shot,40,0.0584,99.47,0.3001,91.58
one-shot,41,0.0589,99.48,0.3132,91.24
one-shot,42,0.0601,99.46,0.3073,91.42
one-shot,43,0.0578,99.48,0.3089,91.54
one-shot,44,0.0566,99.49,0.3005,91.42
