phase,epoch,train_loss,train_acc,test_loss,test_acc
one-shot,118,0.4083,88.31,1.2945,67.06
one-shot,119,0.4066,88.43,1.2966,67.08
one-shot,120,0.4085,88.14,1.2958,67.18
one-shot,121,0.4046,88.46,1.3003,67.10
one-shot,122,0.4055,88.12,1.2924,67.01
one-shot,123,0.4041,88.46,1.2967,66.98
one-shot,124,0.4033,88.58,1.3032,67.13
one-shot,125,0.4015,88.56,1.2968,67.07
one-shot,126,0.4037,88.38,1.3007,67.04
one-shot,127,0.4024,88.52,1.2951,66.93
one-shot,128,0.4033,88.45,1.3019,66.99
one-shot,129,0.4020,88.39,1.2966,67.10
one-shot,130,0.4014,88.55,1.3010,67.23
one-shot,131,0.3980,88.56,1.2988,67.15
one-shot,132,0.4011,88.51,1.3053,66.97
one-shot,133,0.4007,88.59,1.3044,67.16
one-shot,134,0.3990,88.72,1.3012,67.00
one-shot,135,0.3966,88.56,1.2958,67.06
one-shot,136,0.3975,88.70,1.3050,66.89
one-shot,137,0.3944,88.74,1.2971,67.13
one-shot,138,0.3963,88.76,1.2944,67.30
one-shot,139,0.3956,88.75,1.2971,67.38
one-shot,140,0.3951,88.68,1.3003,66.75
one-shot,141,0.3962,88.62,1.2896,67.21
one-shot,142,0.3933,88.70,1.2968,66.99
one-shot,143,0.3951,88.70,1.3037,67.42
one-shot,144,0.3926,88.87,1.3030,67.07
one-shot,145,0.3898,88.86,1.3065,67.11
one-shot,146,0.3931,88.71,1.3000,67.08
one-shot,147,0.3927,88.88,1.2964,67.08
one-shot,148,0.3870,88.93,1.3023,67.13
one-shot,149,0.3924,88.83,1.3011,67.20
one-shot,150,0.3926,88.85,1.2983,67.25
one-shot,151,0.3910,88.77,1.3066,67.02
one-shot,152,0.3902,88.94,1.2967,67.32
one-shot,153,0.3864,89.03,1.3039,67.15
one-shot,154,0.3860,88.98,1.2982,67.17
one-shot,155,0.3869,89.10,1.2999,67.02
one-shot,156,0.3891,88.85,1.3096,66.77
one-shot,157,0.3888,88.91,1.3023,67.38
one-shot,158,0.3877,89.18,1.2977,67.33
one-shot,159,0.3861,88.99,1.2986,67.27
one-shot,160,0.3889,88.88,1.2981,67.38
one-shot,161,0.3843,89.09,1.3057,67.25
one-shot,162,0.3862,89.20,1.3063,67.10
one-shot,163,0.3842,89.15,1.3028,67.30
one-shot,164,0.3822,89.20,1.2985,67.20
one-shot,165,0.3833,89.23,1.3135,66.93
one-shot,166,0.3832,89.08,1.3076,66.97
one-shot,167,0.3836,89.22,1.3037,67.17
one-shot,168,0.3854,89.02,1.2971,67.30
one-shot,169,0.3848,89.18,1.3014,67.35
one-shot,170,0.3843,89.09,1.3023,67.17
one-shot,171,0.3779,89.33,1.3017,67.39
one-shot,172,0.3867,88.94,1.2969,67.25
one-shot,173,0.3832,89.26,1.3061,67.17
one-shot,174,0.3786,89.34,1.3017,67.51
one-shot,175,0.3819,89.14,1.2990,67.07
one-shot,176,0.3857,89.04,1.2928,67.43
one-shot,177,0.3778,89.34,1.3085,67.10
one-shot,178,0.3807,89.24,1.2982,67.34
one-shot,179,0.3833,89.24,1.3123,67.03
one-shot,180,0.3785,89.42,1.3019,67.30
one-shot,181,0.3791,89.20,1.2971,67.29
one-shot,182,0.3771,89.44,1.3077,67.34
one-shot,183,0.3826,89.29,1.3053,67.16
one-shot,184,0.3833,89.23,1.3083,67.31
one-shot,185,0.3769,89.34,1.3141,67.06
one-shot,186,0.3823,89.22,1.3040,66.87
one-shot,187,0.3781,89.38,1.3072,67.12
one-shot,188,0.3791,89.28,1.3093,67.33
one-shot,189,0.3804,89.12,1.3025,67.36
one-shot,190,0.3815,89.25,1.3103,67.11
one-shot,191,0.3817,89.29,1.3005,67.21
one-shot,192,0.3785,89.31,1.3083,67.15
one-shot,193,0.3752,89.46,1.2991,67.26
one-shot,194,0.3795,89.22,1.3011,67.45
one-shot,195,0.3759,89.41,1.3054,67.30
one-shot,196,0.3802,89.21,1.3038,67.22
one-shot,197,0.3801,89.28,1.3037,67.27
one-shot,198,0.3788,89.36,1.3129,67.15
one-shot,199,0.3791,89.28,1.3061,67.19
one-shot,200,0.3821,89.34,1.2972,67.15
iter-1,1,0.5120,85.00,1.2281,67.57
iter-1,2,0.5084,85.19,1.2267,67.69
iter-1,3,0.5067,85.24,1.2404,67.67
iter-1,4,0.5020,85.33,1.2441,67.42
iter-1,5,0.5013,85.33,1.2292,68.05
iter-1,6,0.4972,85.48,1.2332,67.82
iter-1,7,0.4944,85.65,1.2463,67.49
iter-1,8,0.4948,85.46,1.2408,67.68
iter-1,9,0.4949,85.52,1.2293,67.60
iter-1,10,0.4925,85.53,1.2505,67.20
iter-2,1,0.4985,85.48,1.2457,67.83
iter-2,2,0.4981,85.42,1.2378,67.70
iter-2,3,0.4928,85.70,1.2437,67.62
iter-2,4,0.4979,85.57,1.2476,67.13
iter-2,5,0.4980,85.37,1.2400,67.72
iter-2,6,0.4954,85.38,1.2347,67.88
iter-2,7,0.4903,85.56,1.2383,67.69
iter-2,8,0.4887,85.78,1.2400,67.57
iter-2,9,0.4906,85.64,1.2377,67.37
iter-2,10,0.4898,85.75,1.2438,67.40
