epoch,train_loss,train_acc,test_loss,test_acc
1,4.1680,6.27,3.9040,9.28
2,3.7261,12.30,3.5654,14.88
3,3.4740,16.47,3.4584,18.09
4,3.2655,20.08,3.2136,20.85
5,3.0921,22.75,3.1700,23.76
6,2.9370,25.80,3.0851,25.08
7,2.8074,28.11,2.9788,26.57
8,2.7062,30.01,2.9272,27.49
9,2.6155,32.10,2.9750,28.56
10,2.5536,33.14,2.7977,29.92
11,2.4943,34.47,2.7533,31.47
12,2.4276,36.02,2.5568,34.53
13,2.3806,37.13,2.7496,32.08
14,2.3455,37.78,2.6618,34.02
15,2.3100,38.53,2.5525,34.99
16,2.2772,39.34,2.6929,34.41
17,2.2503,40.04,2.6476,34.57
18,2.2262,40.42,2.6907,35.40
19,2.1973,41.02,2.6266,34.73
20,2.1893,41.03,2.5085,37.71
21,2.1671,41.65,2.4883,37.47
22,2.1463,42.13,3.1337,29.06
23,2.1279,42.44,2.4546,38.16
24,2.1146,42.89,2.3733,38.61
25,2.1075,43.09,2.6334,34.94
26,2.0827,43.51,2.3128,40.27
27,2.0779,43.81,2.3662,38.55
28,2.0683,43.48,2.4348,38.20
29,2.0606,44.27,2.6484,36.34
30,2.0524,44.23,2.2710,40.15
31,2.0441,44.54,2.3646,40.24
32,2.0343,44.65,2.4278,39.35
33,2.0198,45.14,2.3121,40.25
34,2.0110,45.27,2.6678,35.65
35,2.0060,45.40,2.1417,42.96
36,1.9975,45.48,2.3504,40.30
37,1.9929,45.65,2.4591,38.34
38,1.9852,45.95,2.7029,35.03
39,1.9834,45.82,2.5246,37.81
40,1.9771,46.04,2.2458,42.95
41,1.9683,46.31,2.2529,41.50
42,1.9651,46.16,2.2701,42.34
43,1.9598,46.54,2.3324,41.86
44,1.9506,46.54,2.2427,42.34
45,1.9562,46.40,2.3672,41.09
46,1.9503,46.93,2.2655,42.21
47,1.9429,46.62,2.3351,40.31
48,1.9397,47.07,2.1607,42.78
49,1.9277,47.38,2.3843,39.74
50,1.9390,46.92,2.3252,40.50
51,1.9319,47.04,2.2561,40.87
52,1.9159,47.37,2.3052,41.00
53,1.9154,47.67,2.2681,42.00
54,1.9109,47.52,2.1850,42.78
55,1.9087,47.55,2.4081,40.69
56,1.9043,47.70,2.1675,42.83
57,1.9027,47.96,2.1555,43.90
58,1.8972,48.13,2.2036,42.42
59,1.8920,48.08,2.4159,39.34
60,1.8902,47.96,2.2779,42.14
61,1.8869,48.21,2.4726,38.80
62,1.8924,47.91,2.2814,41.75
63,1.8891,48.21,2.2511,42.18
64,1.8855,48.38,2.2624,41.24
65,1.8801,48.43,2.2719,41.81
66,1.8803,48.23,2.2340,42.33
67,1.8737,48.49,2.2759,42.76
68,1.8774,48.47,2.3269,41.76
69,1.8664,48.70,2.5005,38.52
70,1.8762,48.45,2.2091,43.51
71,1.8632,48.67,2.2542,42.71
72,1.8578,48.95,2.2042,43.96
73,1.8597,48.68,2.2938,42.43
74,1.8688,48.53,2.6036,38.70
75,1.8613,48.68,2.1760,43.76
76,1.8481,49.41,2.3657,41.14
77,1.8564,48.91,2.7473,36.54
78,1.8510,48.81,2.2014,43.52
79,1.8520,49.15,2.1858,42.74
80,1.8447,49.27,2.1981,43.24
81,1.6339,54.82,1.7394,53.02
82,1.5824,55.90,1.7365,52.90
83,1.5654,56.36,1.7263,53.60
84,1.5614,56.56,1.7186,53.34
85,1.5466,56.62,1.7238,53.25
86,1.5466,56.74,1.7141,53.84
87,1.5415,56.87,1.7123,53.77
88,1.5342,57.07,1.7157,53.49
89,1.5320,57.09,1.7065,54.04
90,1.5281,57.25,1.7207,53.69
91,1.5211,57.30,1.7155,53.48
92,1.5181,57.48,1.7193,53.52
93,1.5206,57.36,1.7062,53.64
94,1.5113,57.70,1.7155,53.74
95,1.5155,57.41,1.7143,53.99
96,1.5137,57.49,1.7115,53.80
97,1.5078,57.67,1.7189,53.99
98,1.5036,57.80,1.7129,53.69
99,1.5042,57.62,1.7080,53.78
100,1.4980,57.95,1.7103,53.72
101,1.5041,57.76,1.7169,53.58
102,1.4953,57.80,1.7126,54.09
103,1.5017,58.04,1.7135,53.95
104,1.5024,57.91,1.7140,54.11
105,1.4953,57.65,1.6999,54.04
106,1.4988,57.89,1.7196,53.55
107,1.4965,57.89,1.7107,53.78
108,1.4956,57.93,1.7071,54.32
109,1.4897,58.12,1.6991,54.06
110,1.4893,58.10,1.7359,53.44
111,1.4883,58.19,1.6991,54.17
112,1.4947,57.98,1.7392,53.33
113,1.4900,58.15,1.7077,53.89
114,1.4903,58.06,1.7139,53.80
115,1.4876,58.21,1.7005,54.03
116,1.4841,58.17,1.7074,54.03
117,1.4842,57.87,1.7110,53.63
118,1.4904,58.20,1.7352,53.47
119,1.4865,57.92,1.7014,53.75
120,1.4794,58.30,1.7081,53.88
121,1.4476,58.91,1.6730,54.65
122,1.4385,59.43,1.6721,54.93
123,1.4419,59.53,1.6686,55.07
124,1.4346,59.69,1.6676,55.12
125,1.4345,59.61,1.6687,55.11
126,1.4365,59.62,1.6651,54.96
127,1.4311,59.67,1.6696,54.95
128,1.4325,59.72,1.6698,55.16
129,1.4338,59.58,1.6684,55.01
130,1.4354,59.59,1.6683,55.11
131,1.4336,59.54,1.6699,54.97
132,1.4293,59.78,1.6709,55.15
133,1.4290,59.64,1.6700,54.83
134,1.4261,59.78,1.6732,55.07
135,1.4351,59.62,1.6703,54.76
136,1.4274,59.82,1.6664,55.15
137,1.4224,59.83,1.6718,54.91
138,1.4288,59.59,1.6712,55.02
139,1.4300,59.73,1.6724,55.16
140,1.4256,59.57,1.6669,55.07
141,1.4262,59.65,1.6696,54.79
142,1.4272,59.85,1.6704,54.82
143,1.4283,59.67,1.6675,54.89
144,1.4291,59.66,1.6656,54.92
145,1.4284,59.62,1.6691,55.06
146,1.4240,59.84,1.6664,54.97
147,1.4270,59.81,1.6629,55.10
148,1.4258,59.95,1.6680,55.06
149,1.4226,60.04,1.6684,55.01
150,1.4241,59.95,1.6698,55.12
151,1.4214,59.79,1.6693,55.03
152,1.4272,59.64,1.6645,55.15
153,1.4208,59.83,1.6738,55.31
154,1.4254,59.77,1.6815,54.78
155,1.4276,59.64,1.6655,55.10
156,1.4233,59.81,1.6692,55.01
157,1.4247,59.84,1.6703,55.14
158,1.4234,59.89,1.6669,55.00
159,1.4184,59.96,1.6722,54.96
160,1.4231,60.05,1.6602,55.05
