epoch,train_loss,train_acc,test_loss,test_acc
1,4.2421,5.32,4.0067,7.68
2,3.7802,11.10,3.7260,12.29
3,3.5418,15.23,3.4632,16.73
4,3.3258,18.96,3.3654,19.06
5,3.1342,22.10,3.1378,21.35
6,2.9732,25.11,3.0459,24.88
7,2.8414,27.56,3.1541,24.62
8,2.7316,29.71,2.8645,28.26
9,2.6487,31.47,2.8050,29.45
10,2.5810,32.84,2.8162,31.32
11,2.5219,34.13,2.7221,31.95
12,2.4641,35.61,2.8686,30.23
13,2.4253,35.80,2.5467,34.53
14,2.3911,37.06,2.5828,34.05
15,2.3578,37.53,2.6845,32.93
16,2.3342,38.00,2.5614,34.65
17,2.3029,38.87,2.6087,34.66
18,2.2857,39.13,2.5241,35.77
19,2.2582,39.60,2.6442,35.08
20,2.2372,40.31,2.9207,31.25
21,2.2203,40.56,2.5473,35.96
22,2.2128,40.81,2.9219,31.75
23,2.1823,41.50,2.4448,36.96
24,2.1673,41.91,2.4426,38.18
25,2.1552,42.26,2.5064,37.25
26,2.1431,42.23,2.7421,36.12
27,2.1317,42.69,2.5060,37.41
28,2.1180,43.05,2.5036,38.57
29,2.1169,43.22,2.4769,37.39
30,2.0907,43.66,2.3724,39.20
31,2.0878,43.62,2.4740,37.21
32,2.0789,43.90,2.5443,36.07
33,2.0685,44.01,2.4964,36.51
34,2.0612,44.14,2.5573,37.10
35,2.0576,44.43,2.2825,40.96
36,2.0518,44.47,2.4354,37.84
37,2.0480,44.60,2.4128,38.41
38,2.0356,44.94,2.4220,39.12
39,2.0207,45.33,2.5902,37.28
40,2.0259,45.02,2.4677,39.20
41,2.0030,45.61,2.1642,43.35
42,2.0108,45.44,2.3596,40.16
43,2.0044,45.33,2.3522,40.41
44,1.9921,45.80,2.9980,31.97
45,1.9845,45.80,2.2986,40.95
46,1.9807,46.03,2.5148,38.29
47,1.9773,46.47,2.1569,43.19
48,1.9724,46.17,2.5531,38.50
49,1.9671,46.35,2.6462,35.69
50,1.9650,46.42,2.2166,43.49
51,1.9568,46.64,2.3394,41.80
52,1.9511,46.46,2.1603,43.04
53,1.9530,46.54,2.2681,42.18
54,1.9366,46.79,2.4052,39.66
55,1.9472,46.78,2.2771,41.57
56,1.9395,46.76,2.4065,39.75
57,1.9259,47.03,2.4720,38.10
58,1.9236,47.12,2.5568,37.61
59,1.9192,47.52,2.2985,41.21
60,1.9312,47.06,2.2145,42.94
61,1.9132,47.64,2.2530,42.54
62,1.9094,48.08,2.3303,40.50
63,1.9179,47.31,2.1969,43.62
64,1.9069,47.90,2.7483,37.52
65,1.9030,47.65,2.1217,43.97
66,1.8998,47.83,2.4627,39.85
67,1.8996,48.00,2.2943,41.35
68,1.8969,47.85,2.2962,41.37
69,1.8979,47.71,2.4424,39.99
70,1.8894,48.18,2.4082,38.87
71,1.8926,47.99,2.2528,43.35
72,1.8924,48.13,2.1913,43.54
73,1.8817,48.12,2.3586,39.71
74,1.8847,48.16,2.2970,41.57
75,1.8777,48.47,2.7091,35.28
76,1.8723,48.43,2.4149,39.37
77,1.8749,48.41,2.3145,42.61
78,1.8682,48.43,2.1304,44.66
79,1.8700,48.78,2.3379,41.80
80,1.8650,48.73,2.2169,42.64
81,1.6510,54.28,1.7397,52.52
82,1.5935,55.77,1.7224,53.12
83,1.5816,56.14,1.7204,53.26
84,1.5676,56.31,1.7226,53.18
85,1.5616,56.49,1.7158,53.36
86,1.5498,56.49,1.7243,53.26
87,1.5466,56.39,1.7186,53.67
88,1.5410,56.94,1.7113,53.44
89,1.5415,56.87,1.7262,53.58
90,1.5375,57.05,1.7156,53.48
91,1.5364,56.90,1.7276,53.31
92,1.5334,56.91,1.7152,53.40
93,1.5330,57.08,1.6978,53.78
94,1.5269,57.10,1.7098,53.60
95,1.5246,57.20,1.7180,53.32
96,1.5214,57.57,1.6920,53.75
97,1.5211,57.34,1.7123,53.40
98,1.5170,57.30,1.7166,53.47
99,1.5151,57.25,1.7118,53.43
100,1.5145,57.52,1.6978,53.79
101,1.5090,57.57,1.7136,53.71
102,1.5169,57.16,1.7358,53.39
103,1.5075,57.58,1.7101,53.85
104,1.5115,57.54,1.6980,53.79
105,1.5108,57.47,1.7174,53.39
106,1.5018,57.65,1.7048,53.68
107,1.5070,57.54,1.7150,53.78
108,1.5053,57.76,1.7102,53.88
109,1.5019,57.73,1.7284,53.39
110,1.5004,57.73,1.7248,53.75
111,1.5021,57.79,1.7176,53.43
112,1.4997,57.81,1.7138,53.58
113,1.4937,58.14,1.7038,53.86
114,1.4917,58.07,1.7169,53.94
115,1.5001,57.73,1.7273,53.36
116,1.5003,57.70,1.7319,53.61
117,1.4932,57.86,1.6976,53.46
118,1.4920,57.81,1.7106,53.92
119,1.4906,58.07,1.7333,53.73
120,1.4891,57.92,1.7100,54.07
121,1.4606,58.95,1.6659,55.01
122,1.4470,59.34,1.6658,55.04
123,1.4447,59.39,1.6653,54.90
124,1.4361,59.41,1.6578,55.03
125,1.4376,59.55,1.6639,55.12
126,1.4425,59.62,1.6652,55.01
127,1.4334,59.59,1.6605,54.91
128,1.4406,59.47,1.6642,55.03
129,1.4369,59.37,1.6585,55.10
130,1.4367,59.47,1.6589,54.95
131,1.4322,59.60,1.6580,55.22
132,1.4400,59.36,1.6553,55.13
133,1.4357,59.58,1.6617,54.99
134,1.4420,59.37,1.6590,55.17
135,1.4378,59.50,1.6577,55.26
136,1.4314,59.65,1.6613,55.10
137,1.4385,59.67,1.6594,54.97
138,1.4350,59.54,1.6596,55.22
139,1.4353,59.54,1.6591,54.98
140,1.4300,59.70,1.6605,55.08
141,1.4338,59.50,1.6594,55.35
142,1.4348,59.62,1.6609,55.01
143,1.4365,59.79,1.6614,55.07
144,1.4360,59.54,1.6547,55.12
145,1.4349,59.40,1.6548,55.10
146,1.4269,59.76,1.6591,54.98
147,1.4262,59.69,1.6600,55.18
148,1.4296,59.40,1.6632,55.13
149,1.4336,59.68,1.6566,55.04
150,1.4352,59.34,1.6555,55.09
151,1.4304,59.52,1.6581,55.15
152,1.4279,59.75,1.6582,55.21
153,1.4300,59.53,1.6589,55.07
154,1.4332,59.43,1.6621,55.06
155,1.4310,59.62,1.6594,55.17
156,1.4322,59.52,1.6589,55.03
157,1.4334,59.36,1.6583,55.27
158,1.4347,59.53,1.6571,55.15
159,1.4238,59.60,1.6574,55.22
160,1.4303,59.65,1.6556,55.25
