epoch,train_loss,train_acc,test_loss,test_acc
55,1.1653,65.83,1.6940,55.63
56,1.1722,65.55,1.7716,54.57
57,1.1622,65.97,1.6312,57.16
58,1.1548,66.14,1.8516,53.95
59,1.1449,66.16,1.7456,55.43
60,1.1561,66.17,1.6879,56.01
61,1.1476,66.28,1.9716,51.55
62,1.1426,66.28,1.9199,53.57
63,1.1359,66.72,1.8097,53.71
64,1.1320,66.54,1.5981,57.81
65,1.1376,66.44,1.8208,54.36
66,1.1345,66.60,1.6558,56.87
67,1.1354,66.36,1.6807,56.78
68,1.1222,66.92,1.7328,54.81
69,1.1167,67.08,1.8309,53.60
70,1.1195,66.88,1.6655,56.77
71,1.1082,67.15,1.6922,56.07
72,1.1159,66.82,1.6689,57.08
73,1.1089,67.30,1.6235,57.20
74,1.1062,67.27,1.7773,53.54
75,1.1107,67.26,1.7382,55.05
76,1.1061,67.30,1.7524,55.29
77,1.1011,67.52,1.7498,55.28
78,1.0986,67.60,1.7064,56.53
79,1.0932,67.68,1.7518,54.62
80,1.1004,67.49,1.9347,53.83
81,0.8431,75.01,1.2863,64.99
82,0.7700,77.15,1.2876,65.28
83,0.7444,77.68,1.2903,65.55
84,0.7250,78.64,1.2985,65.36
85,0.7139,78.66,1.2828,65.55
86,0.6996,79.03,1.3017,65.43
87,0.6869,79.42,1.3069,65.33
88,0.6842,79.36,1.3125,65.45
89,0.6707,79.77,1.3091,65.33
90,0.6700,80.04,1.3135,65.69
91,0.6580,80.12,1.3359,65.41
92,0.6560,80.22,1.3319,65.44
93,0.6517,80.17,1.3433,64.97
94,0.6453,80.38,1.3506,65.23
95,0.6357,80.44,1.3392,65.45
96,0.6374,80.69,1.3672,65.15
97,0.6288,80.88,1.3554,65.31
98,0.6286,80.86,1.3559,65.23
99,0.6229,80.98,1.3688,64.96
100,0.6169,81.16,1.3661,65.19
101,0.6175,81.00,1.3759,65.16
102,0.6118,80.99,1.3764,65.13
103,0.6080,81.34,1.3853,65.05
104,0.6060,81.43,1.3934,65.32
105,0.5993,81.50,1.4153,64.62
106,0.6044,81.35,1.3919,64.82
107,0.5974,81.73,1.4277,64.37
108,0.5936,81.78,1.4058,64.87
109,0.5873,81.91,1.3867,65.16
110,0.5929,81.90,1.3851,64.95
111,0.5825,82.02,1.4250,64.63
112,0.5817,82.00,1.4073,64.80
113,0.5804,82.11,1.4097,65.42
114,0.5834,81.78,1.4127,65.08
115,0.5732,82.16,1.4295,64.78
116,0.5735,82.20,1.4385,64.83
117,0.5703,82.31,1.4464,64.58
118,0.5678,82.44,1.4266,64.85
119,0.5682,82.29,1.4418,64.66
120,0.5664,82.50,1.4534,64.47
121,0.5256,83.80,1.4113,65.20
122,0.5121,84.34,1.4103,65.06
123,0.5100,84.25,1.4080,65.20
124,0.5077,84.41,1.4150,65.30
125,0.5074,84.17,1.4059,65.28
126,0.5023,84.49,1.4087,65.24
127,0.5049,84.40,1.4007,65.42
128,0.4983,84.79,1.4054,65.47
129,0.5020,84.78,1.4084,65.31
130,0.4977,84.97,1.4083,65.33
131,0.4953,84.77,1.4114,65.39
132,0.5008,84.92,1.4109,65.25
133,0.4984,84.77,1.4248,65.25
134,0.4987,84.76,1.4145,65.37
135,0.4944,84.71,1.4127,65.36
136,0.4880,84.93,1.4259,65.23
137,0.4928,84.86,1.4162,65.13
138,0.4905,85.08,1.4079,65.47
139,0.4935,84.89,1.4189,65.36
140,0.4888,85.02,1.4180,65.14
141,0.4919,84.92,1.4141,65.33
142,0.4907,84.85,1.4138,65.25
143,0.4881,84.94,1.4178,65.32
144,0.4890,85.06,1.4273,65.01
145,0.4882,85.02,1.4240,65.20
146,0.4915,84.75,1.4273,65.22
147,0.4884,85.05,1.4191,65.30
148,0.4851,85.16,1.4221,65.22
149,0.4885,85.05,1.4303,65.32
150,0.4911,84.82,1.4211,65.28
151,0.4859,85.14,1.4363,64.97
152,0.4874,85.00,1.4277,65.17
153,0.4882,85.20,1.4305,65.29
154,0.4836,85.25,1.4260,65.38
155,0.4850,85.14,1.4317,65.10
156,0.4836,85.03,1.4335,65.17
157,0.4823,85.28,1.4313,65.40
158,0.4907,84.97,1.4354,65.19
159,0.4838,85.17,1.4361,65.09
160,0.4805,85.19,1.4310,65.18
