epoch,train_loss,train_acc,test_loss,test_acc
66,1.2506,63.33,1.7832,54.56
67,1.2616,63.37,1.7608,54.53
68,1.2504,63.48,2.0322,48.47
69,1.2394,63.90,1.7257,54.35
70,1.2433,63.94,1.8027,54.53
71,1.2388,63.66,1.7689,54.09
72,1.2399,63.76,1.8625,52.30
73,1.2307,64.06,1.7401,54.10
74,1.2413,63.91,1.8723,52.20
75,1.2441,63.56,1.7611,53.49
76,1.2296,64.24,2.0552,50.07
77,1.2336,64.20,1.8567,52.79
78,1.2312,64.09,1.7301,54.89
79,1.2186,64.51,1.8689,51.94
80,1.2259,63.99,1.9430,50.87
81,0.9840,71.14,1.3402,63.45
82,0.9158,73.20,1.3250,63.95
83,0.8929,73.74,1.3383,63.96
84,0.8796,73.96,1.3443,63.81
85,0.8654,74.14,1.3417,64.12
86,0.8592,74.49,1.3498,63.81
87,0.8435,75.08,1.3555,63.79
88,0.8404,75.21,1.3495,63.90
89,0.8378,75.18,1.3491,63.94
90,0.8348,75.07,1.3585,63.78
91,0.8263,75.07,1.3632,63.64
92,0.8174,75.60,1.3491,63.95
93,0.8145,75.72,1.3718,63.65
94,0.8079,75.85,1.3679,63.77
95,0.8055,75.73,1.3855,63.66
96,0.8007,76.06,1.3863,63.83
97,0.8001,76.07,1.3867,63.37
98,0.7946,76.35,1.3833,63.92
99,0.7956,75.94,1.3994,63.21
100,0.7868,76.36,1.4008,63.45
101,0.7882,76.42,1.4041,63.41
102,0.7835,76.33,1.4051,63.60
103,0.7831,76.36,1.4096,63.62
104,0.7809,76.36,1.4132,63.64
105,0.7768,76.84,1.4095,63.71
106,0.7773,76.46,1.4142,63.22
107,0.7724,76.75,1.4184,63.64
108,0.7673,76.91,1.4238,63.15
109,0.7695,76.83,1.4167,63.56
110,0.7715,76.74,1.4245,63.40
111,0.7642,76.80,1.4364,63.17
112,0.7675,76.79,1.4119,63.49
113,0.7655,77.02,1.4148,63.84
114,0.7585,77.06,1.4225,63.28
115,0.7569,77.17,1.4419,63.13
116,0.7565,76.97,1.4555,62.89
117,0.7541,77.22,1.4277,63.74
118,0.7548,77.07,1.4416,63.34
119,0.7573,76.88,1.4243,63.44
120,0.7496,77.30,1.4182,63.53
121,0.7092,78.49,1.3981,63.99
122,0.6994,78.69,1.4015,64.06
123,0.6987,79.18,1.3971,64.10
124,0.6932,79.13,1.4002,64.01
125,0.6859,79.39,1.3974,64.08
126,0.6859,79.30,1.4004,63.98
127,0.6904,79.04,1.3948,64.28
128,0.6930,79.11,1.3969,64.18
129,0.6932,79.00,1.3982,64.13
130,0.6871,79.31,1.3987,63.94
131,0.6843,79.29,1.4025,64.02
132,0.6890,79.08,1.4016,63.98
133,0.6872,79.46,1.4093,63.91
134,0.6827,79.46,1.4049,64.09
135,0.6823,79.62,1.4052,63.98
136,0.6811,79.40,1.4177,63.94
137,0.6774,79.68,1.4084,63.91
138,0.6759,79.55,1.4033,64.28
139,0.6810,79.36,1.4094,64.11
140,0.6773,79.58,1.4122,63.85
141,0.6826,79.22,1.4041,64.29
142,0.6821,79.46,1.4113,64.02
143,0.6789,79.57,1.4089,64.09
144,0.6814,79.53,1.4066,64.12
145,0.6748,79.58,1.4111,63.90
146,0.6793,79.50,1.4151,63.96
147,0.6787,79.53,1.4070,64.02
148,0.6748,79.47,1.4068,64.09
149,0.6768,79.44,1.4159,64.16
150,0.6722,79.54,1.4109,64.00
151,0.6768,79.46,1.4202,63.82
152,0.6754,79.47,1.4165,63.89
153,0.6731,79.61,1.4189,63.96
154,0.6736,79.47,1.4147,64.00
155,0.6689,79.72,1.4156,64.00
156,0.6747,79.56,1.4245,63.86
157,0.6757,79.61,1.4163,63.70
158,0.6753,79.57,1.4209,63.85
159,0.6730,79.46,1.4223,64.05
160,0.6702,79.68,1.4193,64.05
