epoch,train_loss,train_acc,test_loss,test_acc
1,1.8339,32.04,1.5762,38.98
2,1.3767,49.38,1.2947,53.69
3,1.1430,59.02,1.2930,55.61
4,0.9766,65.30,0.9874,65.29
5,0.8608,69.85,0.8664,70.15
6,0.7720,73.17,0.8033,71.78
7,0.7098,75.39,0.7809,73.81
8,0.6585,77.05,0.7808,73.39
9,0.6253,78.12,0.8328,72.99
10,0.6015,79.21,0.8834,71.10
11,0.5755,79.90,0.7420,75.28
12,0.5551,80.86,0.8525,72.96
13,0.5359,81.43,0.6217,79.27
14,0.5210,82.03,0.6999,76.78
15,0.4979,83.05,0.5643,81.16
16,0.4973,82.70,0.7521,75.54
17,0.4834,83.31,0.5792,81.23
18,0.4752,83.53,0.7211,76.10
19,0.4601,84.17,0.5913,80.74
20,0.4467,84.59,0.5765,80.26
21,0.4425,84.64,0.7336,76.22
22,0.4394,84.81,0.5773,80.29
23,0.4312,84.95,0.5197,82.92
24,0.4221,85.48,0.5912,80.08
25,0.4177,85.48,0.5324,82.26
26,0.4100,85.73,0.5069,83.36
27,0.4051,86.10,0.5218,83.01
28,0.4019,86.04,0.9209,73.28
29,0.3990,86.15,0.4960,83.38
30,0.3899,86.40,0.7058,77.38
31,0.3850,86.63,0.5901,80.40
32,0.3872,86.54,0.5169,82.89
33,0.3749,87.04,0.4993,83.66
34,0.3750,87.16,0.5204,82.93
35,0.3757,86.85,0.5357,82.64
36,0.3687,87.19,0.5949,80.32
37,0.3679,87.27,0.5365,82.80
38,0.3625,87.47,0.5197,83.43
39,0.3668,87.20,0.5082,83.46
40,0.3551,87.64,0.6049,80.18
41,0.3585,87.56,0.4926,84.25
42,0.3570,87.62,0.6515,79.83
43,0.3506,87.75,0.5583,82.94
44,0.3414,88.00,0.6038,80.27
45,0.3477,87.86,0.6278,81.22
46,0.3426,88.12,0.6297,80.03
47,0.3428,87.95,0.6288,79.58
48,0.3378,88.44,0.5311,83.11
49,0.3389,88.11,0.4924,83.90
50,0.3356,88.09,0.5284,83.00
51,0.3341,88.40,0.6221,80.83
52,0.3354,88.42,0.4708,84.15
53,0.3355,88.46,0.5642,81.98
54,0.3330,88.45,0.5385,82.80
55,0.3329,88.32,0.5190,83.57
56,0.3220,88.74,0.5312,83.02
57,0.3259,88.69,0.5854,81.45
58,0.3191,88.94,0.4838,84.48
59,0.3235,88.52,0.5180,83.48
60,0.3225,88.72,0.5634,82.38
61,0.3198,88.85,0.5611,82.46
62,0.3207,88.72,0.6734,79.39
63,0.3142,89.19,0.4417,85.46
64,0.3196,88.99,0.4698,85.29
65,0.3168,88.94,0.4833,84.39
66,0.3136,89.14,0.4286,85.57
67,0.3113,89.08,0.4955,84.36
68,0.3168,88.96,0.5250,83.44
69,0.3120,89.18,0.4925,84.42
70,0.3143,88.98,0.5316,83.54
71,0.3125,89.13,0.4945,83.59
72,0.3129,89.24,0.5184,83.44
73,0.3109,89.14,0.5526,82.22
74,0.3069,89.27,0.5188,83.78
75,0.3034,89.52,0.5614,82.27
76,0.3063,89.22,0.4881,84.10
77,0.3024,89.56,0.4561,85.53
78,0.3065,89.23,0.6210,81.36
79,0.3038,89.47,0.6244,80.84
80,0.2997,89.54,0.5099,84.01
81,0.2199,92.50,0.3384,89.02
82,0.1883,93.80,0.3345,89.20
83,0.1808,93.91,0.3345,89.18
84,0.1700,94.08,0.3284,89.56
85,0.1651,94.37,0.3325,89.55
86,0.1596,94.52,0.3376,89.58
87,0.1557,94.64,0.3326,89.58
88,0.1536,94.68,0.3367,89.34
89,0.1468,94.91,0.3402,89.37
90,0.1443,95.07,0.3414,89.58
91,0.1431,95.07,0.3403,89.54
92,0.1382,95.21,0.3436,89.63
93,0.1372,95.33,0.3381,89.95
94,0.1370,95.20,0.3516,89.18
95,0.1349,95.28,0.3457,89.56
96,0.1315,95.45,0.3450,89.65
97,0.1275,95.52,0.3485,89.53
98,0.1250,95.59,0.3496,89.42
99,0.1241,95.70,0.3644,89.37
