epoch,train_loss,train_acc,test_loss,test_acc
1,4.0746,7.10,3.8820,9.64
2,3.6196,13.38,3.6160,13.47
3,3.3428,18.39,3.4660,17.42
4,3.0885,22.76,3.1482,23.05
5,2.9109,26.24,2.9630,25.82
6,2.7757,28.74,2.7863,28.89
7,2.6775,30.76,3.0181,26.46
8,2.5903,32.76,2.9279,28.51
9,2.5250,34.01,2.7733,30.33
10,2.4605,35.68,2.6102,34.27
11,2.4120,36.38,2.6558,33.35
12,2.3649,37.42,2.4401,37.03
13,2.3314,38.43,2.7276,32.73
14,2.2915,39.14,2.5572,34.21
15,2.2547,39.77,2.5917,34.67
16,2.2350,40.26,2.8044,31.89
17,2.2106,41.13,2.8736,31.87
18,2.1913,41.33,2.3305,38.94
19,2.1775,41.55,2.3867,38.80
20,2.1544,42.15,2.5137,37.30
21,2.1344,42.57,2.2596,40.61
22,2.1165,42.77,3.3105,29.57
23,2.1026,43.19,2.4271,38.65
24,2.0889,43.81,2.4073,39.02
25,2.0796,43.83,2.3152,40.02
26,2.0727,44.20,3.0333,30.56
27,2.0647,44.30,2.2851,40.28
28,2.0525,44.39,2.4712,38.42
29,2.0391,44.83,2.2183,41.76
30,2.0361,44.90,2.2801,41.40
31,2.0200,45.16,2.4427,37.87
32,2.0205,45.18,2.7018,33.10
33,2.0076,45.86,2.4019,39.44
34,2.0007,45.68,2.6707,36.36
35,1.9917,45.90,2.6697,35.19
36,1.9967,45.62,2.2994,41.13
37,1.9855,46.16,2.2828,41.28
38,1.9808,46.22,3.1033,30.59
39,1.9750,46.29,2.5401,38.19
40,1.9709,46.22,2.1489,44.21
41,1.9692,46.32,2.3496,39.26
42,1.9662,46.86,2.5411,38.36
43,1.9602,46.58,2.2263,42.82
44,1.9465,46.92,2.4548,39.21
45,1.9419,47.10,2.2039,43.43
46,1.9462,46.95,2.2573,41.50
47,1.9301,47.34,2.6095,36.91
48,1.9354,47.33,2.4075,39.47
49,1.9317,47.28,2.2749,41.44
50,1.9229,47.69,3.3044,29.30
51,1.9168,47.57,2.8232,34.61
52,1.9224,47.56,2.2488,42.64
53,1.9161,47.65,2.0980,44.16
54,1.9093,47.86,2.3366,40.39
55,1.9119,47.83,2.2990,41.13
56,1.9021,47.95,2.0922,44.94
57,1.8985,48.10,2.3289,41.00
58,1.8945,48.06,2.3973,38.86
59,1.8916,48.13,2.3727,42.05
60,1.8864,48.46,2.2937,42.59
61,1.8952,48.27,2.3241,41.82
62,1.8838,48.73,2.5884,37.60
63,1.8790,48.71,2.1931,42.28
64,1.8766,48.65,2.4996,38.35
65,1.8712,48.87,2.5431,38.02
66,1.8723,48.51,2.2801,41.59
67,1.8665,48.94,2.3095,41.94
68,1.8676,48.92,2.1515,44.43
69,1.8604,48.77,2.9923,32.92
70,1.8663,48.83,2.4348,39.51
71,1.8603,49.15,2.1775,43.45
72,1.8600,48.93,2.3448,41.43
73,1.8530,49.13,2.2996,39.99
74,1.8496,49.31,2.4363,39.64
75,1.8515,49.30,2.2220,42.71
76,1.8537,48.85,2.1846,43.38
77,1.8500,48.91,2.3696,40.53
78,1.8418,49.32,2.2770,41.64
79,1.8343,49.45,2.3279,41.86
80,1.8389,49.50,2.5409,38.12
81,1.6301,55.08,1.7491,52.58
82,1.5820,56.21,1.7421,53.08
83,1.5731,56.36,1.7199,53.46
84,1.5583,56.81,1.7308,53.28
85,1.5560,56.57,1.7178,53.61
86,1.5506,57.02,1.7205,54.02
87,1.5468,56.93,1.7299,53.06
88,1.5402,57.19,1.7239,53.21
89,1.5383,57.14,1.7318,53.61
90,1.5285,57.20,1.7300,53.26
91,1.5302,57.49,1.7136,54.08
92,1.5259,57.30,1.7320,53.27
93,1.5232,57.36,1.7512,53.21
94,1.5253,57.41,1.7451,53.48
95,1.5252,57.30,1.7133,53.81
96,1.5201,57.55,1.7243,53.46
97,1.5204,57.68,1.7206,53.49
98,1.5202,57.62,1.7463,53.29
99,1.5162,57.62,1.7349,53.52
100,1.5135,57.58,1.7350,53.47
101,1.5146,57.46,1.7050,54.11
102,1.5136,57.73,1.7233,53.61
103,1.5100,57.56,1.7194,53.49
104,1.5022,57.98,1.7073,53.87
105,1.5065,57.76,1.7164,53.80
106,1.5072,57.51,1.7404,53.10
107,1.5073,57.68,1.7091,54.13
108,1.5061,57.96,1.7219,53.63
109,1.5039,58.16,1.7276,53.59
110,1.4994,58.08,1.7161,54.19
111,1.5004,57.94,1.7236,53.63
112,1.4985,58.22,1.7276,53.54
113,1.4991,58.22,1.7213,53.48
114,1.4989,57.96,1.7034,54.18
115,1.4995,57.80,1.7193,53.88
116,1.5016,57.82,1.7277,53.77
117,1.4954,58.10,1.7305,53.64
118,1.4978,57.79,1.7460,53.35
119,1.4987,57.83,1.7397,53.76
120,1.4904,58.22,1.7673,52.68
121,1.4560,59.22,1.6753,55.13
122,1.4541,59.06,1.6733,55.33
123,1.4457,59.41,1.6748,54.88
124,1.4434,59.50,1.6696,55.16
125,1.4471,59.33,1.6698,55.22
126,1.4382,59.70,1.6715,54.99
127,1.4476,59.46,1.6709,55.03
128,1.4448,59.26,1.6680,55.18
129,1.4400,59.66,1.6685,55.28
130,1.4457,59.42,1.6705,55.21
131,1.4399,59.66,1.6690,55.23
132,1.4447,59.37,1.6696,55.14
133,1.4415,59.37,1.6685,55.20
134,1.4401,59.51,1.6740,55.22
135,1.4391,59.67,1.6703,55.31
136,1.4390,59.58,1.6695,55.07
137,1.4391,59.55,1.6703,55.37
138,1.4384,59.70,1.6766,55.23
139,1.4407,59.46,1.6701,55.24
140,1.4452,59.47,1.6682,55.14
141,1.4396,59.71,1.6714,55.09
142,1.4365,59.50,1.6730,55.19
143,1.4389,59.46,1.6709,55.14
144,1.4350,59.69,1.6691,55.35
145,1.4410,59.38,1.6707,55.10
146,1.4343,59.62,1.6692,55.52
147,1.4323,59.85,1.6672,55.24
148,1.4327,59.68,1.6680,55.16
149,1.4360,59.49,1.6739,55.05
150,1.4330,59.87,1.6683,55.08
151,1.4349,59.79,1.6657,55.23
152,1.4299,59.62,1.6699,55.11
153,1.4348,59.77,1.6729,55.31
154,1.4376,59.47,1.6719,55.16
155,1.4369,59.57,1.6680,55.47
156,1.4344,59.77,1.6686,55.20
157,1.4308,59.68,1.6704,55.11
158,1.4341,59.80,1.6734,55.12
159,1.4346,59.74,1.6698,55.29
160,1.4304,59.92,1.6684,55.28
