phase,epoch,train_loss,train_acc,test_loss,test_acc
one-shot,1,0.3946,85.13,1.2287,66.97
one-shot,2,0.3384,86.09,1.2311,66.99
one-shot,3,0.3276,86.28,1.2403,67.39
one-shot,4,0.3188,86.58,1.2428,66.89
one-shot,5,0.3144,86.65,1.2344,67.29
one-shot,6,0.3103,86.78,1.2297,67.24
one-shot,7,0.3073,86.81,1.2243,67.21
one-shot,8,0.3045,87.02,1.2251,67.44
one-shot,9,0.3015,86.93,1.2259,67.49
one-shot,10,0.2987,87.09,1.2263,67.16
one-shot,11,0.2976,86.78,1.2223,67.37
one-shot,12,0.2974,86.97,1.2390,67.02
one-shot,13,0.2980,87.27,1.2347,67.52
one-shot,14,0.2946,87.15,1.2314,66.95
one-shot,15,0.2936,87.28,1.2341,67.26
one-shot,16,0.2944,87.18,1.2402,66.96
one-shot,17,0.2953,87.06,1.2348,67.28
one-shot,18,0.2947,86.98,1.2306,67.32
one-shot,19,0.2931,87.32,1.2339,67.42
one-shot,20,0.2936,87.23,1.2352,67.20
one-shot,21,0.2944,87.10,1.2454,67.14
one-shot,22,0.2921,87.34,1.2346,67.16
one-shot,23,0.2917,87.14,1.2233,67.31
one-shot,24,0.2896,87.55,1.2417,67.16
one-shot,25,0.2918,87.42,1.2356,67.01
one-shot,26,0.2928,87.09,1.2250,67.19
one-shot,27,0.2906,87.52,1.2267,67.36
one-shot,28,0.2875,87.60,1.2326,67.24
one-shot,29,0.2909,87.20,1.2469,67.04
one-shot,30,0.2902,87.40,1.2360,67.47
one-shot,31,0.2904,87.48,1.2266,67.35
one-shot,32,0.2913,87.46,1.2353,66.73
one-shot,33,0.2908,87.40,1.2348,67.22
one-shot,34,0.2901,87.47,1.2247,67.42
one-shot,35,0.2888,87.35,1.2390,66.69
one-shot,36,0.2905,87.44,1.2309,67.18
one-shot,37,0.2887,87.58,1.2258,67.17
one-shot,38,0.2864,87.64,1.2426,67.36
one-shot,39,0.2905,87.45,1.2474,66.50
one-shot,40,0.2885,87.51,1.2309,67.53
one-shot,41,0.2901,87.44,1.2400,67.27
one-shot,42,0.2896,87.48,1.2245,67.15
one-shot,43,0.2923,87.66,1.2259,67.41
one-shot,44,0.2877,87.71,1.2320,67.19
