epoch,train_loss,train_acc,test_loss,test_acc
1,2.9363,18.60,2.0145,23.54
2,1.9344,27.50,1.8414,31.27
3,1.7857,33.68,1.6730,37.69
4,1.6534,39.06,1.6816,41.14
5,1.5486,43.34,1.5439,43.91
6,1.4773,46.42,2.1175,36.55
7,1.4070,48.74,1.3529,49.98
8,1.3522,50.55,1.3235,52.14
9,1.2935,53.30,1.2738,54.55
10,1.2527,54.95,1.2621,55.01
11,1.2069,56.72,1.2487,56.03
12,1.1784,57.78,1.2305,56.79
13,1.1390,59.20,1.2130,57.28
14,1.1104,60.65,1.1709,58.20
15,1.0878,61.16,1.2959,55.60
16,1.0596,62.10,1.0699,61.87
17,1.0492,62.86,1.0276,63.55
18,1.0224,63.43,1.0706,62.89
19,1.0088,64.28,1.0798,61.83
20,0.9956,64.88,1.0613,62.78
21,0.9872,65.21,1.0746,62.36
22,0.9693,65.44,1.1496,59.98
23,0.9591,65.99,1.1012,61.33
24,0.9459,66.63,0.9613,66.19
25,0.9348,67.02,0.9820,65.07
26,0.9235,67.49,1.0211,64.30
27,0.9149,67.91,0.9735,66.14
28,0.9080,67.88,0.9856,65.92
29,0.8989,68.22,0.9408,66.82
30,0.8939,68.53,0.9796,66.33
31,0.8797,68.84,1.0790,63.19
32,0.8788,68.98,1.0685,63.78
33,0.8689,69.19,1.0132,65.44
34,0.8661,69.44,0.9838,66.12
35,0.8575,69.81,0.9023,68.43
36,0.8474,70.13,0.9277,67.49
37,0.8444,70.27,1.1209,62.94
38,0.8389,70.54,0.9267,67.42
39,0.8306,70.97,0.8575,69.88
40,0.8280,70.91,0.9099,68.50
41,0.8180,71.12,0.9717,66.80
42,0.8147,71.22,0.9026,68.74
43,0.8065,71.79,1.4308,56.87
44,0.8050,71.56,0.9764,67.52
45,0.7951,72.19,0.8667,69.49
46,0.7877,72.17,0.9320,68.46
47,0.7864,72.22,1.4673,55.42
48,0.7749,72.60,0.8703,70.07
49,0.7798,72.58,0.8979,69.07
50,0.7668,72.74,1.0873,63.51
51,0.7670,73.03,0.9395,67.86
52,0.7630,73.31,0.9213,68.11
53,0.7517,73.42,0.8223,71.38
54,0.7486,73.77,0.8503,70.27
55,0.7511,73.58,0.9037,69.39
56,0.7397,74.10,0.9199,68.18
57,0.7338,74.18,0.8708,69.92
58,0.7256,74.60,0.8901,69.94
59,0.7195,74.85,0.8142,72.44
60,0.7088,75.23,0.9296,68.62
61,0.7144,75.13,0.8807,69.97
62,0.7000,75.57,0.7743,73.53
63,0.6958,75.43,0.7841,73.53
64,0.6865,75.94,0.8503,71.24
65,0.6797,76.02,0.9616,68.36
66,0.6795,76.16,0.8387,72.38
67,0.6750,76.42,0.9043,70.54
68,0.6798,76.13,0.8610,71.52
69,0.6781,76.26,0.7900,72.76
70,0.6692,76.80,0.8704,70.59
71,0.6622,76.73,0.8762,70.70
72,0.6623,76.99,0.7825,73.60
73,0.6515,77.30,0.8067,73.47
74,0.6592,76.96,0.8325,72.45
75,0.6591,77.00,0.7917,73.42
76,0.6533,76.99,0.7545,74.55
77,0.6461,77.72,0.9598,69.05
78,0.6497,77.16,0.7840,73.50
79,0.6435,77.68,0.8096,71.63
80,0.6369,77.83,0.7591,74.17
81,0.5544,80.80,0.5751,80.44
82,0.5290,81.54,0.5688,80.51
83,0.5163,82.00,0.5636,80.72
84,0.5067,82.24,0.5529,80.93
85,0.5008,82.63,0.5591,80.97
86,0.4997,82.59,0.5634,80.63
87,0.4912,83.02,0.5493,81.14
88,0.4913,83.06,0.5532,81.08
89,0.4868,82.96,0.5585,80.89
90,0.4842,83.20,0.5527,81.06
91,0.4807,83.41,0.5478,80.98
92,0.4812,83.19,0.5508,81.26
93,0.4760,83.38,0.5432,81.42
94,0.4787,83.37,0.5433,81.12
95,0.4728,83.50,0.5524,80.98
96,0.4752,83.66,0.5439,81.46
97,0.4715,83.75,0.5353,81.71
98,0.4693,83.64,0.5407,81.63
99,0.4691,83.68,0.5427,81.59
100,0.4683,83.59,0.5519,81.16
101,0.4614,84.07,0.5431,81.57
102,0.4646,83.61,0.5527,81.51
103,0.4616,83.91,0.5491,81.32
104,0.4609,83.94,0.5399,81.67
105,0.4576,83.99,0.5444,81.63
106,0.4591,83.89,0.5386,81.63
107,0.4608,83.96,0.5633,80.94
108,0.4564,84.13,0.5524,81.42
