epoch,train_loss,train_acc,test_loss,test_acc
1,4.0107,8.35,3.8939,10.91
2,3.4391,16.26,3.4096,19.00
3,3.0699,23.16,3.2971,20.88
4,2.7933,28.28,2.9216,28.23
5,2.5803,32.43,2.7339,30.32
6,2.4196,35.80,2.6766,32.22
7,2.2794,39.15,2.5802,34.98
8,2.1734,41.47,2.3207,39.34
9,2.0814,43.55,2.2243,41.64
10,1.9944,45.54,2.1181,44.19
11,1.9379,46.72,2.0352,45.27
12,1.8817,47.96,2.0328,46.08
13,1.8421,49.04,2.1285,45.29
14,1.8047,50.18,2.2105,42.13
15,1.7586,51.01,2.1546,44.87
16,1.7291,51.88,2.1086,44.75
17,1.7008,52.81,1.9459,47.46
18,1.6775,53.17,2.0791,46.34
19,1.6623,53.40,2.1440,44.66
20,1.6378,54.09,2.2267,44.89
21,1.6145,54.57,1.9954,47.34
22,1.5998,54.95,1.9816,48.11
23,1.5759,55.59,1.8674,50.41
24,1.5593,55.80,1.9163,49.39
25,1.5413,56.19,1.9514,48.78
26,1.5391,56.52,1.9556,49.67
27,1.5225,56.79,1.9765,48.27
28,1.5036,57.13,1.9696,48.47
29,1.5026,57.22,1.9371,49.10
30,1.4864,58.00,1.9273,49.44
31,1.4720,57.84,1.9233,50.31
32,1.4662,58.43,1.7876,52.99
33,1.4587,58.58,1.9715,49.38
34,1.4395,59.06,1.9131,50.83
35,1.4280,59.26,1.9617,49.84
36,1.4389,58.98,2.0576,47.76
37,1.4211,59.38,1.8456,51.76
38,1.4107,59.44,2.1554,45.76
39,1.4019,59.71,1.8641,50.79
40,1.4014,59.89,1.8166,51.58
41,1.3984,59.92,1.7936,52.83
42,1.3813,60.27,1.9925,49.88
43,1.3783,60.32,1.9056,49.92
44,1.3814,60.68,1.9710,51.24
45,1.3742,60.65,1.7248,54.77
46,1.3609,61.02,1.8112,51.34
47,1.3596,60.99,1.8297,51.74
48,1.3558,61.10,1.7496,53.08
49,1.3467,61.02,1.6791,54.51
50,1.3405,61.63,2.0287,48.81
51,1.3409,61.42,1.8978,50.94
52,1.3346,61.51,1.8464,52.13
53,1.3351,61.42,1.8950,51.17
54,1.3199,61.62,1.9008,50.29
55,1.3283,61.63,1.7629,52.55
56,1.3167,61.95,1.7272,54.39
57,1.3110,62.25,2.0362,49.73
58,1.3097,62.15,1.8965,51.71
59,1.3020,62.39,1.9624,50.94
60,1.3021,62.24,1.8270,53.82
61,1.3029,62.40,1.8203,52.93
62,1.2992,62.32,1.8829,50.88
63,1.2978,62.30,1.8775,52.32
64,1.2900,62.49,1.6968,54.87
65,1.2858,62.86,1.8571,51.90
66,1.2865,62.84,1.8978,51.68
67,1.2858,62.78,1.7099,55.28
68,1.2841,62.77,1.7971,53.70
69,1.2799,62.95,1.8295,51.97
70,1.2713,63.04,1.9151,52.50
71,1.2682,63.09,1.9265,51.10
72,1.2709,62.92,1.8549,52.32
73,1.2593,63.43,1.7943,52.58
74,1.2670,63.26,1.7582,53.80
75,1.2688,63.23,1.9058,52.40
76,1.2604,63.49,1.7861,53.60
77,1.2579,63.29,1.7404,54.29
78,1.2493,63.88,1.7917,53.42
79,1.2430,63.72,1.8197,53.49
80,1.2504,63.74,1.9439,51.15
81,1.0081,70.61,1.3425,62.91
82,0.9461,72.15,1.3347,63.21
83,0.9177,73.16,1.3343,63.18
84,0.8995,73.55,1.3426,63.12
85,0.8879,73.81,1.3387,63.34
86,0.8827,74.00,1.3461,63.37
87,0.8770,73.96,1.3517,63.21
88,0.8671,74.34,1.3554,63.35
89,0.8586,74.41,1.3580,63.26
90,0.8504,74.72,1.3644,63.20
91,0.8537,74.76,1.3486,63.88
92,0.8455,74.78,1.3510,63.62
93,0.8368,75.02,1.3543,63.71
94,0.8364,75.28,1.3862,63.05
95,0.8389,75.08,1.3555,63.84
96,0.8286,75.22,1.3578,63.88
97,0.8261,75.34,1.3706,63.73
98,0.8217,75.49,1.3825,63.68
99,0.8193,75.50,1.3843,63.38
100,0.8147,75.62,1.3763,63.60
101,0.8172,75.48,1.3843,63.48
102,0.8141,75.48,1.3766,63.18
103,0.8123,75.76,1.3752,63.61
104,0.8029,75.86,1.3690,63.69
105,0.8010,76.03,1.3981,63.19
106,0.8044,75.86,1.3915,63.73
107,0.7982,75.86,1.3755,63.47
108,0.7933,76.08,1.4138,63.60
109,0.7938,76.22,1.4180,62.84
110,0.7913,76.20,1.3930,63.25
111,0.7939,76.16,1.4200,62.76
112,0.7896,75.97,1.3958,63.33
113,0.7882,76.17,1.3891,63.38
114,0.7841,76.32,1.4061,63.29
115,0.7835,76.43,1.4316,62.65
116,0.7820,76.28,1.4237,63.17
117,0.7774,76.44,1.4464,62.77
118,0.7807,76.50,1.4100,63.58
119,0.7825,76.08,1.4077,63.30
120,0.7760,76.42,1.4234,63.20
121,0.7347,77.92,1.3855,64.12
122,0.7218,78.20,1.3816,64.10
123,0.7174,78.38,1.3895,64.04
124,0.7150,78.48,1.3764,64.04
125,0.7194,78.39,1.3841,64.13
126,0.7114,78.70,1.3810,64.17
127,0.7180,78.29,1.3786,64.18
128,0.7132,78.58,1.3779,64.35
129,0.7107,78.53,1.3814,64.22
130,0.7112,78.76,1.3809,63.90
131,0.7135,78.55,1.3813,64.29
132,0.7073,78.67,1.3837,64.27
133,0.7088,78.68,1.3842,64.39
134,0.7066,78.56,1.3843,64.35
135,0.7067,78.59,1.3819,64.27
136,0.7114,78.49,1.3817,64.06
137,0.7045,78.82,1.3851,64.07
138,0.7050,78.70,1.3882,64.03
139,0.7066,78.65,1.3848,64.21
140,0.7037,78.88,1.3864,64.30
141,0.7041,78.78,1.3873,64.14
142,0.7005,78.87,1.3825,64.34
143,0.7045,78.85,1.3904,64.08
144,0.7064,78.62,1.3820,64.42
145,0.7002,78.86,1.3871,64.20
146,0.7029,78.66,1.3845,64.21
147,0.6966,78.92,1.3886,64.12
148,0.6998,78.93,1.3876,64.15
149,0.7034,78.87,1.3904,64.28
150,0.6988,79.00,1.3893,64.13
151,0.7013,78.84,1.3885,64.26
152,0.6968,78.84,1.3943,64.09
153,0.7002,78.90,1.3957,64.08
154,0.6972,78.90,1.3888,64.15
155,0.6937,79.17,1.3940,64.22
156,0.6962,78.82,1.3923,64.28
157,0.6959,78.81,1.3942,64.40
158,0.6989,78.88,1.3959,64.18
159,0.6965,78.84,1.3899,64.23
160,0.6937,78.86,1.3906,64.25
