epoch,train_loss,train_acc,test_loss,test_acc
1,1.6543,40.06,1.3778,50.80
2,1.1945,56.83,1.2768,55.34
3,0.9889,65.17,1.0129,64.74
4,0.8468,70.22,1.1392,63.73
5,0.7582,73.63,0.8302,71.64
6,0.7023,75.67,0.9169,70.40
7,0.6525,77.29,0.9626,69.66
8,0.6216,78.53,0.7370,75.22
9,0.5900,79.33,0.6914,76.41
10,0.5665,80.42,0.8698,72.89
11,0.5405,81.49,0.6308,78.40
12,0.5316,81.56,0.5862,80.24
13,0.5111,82.39,0.6540,77.68
14,0.5019,82.59,0.8952,73.15
15,0.4915,83.02,0.6685,77.32
16,0.4809,83.21,0.6160,79.59
17,0.4723,83.46,0.5174,82.53
18,0.4581,83.97,0.6092,80.10
19,0.4530,84.24,0.7042,77.71
20,0.4435,84.76,0.5373,82.40
21,0.4455,84.56,0.7046,77.17
22,0.4353,84.82,0.7176,77.48
23,0.4286,85.25,0.6982,78.91
24,0.4193,85.40,0.6331,79.74
25,0.4159,85.42,0.5332,82.20
26,0.4161,85.68,0.5529,81.61
27,0.4080,85.79,0.6332,80.08
28,0.4006,86.16,0.5922,81.06
29,0.3962,86.28,0.9111,72.81
30,0.3980,86.25,0.5992,81.31
31,0.3956,86.22,0.5554,81.92
32,0.3908,86.54,0.6029,81.24
33,0.3873,86.51,0.7057,78.56
34,0.3815,86.68,0.5687,81.72
35,0.3771,86.76,0.6020,81.29
36,0.3794,86.84,0.5351,82.74
37,0.3753,86.94,0.5085,83.43
38,0.3706,87.06,0.7174,79.71
39,0.3718,87.12,0.5197,83.22
40,0.3644,87.38,0.5129,83.69
41,0.3645,87.15,0.5413,83.17
42,0.3543,87.55,0.6701,79.92
43,0.3578,87.43,0.6261,80.07
44,0.3615,87.25,0.5150,83.63
45,0.3606,87.43,0.5164,82.78
46,0.3523,87.67,0.6144,80.03
47,0.3520,87.66,0.5844,81.47
48,0.3489,87.74,0.5897,81.94
49,0.3479,87.81,0.4962,83.73
50,0.3453,87.88,0.5128,82.80
51,0.3449,88.00,0.5437,82.34
52,0.3412,88.06,0.4963,83.86
53,0.3362,88.32,0.4614,84.79
54,0.3420,88.20,0.5212,83.31
55,0.3343,88.32,0.4766,84.47
56,0.3397,88.02,0.6562,79.54
57,0.3360,88.41,0.5513,83.17
58,0.3339,88.34,0.4980,83.62
59,0.3318,88.37,0.4954,83.72
60,0.3340,88.34,0.5948,81.70
61,0.3382,88.10,0.5814,81.80
62,0.3283,88.56,0.4278,85.87
63,0.3258,88.61,0.4992,84.08
64,0.3272,88.63,0.4491,84.97
65,0.3233,88.74,0.4802,84.42
66,0.3251,88.68,0.5201,83.68
67,0.3208,88.71,0.4587,84.38
68,0.3240,88.44,0.5691,81.95
69,0.3265,88.60,0.4440,85.29
70,0.3212,88.91,0.6576,79.47
71,0.3170,88.80,0.5901,81.43
72,0.3141,89.01,0.5893,82.06
73,0.3178,89.04,0.5422,82.44
74,0.3145,89.04,0.5756,82.21
75,0.3205,88.82,0.5689,82.24
76,0.3165,88.79,0.5545,82.25
77,0.3112,88.94,0.6903,78.79
78,0.3154,89.02,0.5214,83.87
79,0.3118,89.18,0.4682,84.42
80,0.3160,88.93,0.4830,84.48
81,0.2298,92.07,0.3322,89.28
82,0.1963,93.21,0.3287,89.37
83,0.1855,93.62,0.3222,89.46
84,0.1758,93.95,0.3350,89.28
85,0.1727,94.08,0.3220,89.68
86,0.1640,94.34,0.3343,89.33
87,0.1586,94.54,0.3374,89.36
88,0.1585,94.49,0.3292,89.77
89,0.1547,94.64,0.3362,89.41
90,0.1533,94.72,0.3317,89.63
91,0.1513,94.88,0.3404,89.47
92,0.1477,94.85,0.3412,89.52
93,0.1437,95.01,0.3399,89.55
94,0.1432,94.90,0.3527,89.42
95,0.1426,95.07,0.3421,89.72
96,0.1389,95.18,0.3555,89.45
97,0.1361,95.29,0.3539,89.43
98,0.1347,95.32,0.3549,89.63
99,0.1347,95.43,0.3531,89.58
100,0.1305,95.47,0.3542,89.40
101,0.1325,95.37,0.3568,89.63
102,0.1311,95.34,0.3496,89.42
103,0.1287,95.53,0.3511,89.37
104,0.1248,95.55,0.3579,89.46
105,0.1260,95.59,0.3629,89.17
106,0.1250,95.54,0.3671,89.18
107,0.1251,95.59,0.3648,89.62
108,0.1196,95.73,0.3791,89.05
109,0.1214,95.70,0.3741,89.40
110,0.1188,95.91,0.3647,89.38
111,0.1194,95.83,0.3728,89.48
112,0.1158,95.90,0.3718,89.60
113,0.1163,95.90,0.3787,89.52
114,0.1124,96.02,0.3822,89.46
115,0.1149,95.91,0.3735,89.45
116,0.1145,95.85,0.3854,89.44
117,0.1144,95.95,0.3741,89.43
118,0.1109,96.08,0.3757,89.29
119,0.1152,96.01,0.3755,89.54
120,0.1122,96.01,0.3844,89.36
121,0.0977,96.61,0.3693,89.75
122,0.0951,96.71,0.3687,89.83
123,0.0922,96.88,0.3715,89.83
124,0.0927,96.79,0.3720,89.84
125,0.0919,96.86,0.3730,89.80
126,0.0926,96.78,0.3713,89.83
127,0.0882,96.93,0.3691,89.80
128,0.0898,96.85,0.3707,89.84
129,0.0903,96.90,0.3722,89.77
130,0.0913,96.83,0.3745,89.71
131,0.0904,96.91,0.3719,89.73
132,0.0874,97.06,0.3718,89.74
133,0.0878,96.92,0.3731,89.85
134,0.0868,96.96,0.3713,89.74
135,0.0888,96.96,0.3743,89.72
136,0.0889,96.93,0.3748,89.67
137,0.0887,97.03,0.3765,89.72
138,0.0880,96.96,0.3729,89.94
139,0.0858,97.13,0.3742,89.76
140,0.0870,96.98,0.3749,89.73
141,0.0861,97.05,0.3743,89.98
142,0.0855,97.01,0.3778,89.72
143,0.0851,97.06,0.3759,89.90
144,0.0882,96.95,0.3774,89.81
145,0.0843,97.18,0.3789,89.72
146,0.0820,97.17,0.3781,89.76
147,0.0850,96.99,0.3752,89.76
148,0.0835,97.07,0.3788,89.80
149,0.0852,97.12,0.3742,89.95
150,0.0830,97.23,0.3761,89.82
151,0.0843,97.11,0.3800,89.89
152,0.0828,97.19,0.3807,89.83
153,0.0827,97.20,0.3851,89.62
154,0.0846,97.12,0.3810,89.75
155,0.0826,97.23,0.3811,89.79
156,0.0854,97.06,0.3825,89.76
157,0.0846,97.02,0.3838,89.80
158,0.0828,97.17,0.3768,89.93
159,0.0848,97.06,0.3785,89.91
160,0.0843,97.08,0.3807,89.65
