phase,epoch,train_loss,train_acc,test_loss,test_acc
dense_training,1,1.7423,34.07,1.5863,41.84
dense_training,2,1.2620,53.85,1.2411,57.41
dense_training,3,0.9869,64.80,0.9181,67.28
dense_training,4,0.8335,70.68,1.1122,63.49
dense_training,5,0.7449,74.25,1.2104,61.99
dense_training,6,0.6987,75.69,0.7758,74.17
dense_training,7,0.6564,77.32,0.8806,71.75
dense_training,8,0.6268,78.46,0.6451,78.14
dense_training,9,0.6109,79.02,0.8147,73.85
dense_training,10,0.5948,79.38,1.1438,66.07
dense_training,11,0.5773,80.30,0.8072,74.72
dense_training,12,0.5597,80.80,0.7100,77.17
dense_training,13,0.5590,80.92,0.6625,77.69
dense_training,14,0.5472,81.20,0.7667,74.67
dense_training,15,0.5430,81.48,0.7371,75.12
dense_training,16,0.5311,81.77,0.6852,77.35
dense_training,17,0.5253,82.02,0.7082,76.79
dense_training,18,0.5235,81.94,0.9245,72.36
dense_training,19,0.5054,82.60,0.8792,73.68
dense_training,20,0.5011,82.75,0.8537,73.36
dense_training,21,0.5045,82.70,0.7039,77.31
dense_training,22,0.4994,82.82,0.8928,70.59
dense_training,23,0.5017,82.84,0.7041,77.10
dense_training,24,0.4948,82.77,0.8366,71.76
dense_training,25,0.4965,82.97,0.7001,76.88
dense_training,26,0.4822,83.46,0.7853,74.80
dense_training,27,0.4798,83.58,0.9048,72.61
dense_training,28,0.4871,83.31,0.7540,75.76
dense_training,29,0.4851,83.41,0.5828,80.40
dense_training,30,0.4783,83.58,0.7397,75.89
dense_training,31,0.4796,83.41,0.6875,76.77
dense_training,32,0.4750,83.61,0.5562,81.01
dense_training,33,0.4752,83.82,1.1629,66.55
dense_training,34,0.4650,84.12,0.7083,76.62
dense_training,35,0.4700,83.79,0.5861,80.31
dense_training,36,0.4612,84.20,0.6309,79.38
dense_training,37,0.4625,83.96,0.7177,77.14
dense_training,38,0.4582,84.17,0.6183,79.10
dense_training,39,0.4597,84.20,0.5854,80.50
dense_training,40,0.4617,84.14,0.8555,74.94
dense_training,41,0.4589,84.18,0.6922,77.47
dense_training,42,0.4600,84.51,0.6581,77.92
dense_training,43,0.4534,84.55,0.6704,77.91
dense_training,44,0.4583,84.11,1.0532,69.86
dense_training,45,0.4570,84.24,0.5481,80.70
dense_training,46,0.4468,84.57,0.7626,75.54
dense_training,47,0.4529,84.55,0.7471,76.43
dense_training,48,0.4454,84.78,0.8012,75.41
dense_training,49,0.4525,84.46,0.5472,81.44
dense_training,50,0.4449,84.70,0.6254,79.24
dense_training,51,0.4502,84.57,0.6078,79.97
dense_training,52,0.4451,84.65,0.8176,73.07
dense_training,53,0.4458,84.66,0.6431,78.84
dense_training,54,0.4439,84.86,0.9400,70.97
dense_training,55,0.4460,84.67,0.8432,74.61
dense_training,56,0.4382,84.98,0.5657,80.85
dense_training,57,0.4393,84.66,0.6489,78.52
dense_training,58,0.4391,85.02,0.6261,78.19
dense_training,59,0.4446,84.64,0.8156,75.08
dense_training,60,0.4420,84.84,0.6180,79.43
dense_training,61,0.4404,84.99,0.5664,81.13
dense_training,62,0.4367,84.91,0.6903,77.09
dense_training,63,0.4363,85.02,0.7234,78.40
dense_training,64,0.4381,84.95,0.7184,76.46
dense_training,65,0.4362,85.08,0.5729,80.71
dense_training,66,0.4361,84.86,0.6275,79.78
dense_training,67,0.4371,84.82,0.6398,78.71
dense_training,68,0.4313,85.25,0.5642,81.16
dense_training,69,0.4335,85.12,0.5937,81.10
dense_training,70,0.4299,85.20,0.9074,73.18
dense_training,71,0.4287,85.50,0.5892,79.74
dense_training,72,0.4335,85.04,0.8505,72.61
dense_training,73,0.4347,85.17,0.7845,75.13
dense_training,74,0.4310,85.11,0.7702,74.73
dense_training,75,0.4288,85.26,0.5586,82.03
dense_training,76,0.4339,85.24,0.6378,78.89
dense_training,77,0.4257,85.32,0.5957,80.13
dense_training,78,0.4211,85.67,0.6538,78.60
dense_training,79,0.4368,85.20,0.5894,80.69
dense_training,80,0.4280,85.52,0.8289,74.84
dense_training,81,0.2773,90.62,0.3073,89.59
dense_training,82,0.2340,92.11,0.2949,90.11
dense_training,83,0.2167,92.65,0.2954,90.08
dense_training,84,0.2018,93.08,0.2896,90.31
dense_training,85,0.1877,93.70,0.2938,90.20
dense_training,86,0.1823,93.76,0.2871,90.34
dense_training,87,0.1750,93.93,0.2923,90.13
