phase,epoch,train_loss,train_acc,test_loss,test_acc
one-shot,1,0.2606,87.59,1.2133,67.57
one-shot,2,0.2594,87.59,1.2145,67.88
one-shot,3,0.2586,87.76,1.2203,67.62
one-shot,4,0.2566,87.79,1.2126,67.66
one-shot,5,0.2575,87.68,1.2194,67.85
one-shot,6,0.2565,87.76,1.2122,67.72
one-shot,7,0.2563,87.81,1.2180,67.83
one-shot,8,0.2567,87.94,1.2230,67.66
one-shot,9,0.2552,87.93,1.2196,67.67
one-shot,10,0.2539,87.98,1.2386,67.28
one-shot,11,0.2522,88.07,1.2122,67.58
one-shot,12,0.2545,87.94,1.2112,67.53
one-shot,13,0.2554,88.19,1.2176,67.56
one-shot,14,0.2538,88.09,1.2133,67.84
one-shot,15,0.2552,88.00,1.2168,67.76
one-shot,16,0.2544,88.02,1.2175,67.63
one-shot,17,0.2558,87.94,1.2255,67.27
one-shot,18,0.2555,88.08,1.2243,67.48
one-shot,19,0.2535,88.24,1.2170,67.74
one-shot,20,0.2553,88.14,1.2163,67.54
one-shot,21,0.2539,88.43,1.2137,67.53
one-shot,22,0.2540,88.26,1.2235,67.58
one-shot,23,0.2544,88.23,1.2173,67.65
one-shot,24,0.2545,88.17,1.2207,67.63
one-shot,25,0.2551,88.17,1.2174,67.76
one-shot,26,0.2560,88.14,1.2194,67.44
one-shot,27,0.2555,88.22,1.2205,67.57
one-shot,28,0.2534,88.34,1.2193,67.67
one-shot,29,0.2549,88.17,1.2085,67.56
one-shot,30,0.2563,88.09,1.2078,67.76
one-shot,31,0.2552,88.30,1.2245,67.84
one-shot,32,0.2543,88.36,1.2259,67.70
one-shot,33,0.2531,88.48,1.2213,67.29
one-shot,34,0.2576,88.16,1.2133,67.42
one-shot,35,0.2531,88.39,1.2210,67.44
one-shot,36,0.2554,88.43,1.2166,67.72
one-shot,37,0.2546,88.38,1.2063,67.96
one-shot,38,0.2548,88.21,1.2182,67.43
one-shot,39,0.2550,88.25,1.2249,67.16
one-shot,40,0.2555,88.28,1.2241,67.41
one-shot,41,0.2560,88.22,1.2103,67.64
one-shot,42,0.2561,88.32,1.2201,67.21
one-shot,43,0.2572,88.18,1.2303,67.33
one-shot,44,0.2552,88.25,1.2084,67.43
one-shot,45,0.2571,88.30,1.2207,67.54
one-shot,46,0.2565,88.40,1.2167,67.62
one-shot,47,0.2541,88.44,1.2222,67.46
one-shot,48,0.2561,88.41,1.2222,67.57
one-shot,49,0.2567,88.23,1.2213,67.59
one-shot,50,0.2598,88.06,1.2154,67.62
one-shot,51,0.2558,88.55,1.2227,67.44
one-shot,52,0.2561,88.35,1.2180,67.71
one-shot,53,0.2544,88.37,1.2159,67.70
one-shot,54,0.2556,88.31,1.2296,67.60
one-shot,55,0.2559,88.65,1.2282,67.70
one-shot,56,0.2538,88.49,1.2260,67.45
one-shot,57,0.2550,88.37,1.2177,67.41
one-shot,58,0.2535,88.62,1.2128,67.81
one-shot,59,0.2562,88.49,1.2252,67.53
one-shot,60,0.2532,88.52,1.2188,67.40
one-shot,61,0.2563,88.31,1.2107,67.64
one-shot,62,0.2549,88.52,1.2268,67.38
one-shot,63,0.2535,88.63,1.2344,67.58
one-shot,64,0.2547,88.43,1.2215,67.45
one-shot,65,0.2543,88.43,1.2144,67.61
one-shot,66,0.2536,88.66,1.2190,67.73
one-shot,67,0.2533,88.55,1.2315,67.45
one-shot,68,0.2524,88.62,1.2203,67.16
one-shot,69,0.2520,88.60,1.2186,67.65
one-shot,70,0.2546,88.50,1.2197,67.41
one-shot,71,0.2525,88.68,1.2102,67.75
one-shot,72,0.2530,88.74,1.2175,67.58
one-shot,73,0.2548,88.53,1.2145,67.56
one-shot,74,0.2516,88.50,1.2241,67.49
one-shot,75,0.2543,88.40,1.2189,67.45
one-shot,76,0.2512,88.88,1.2138,67.71
one-shot,77,0.2508,88.78,1.2116,67.63
one-shot,78,0.2538,88.59,1.2318,67.57
one-shot,79,0.2514,88.86,1.2214,67.34
one-shot,80,0.2529,88.67,1.2218,67.72
one-shot,81,0.2562,88.39,1.2222,67.46
one-shot,82,0.2505,88.72,1.2118,67.60
one-shot,83,0.2523,88.84,1.2195,67.71
one-shot,84,0.2509,88.77,1.2215,67.64
one-shot,85,0.2521,88.64,1.2211,67.53
one-shot,86,0.2527,88.58,1.2181,67.52
one-shot,87,0.2500,88.87,1.2271,67.45
one-shot,88,0.2503,88.65,1.2191,67.79
one-shot,89,0.2502,88.73,1.2140,67.88
one-shot,90,0.2496,88.82,1.2221,67.42
one-shot,91,0.2502,88.73,1.2153,67.50
one-shot,92,0.2481,88.90,1.2137,67.71
one-shot,93,0.2502,88.70,1.2319,67.60
one-shot,94,0.2486,88.88,1.2219,67.82
one-shot,95,0.2484,88.83,1.2183,67.44
one-shot,96,0.2507,88.75,1.2193,67.53
one-shot,97,0.2486,88.91,1.2216,67.75
one-shot,98,0.2458,89.01,1.2220,67.70
one-shot,99,0.2494,88.83,1.2209,67.73
one-shot,100,0.2484,88.70,1.2194,67.68
one-shot,101,0.2478,88.88,1.2072,67.85
one-shot,102,0.2457,89.05,1.2141,67.63
one-shot,103,0.2491,88.65,1.2227,67.59
one-shot,104,0.2468,88.95,1.2158,67.62
one-shot,105,0.2455,88.94,1.2166,67.93
one-shot,106,0.2482,88.67,1.2158,67.87
one-shot,107,0.2461,88.95,1.2117,67.96
one-shot,108,0.2466,88.75,1.2122,67.95
one-shot,109,0.2467,88.86,1.2073,67.75
one-shot,110,0.2472,88.80,1.2096,67.96
one-shot,111,0.2423,88.99,1.2072,67.93
one-shot,112,0.2431,89.17,1.2094,68.01
one-shot,113,0.2453,88.89,1.2125,67.67
one-shot,114,0.2432,89.05,1.2149,67.76
one-shot,115,0.2446,89.01,1.2114,67.78
