epoch,train_loss,train_acc,test_loss,test_acc
1,4.2114,5.69,3.9064,9.79
2,3.7228,11.60,3.5828,14.40
3,3.4159,16.94,3.3477,18.62
4,3.1204,22.52,3.0555,24.46
5,2.8736,27.04,2.9251,27.41
6,2.6379,31.83,2.7502,30.97
7,2.4422,35.79,2.5760,34.49
8,2.2848,39.19,2.5271,35.57
9,2.1604,41.87,2.3758,38.02
10,2.0684,43.89,2.2845,40.27
11,1.9714,46.19,2.1818,42.83
12,1.8955,47.96,2.0404,45.05
13,1.8346,49.15,1.9894,47.20
14,1.7895,50.29,2.1021,45.17
15,1.7399,51.87,1.9887,47.34
16,1.6952,52.85,2.1408,44.83
17,1.6600,53.53,2.0136,46.67
18,1.6329,54.22,1.9698,48.49
19,1.5976,54.99,2.0374,47.83
20,1.5705,55.85,2.0354,47.82
21,1.5369,56.74,1.9741,47.87
22,1.5211,56.90,1.9104,49.98
23,1.4976,57.66,1.9779,49.65
24,1.4788,57.96,2.0112,48.80
25,1.4708,58.08,2.3059,46.41
26,1.4376,58.88,2.1123,47.51
27,1.4309,58.98,1.8285,51.21
28,1.4191,59.53,1.9682,50.08
29,1.4004,59.86,1.7743,52.31
30,1.3815,60.17,1.8390,52.22
31,1.3780,60.89,2.0135,48.59
32,1.3737,60.69,1.8665,52.12
33,1.3566,61.09,1.9130,49.99
34,1.3459,61.30,1.8348,51.73
35,1.3312,61.86,2.2478,46.38
36,1.3281,61.82,1.8278,52.16
37,1.3148,62.29,1.8944,51.10
38,1.3068,62.41,1.9362,51.89
39,1.3065,62.46,1.8496,52.73
40,1.2918,62.69,1.7114,54.94
41,1.2856,62.80,1.9463,51.37
42,1.2842,63.01,1.7192,54.25
43,1.2741,62.98,1.9997,50.76
44,1.2709,63.22,1.8416,53.18
45,1.2573,63.53,1.8623,53.49
46,1.2591,63.37,1.8951,51.90
47,1.2449,63.61,1.6853,55.30
48,1.2486,63.66,1.8039,53.49
49,1.2397,63.61,1.9501,51.20
50,1.2243,64.52,1.7368,54.95
51,1.2210,64.14,1.8351,52.87
52,1.2245,64.40,1.8150,53.18
53,1.2137,64.44,1.7714,54.77
54,1.2087,64.92,1.7718,54.26
55,1.2076,64.90,1.7900,53.41
56,1.1926,65.20,1.7605,55.63
57,1.1893,65.20,1.9987,51.22
58,1.1941,65.22,1.7561,54.86
59,1.1893,65.28,1.7359,54.97
60,1.1932,65.16,1.6989,55.04
61,1.1766,65.38,1.7602,54.55
62,1.1750,65.68,1.6690,56.57
63,1.1816,65.51,1.7130,55.11
64,1.1790,65.57,1.7845,53.53
65,1.1690,65.68,1.7740,54.21
66,1.1678,65.59,1.9475,52.49
67,1.1655,65.97,1.8141,53.74
68,1.1552,65.86,1.7218,55.33
69,1.1610,66.03,1.9779,51.83
70,1.1562,65.97,1.9039,52.56
71,1.1542,65.98,2.0010,51.67
72,1.1430,66.40,1.7831,54.55
73,1.1403,66.56,1.9371,51.82
74,1.1398,66.76,1.7694,54.11
75,1.1447,66.36,1.7432,55.24
76,1.1369,66.44,1.8234,54.36
77,1.1371,66.62,1.6751,56.90
78,1.1325,66.57,1.7465,54.54
79,1.1345,66.64,1.8041,54.77
80,1.1335,66.54,1.7929,54.73
81,0.8767,74.07,1.3450,63.70
82,0.8033,76.37,1.3641,63.93
83,0.7744,77.17,1.3564,64.09
84,0.7584,77.35,1.3641,63.83
85,0.7446,77.68,1.3717,64.05
86,0.7349,78.05,1.3694,64.26
87,0.7212,78.60,1.3853,63.90
88,0.7140,78.68,1.3840,63.96
89,0.7096,78.66,1.3898,64.25
90,0.7044,78.87,1.3871,64.10
91,0.6951,79.09,1.4129,63.90
92,0.6911,79.23,1.4105,63.92
93,0.6838,79.32,1.4144,63.74
94,0.6794,79.46,1.4202,63.78
95,0.6726,79.76,1.4345,63.75
96,0.6728,79.83,1.4259,64.03
97,0.6629,79.79,1.4329,63.42
98,0.6603,79.90,1.4323,64.36
99,0.6565,80.07,1.4543,64.13
100,0.6574,79.96,1.4525,63.69
101,0.6482,80.33,1.4663,63.91
102,0.6533,80.04,1.4541,63.69
103,0.6393,80.52,1.4689,63.49
104,0.6396,80.56,1.4664,63.78
105,0.6352,80.50,1.4690,63.39
106,0.6306,80.62,1.4678,63.85
107,0.6336,80.72,1.4812,63.35
108,0.6291,80.88,1.4879,63.54
109,0.6257,80.77,1.4929,63.25
110,0.6204,81.12,1.4889,63.48
111,0.6216,81.12,1.4877,63.45
112,0.6189,80.92,1.4776,63.23
113,0.6191,80.93,1.4910,63.26
114,0.6153,81.22,1.5033,63.31
115,0.6134,81.28,1.4919,62.92
116,0.6140,81.10,1.5120,62.98
117,0.6034,81.35,1.5193,63.45
118,0.6049,81.21,1.5295,63.14
119,0.6021,81.47,1.5047,63.60
120,0.5965,81.59,1.5266,63.14
121,0.5621,82.77,1.4833,63.74
122,0.5538,82.99,1.4816,63.75
123,0.5429,83.45,1.4826,63.58
124,0.5378,83.57,1.4785,63.93
125,0.5378,83.49,1.4850,63.70
126,0.5352,83.65,1.4835,63.80
127,0.5336,83.75,1.4799,63.82
128,0.5340,83.64,1.4884,63.92
129,0.5331,83.72,1.4831,63.99
130,0.5380,83.68,1.4846,63.75
131,0.5329,83.74,1.4812,63.82
132,0.5337,83.64,1.4883,64.02
133,0.5340,83.58,1.4888,63.71
134,0.5332,83.82,1.4868,63.83
135,0.5266,83.93,1.4859,64.03
136,0.5300,83.89,1.4866,63.88
137,0.5287,83.89,1.4946,63.91
138,0.5317,83.83,1.4942,63.71
139,0.5249,84.05,1.4929,63.75
140,0.5274,83.98,1.4872,63.95
141,0.5252,84.02,1.4953,63.84
142,0.5254,84.03,1.5009,63.88
143,0.5240,83.97,1.4933,63.94
144,0.5253,83.80,1.4980,63.77
145,0.5252,84.02,1.5001,63.96
146,0.5258,83.98,1.5028,64.30
147,0.5217,84.09,1.5027,63.81
148,0.5229,83.94,1.5065,63.85
149,0.5187,84.15,1.4971,63.95
150,0.5218,84.02,1.5000,64.03
151,0.5241,84.03,1.5043,64.00
152,0.5202,84.17,1.5022,63.96
153,0.5185,84.26,1.5089,63.87
154,0.5189,84.06,1.5142,63.97
155,0.5231,84.12,1.5046,63.83
156,0.5193,84.25,1.5131,63.68
157,0.5187,84.20,1.5156,63.83
158,0.5148,84.21,1.5071,63.84
159,0.5194,84.19,1.5010,63.70
160,0.5171,84.17,1.5046,63.68
