epoch,train_loss,train_acc,test_loss,test_acc
1,4.2060,5.75,3.8431,10.11
2,3.6726,12.50,3.5141,16.19
3,3.3399,18.53,3.2008,20.90
4,3.0501,23.56,3.0777,24.17
5,2.7875,28.56,2.7705,29.10
6,2.5768,32.70,2.9045,29.71
7,2.4244,35.93,2.5595,34.14
8,2.2925,38.85,2.4208,37.05
9,2.1801,41.38,2.7511,33.50
10,2.1093,42.81,2.4290,38.62
11,2.0387,44.62,2.2168,41.48
12,1.9660,46.25,2.2449,41.55
13,1.9169,47.06,2.1815,43.05
14,1.8764,48.15,2.1635,43.83
15,1.8294,49.30,2.1708,44.66
16,1.7794,50.49,2.1140,44.48
17,1.7614,51.09,2.1199,44.36
18,1.7384,51.74,2.0633,46.33
19,1.7040,52.38,2.0671,45.91
20,1.6776,53.13,1.9979,46.52
21,1.6546,53.59,2.1318,46.33
22,1.6388,53.94,2.2576,44.26
23,1.6223,54.32,2.0567,47.26
24,1.5994,54.95,2.1306,46.41
25,1.5904,55.05,1.9332,49.60
26,1.5707,55.52,2.1685,46.42
27,1.5541,55.98,1.9115,49.79
28,1.5411,56.36,2.0058,48.42
29,1.5289,56.66,1.9643,49.26
30,1.5146,56.88,1.9907,48.92
31,1.5054,57.35,2.1041,46.29
32,1.4948,57.69,2.0453,48.18
33,1.4838,58.05,1.9305,49.40
34,1.4810,57.73,1.9959,48.18
35,1.4736,58.09,1.9387,48.95
36,1.4699,57.89,1.8957,49.65
37,1.4474,58.99,2.0293,49.36
38,1.4529,58.61,1.8905,50.82
39,1.4371,58.92,2.1939,46.30
40,1.4296,59.14,1.8493,51.36
41,1.4276,59.27,2.0734,48.58
42,1.4172,59.24,1.8845,51.28
43,1.4192,59.66,1.8362,51.48
44,1.4064,59.66,1.8341,51.70
45,1.3991,60.09,1.9707,49.97
46,1.3991,59.98,2.0693,47.70
47,1.3871,60.40,1.8350,51.32
48,1.3817,60.40,1.8806,51.51
49,1.3833,60.43,1.8629,50.62
50,1.3692,60.61,1.8161,52.42
51,1.3690,60.52,1.7444,53.58
52,1.3696,60.66,1.8302,51.91
53,1.3629,60.63,1.8274,53.19
54,1.3589,61.13,2.0759,47.19
55,1.3575,61.06,1.8616,51.60
56,1.3530,61.28,1.8818,52.22
57,1.3374,61.30,1.9186,51.43
58,1.3420,61.50,1.8407,52.21
59,1.3342,61.59,1.8054,53.55
60,1.3391,61.38,2.0386,49.66
61,1.3340,61.65,1.8409,51.48
62,1.3358,61.45,1.8087,53.60
63,1.3339,61.36,1.7340,53.90
64,1.3268,62.02,1.7276,53.51
65,1.3234,61.91,1.7533,54.52
66,1.3192,61.99,1.8429,52.81
67,1.3129,61.90,1.9991,49.84
68,1.3083,62.06,1.7787,53.88
69,1.3175,61.68,2.1620,46.84
70,1.3042,62.31,1.9967,50.34
71,1.3030,62.40,1.7653,54.46
72,1.3048,62.22,2.0255,50.25
73,1.2946,62.49,1.9000,51.70
74,1.3073,62.31,1.7063,54.54
75,1.2916,62.60,1.8838,50.53
76,1.2919,62.47,1.9877,51.37
77,1.2978,62.53,1.8641,52.91
78,1.2863,62.56,1.9851,50.97
79,1.2977,62.40,1.7271,55.01
80,1.2830,62.79,1.8103,53.48
81,1.0482,69.58,1.3631,62.15
82,0.9770,71.55,1.3688,62.84
83,0.9535,72.02,1.3623,62.77
84,0.9390,72.52,1.3709,62.53
85,0.9281,72.67,1.3688,63.19
86,0.9164,72.98,1.3538,63.10
87,0.9071,73.30,1.3738,62.82
88,0.9024,73.44,1.3683,62.94
89,0.8914,73.51,1.3780,62.79
90,0.8881,73.73,1.3918,62.66
91,0.8828,73.70,1.3883,62.86
92,0.8787,73.93,1.3919,62.49
93,0.8730,74.15,1.3762,62.99
94,0.8651,74.62,1.3819,63.14
95,0.8654,74.02,1.4055,62.50
96,0.8647,74.31,1.3920,62.78
97,0.8539,74.48,1.3971,62.56
98,0.8544,74.55,1.3984,62.82
99,0.8536,74.51,1.3921,63.26
100,0.8491,74.70,1.3933,62.75
101,0.8467,74.72,1.3977,62.76
102,0.8439,74.97,1.4194,62.99
103,0.8408,74.83,1.4063,62.95
104,0.8394,74.78,1.4099,62.82
105,0.8366,75.09,1.4150,62.85
106,0.8328,74.88,1.4202,62.59
107,0.8278,75.20,1.4158,63.11
108,0.8274,75.23,1.4188,62.75
109,0.8244,75.18,1.4234,62.88
110,0.8239,75.33,1.4247,62.84
111,0.8204,75.63,1.4188,62.73
112,0.8171,75.47,1.4317,62.62
113,0.8205,75.43,1.4265,62.96
114,0.8180,75.39,1.4273,62.72
115,0.8130,75.46,1.4257,62.67
116,0.8103,75.77,1.4358,62.62
117,0.8120,75.50,1.4375,62.54
118,0.8063,75.78,1.4405,62.85
119,0.8108,75.52,1.4435,62.73
120,0.8031,75.93,1.4433,62.37
121,0.7691,76.87,1.3952,63.44
122,0.7582,77.32,1.4003,63.71
123,0.7529,77.41,1.4015,63.52
124,0.7485,77.52,1.3956,63.81
125,0.7460,77.53,1.4057,63.69
126,0.7410,77.70,1.4027,63.56
127,0.7416,77.64,1.4041,63.57
128,0.7427,77.73,1.4078,63.44
129,0.7436,77.63,1.4075,63.59
130,0.7444,77.74,1.4073,63.71
131,0.7411,77.72,1.4046,63.52
132,0.7395,77.69,1.4029,63.72
133,0.7426,77.63,1.4136,63.43
134,0.7438,77.67,1.4072,63.71
135,0.7388,77.68,1.4044,63.90
136,0.7388,77.83,1.4057,63.63
137,0.7412,77.53,1.4110,63.74
138,0.7371,77.90,1.4128,63.84
139,0.7342,77.80,1.4078,63.84
140,0.7369,77.88,1.4089,63.67
141,0.7308,78.05,1.4100,63.66
142,0.7309,78.06,1.4140,63.56
143,0.7340,77.97,1.4088,63.63
144,0.7388,77.81,1.4106,63.41
145,0.7375,77.88,1.4079,63.82
146,0.7305,77.92,1.4113,63.78
