phase,epoch,train_loss,train_acc,test_loss,test_acc
one-shot,1,0.0558,98.40,0.2789,91.42
one-shot,2,0.0519,98.55,0.2806,91.49
one-shot,3,0.0520,98.57,0.2793,91.66
one-shot,4,0.0511,98.62,0.2742,91.67
one-shot,5,0.0503,98.57,0.2775,91.65
one-shot,6,0.0482,98.75,0.2832,91.67
one-shot,7,0.0480,98.70,0.2779,91.69
one-shot,8,0.0493,98.62,0.2812,91.48
one-shot,9,0.0482,98.66,0.2790,91.83
one-shot,10,0.0477,98.68,0.2806,91.55
one-shot,11,0.0457,98.75,0.2780,91.74
one-shot,12,0.0460,98.74,0.2770,91.82
one-shot,13,0.0443,98.80,0.2826,91.68
one-shot,14,0.0454,98.82,0.2860,91.64
one-shot,15,0.0459,98.71,0.2806,91.65
one-shot,16,0.0435,98.84,0.2818,91.86
one-shot,17,0.0431,98.78,0.2819,91.68
one-shot,18,0.0422,98.86,0.2813,91.77
one-shot,19,0.0446,98.76,0.2779,91.84
one-shot,20,0.0439,98.86,0.2814,91.85
one-shot,21,0.0431,98.83,0.2841,91.61
one-shot,22,0.0410,99.00,0.2895,91.55
one-shot,23,0.0424,98.83,0.2827,91.86
one-shot,24,0.0419,98.87,0.2884,91.67
one-shot,25,0.0447,98.71,0.2927,91.62
one-shot,26,0.0400,98.89,0.2845,91.72
one-shot,27,0.0414,98.88,0.2872,91.76
one-shot,28,0.0409,98.92,0.2846,92.00
one-shot,29,0.0390,99.03,0.2830,91.90
one-shot,30,0.0404,98.86,0.2896,91.59
one-shot,31,0.0414,98.88,0.2881,91.75
one-shot,32,0.0385,98.99,0.2807,91.80
one-shot,33,0.0396,98.94,0.2827,91.73
one-shot,34,0.0390,98.97,0.2823,91.85
one-shot,35,0.0394,98.97,0.2875,91.82
one-shot,36,0.0382,99.02,0.2878,91.75
one-shot,37,0.0372,99.06,0.2868,91.75
one-shot,38,0.0357,99.07,0.2899,91.89
one-shot,39,0.0370,99.05,0.2879,91.84
one-shot,40,0.0379,98.96,0.2897,91.77
one-shot,41,0.0368,99.03,0.2878,91.69
one-shot,42,0.0366,99.06,0.2930,91.76
one-shot,43,0.0369,99.03,0.2898,91.67
one-shot,44,0.0387,98.93,0.2882,91.88
one-shot,45,0.0370,99.03,0.2883,91.91
one-shot,46,0.0362,99.05,0.2903,91.82
one-shot,47,0.0364,99.08,0.2889,91.83
one-shot,48,0.0356,99.07,0.2924,91.69
one-shot,49,0.0356,99.09,0.2905,91.77
