epoch,train_loss,train_acc,test_loss,test_acc
1,1.9036,31.24,1.6275,39.17
2,1.4641,46.59,1.4702,48.06
3,1.2521,54.58,1.2892,54.68
4,1.0988,60.34,1.1166,60.47
5,0.9987,64.43,1.0539,62.93
6,0.9314,66.68,1.1033,63.04
7,0.8665,69.22,1.1579,62.36
8,0.8113,71.31,0.9038,68.87
9,0.7727,72.98,1.0429,64.72
10,0.7412,74.10,0.7734,73.03
11,0.7225,74.84,0.8615,71.33
12,0.7017,75.57,0.7403,74.59
13,0.6889,76.02,0.8812,71.97
14,0.6657,76.91,0.8562,71.47
15,0.6565,77.04,0.8064,73.01
16,0.6371,77.85,0.8126,73.10
17,0.6320,78.02,0.7372,74.66
18,0.6326,78.07,0.9288,70.62
19,0.6187,78.52,0.6955,77.28
20,0.6064,78.77,0.8953,71.51
21,0.6038,79.20,0.7828,74.90
22,0.5988,79.25,0.7493,75.01
23,0.5882,79.64,0.8434,73.19
24,0.5799,79.91,0.7794,74.53
25,0.5784,80.09,0.6258,78.54
26,0.5774,79.88,0.7857,74.64
27,0.5670,80.32,0.9768,69.58
28,0.5613,80.62,0.6177,79.14
29,0.5587,80.45,0.7001,76.50
30,0.5602,80.61,0.6692,77.75
31,0.5612,80.65,0.7575,74.77
32,0.5513,80.85,0.6673,77.88
33,0.5469,80.99,0.7639,75.56
34,0.5393,81.37,0.6405,78.69
35,0.5329,81.42,0.6699,78.40
36,0.5354,81.41,0.7959,75.43
37,0.5338,81.52,0.6698,77.77
38,0.5304,81.60,0.7992,73.48
39,0.5270,81.69,0.7188,76.82
40,0.5292,81.64,0.6333,79.40
41,0.5231,82.06,1.2589,67.41
42,0.5196,81.93,0.8232,73.83
43,0.5193,81.87,0.6981,77.13
44,0.5197,81.96,0.6186,79.27
45,0.5128,82.12,0.7187,76.58
46,0.5160,82.34,0.6931,77.36
47,0.5144,82.06,0.6438,78.24
48,0.5045,82.53,0.6620,77.81
49,0.5069,82.41,0.6496,78.63
50,0.5032,82.45,0.7545,75.97
51,0.5005,82.67,0.7433,76.71
52,0.4959,82.81,0.7380,75.91
53,0.4994,82.56,0.7125,75.78
