phase,epoch,train_loss,train_acc,test_loss,test_acc
initial_training,1,0.7049,50.00,0.6933,50.00
one-shot,1,0.3135,64.00,0.6932,50.00
iter-1,1,0.5677,76.00,0.6931,50.00
iter-2,1,0.5632,77.00,0.6931,50.00
iter-3,1,0.5140,82.00,0.6931,50.00
iter-4,1,0.4906,83.00,0.6931,50.00
iter-5,1,0.4718,83.00,0.6931,50.00
iter-6,1,0.4519,83.00,0.6931,50.00
iter-7,1,0.4331,86.00,0.6932,50.00
iter-8,1,0.4236,85.00,0.6932,50.00
iter-9,1,0.4098,86.00,0.6932,50.00
iter-10,1,0.3912,87.00,0.6933,50.00
