iteration,epoch,sparsity,remaining_weights,train_loss,train_acc,test_loss,test_acc
0,1,0.0000,1.0000,4.0860,6.69,3.8345,10.33
0,2,0.0000,1.0000,3.6212,13.20,3.4932,15.36
0,3,0.0000,1.0000,3.2524,19.63,3.2355,20.14
0,4,0.0000,1.0000,2.9173,26.01,3.0102,25.50
0,5,0.0000,1.0000,2.6591,30.86,2.9736,28.78
0,6,0.0000,1.0000,2.4673,34.81,2.9558,26.65
0,7,0.0000,1.0000,2.3054,38.56,2.5287,35.76
0,8,0.0000,1.0000,2.1764,40.82,2.3812,36.50
0,9,0.0000,1.0000,2.0844,43.28,2.4731,36.83
0,10,0.0000,1.0000,2.0292,44.56,2.4628,38.50
0,11,0.0000,1.0000,1.9609,46.20,2.4017,38.40
0,12,0.0000,1.0000,1.9176,47.12,2.1120,44.04
0,13,0.0000,1.0000,1.8750,48.11,2.4525,38.42
0,14,0.0000,1.0000,1.8477,49.01,2.1582,42.86
0,15,0.0000,1.0000,1.8182,49.57,2.2926,40.40
0,16,0.0000,1.0000,1.7916,50.36,2.0277,46.48
0,17,0.0000,1.0000,1.7742,50.65,2.1795,43.82
0,18,0.0000,1.0000,1.7505,51.42,2.0942,44.38
0,19,0.0000,1.0000,1.7275,51.97,2.1200,44.08
0,20,0.0000,1.0000,1.7208,52.11,2.1697,43.38
0,21,0.0000,1.0000,1.6903,52.82,2.0354,45.59
0,22,0.0000,1.0000,1.6854,52.91,2.0789,45.48
0,23,0.0000,1.0000,1.6750,53.12,2.1822,43.28
0,24,0.0000,1.0000,1.6630,53.45,2.0971,45.29
0,25,0.0000,1.0000,1.6499,53.67,2.2562,42.40
0,26,0.0000,1.0000,1.6405,53.85,2.2196,43.85
0,27,0.0000,1.0000,1.6311,53.92,2.0336,46.97
0,28,0.0000,1.0000,1.6276,54.21,2.1890,43.54
0,29,0.0000,1.0000,1.6168,54.49,2.1215,44.89
0,30,0.0000,1.0000,1.6016,55.00,2.2066,43.79
0,31,0.0000,1.0000,1.5888,55.48,2.0244,46.54
0,32,0.0000,1.0000,1.5815,55.62,2.3656,42.29
0,33,0.0000,1.0000,1.5799,55.44,2.0537,45.44
0,34,0.0000,1.0000,1.5625,55.98,2.1156,47.19
0,35,0.0000,1.0000,1.5652,55.88,2.1039,45.22
0,36,0.0000,1.0000,1.5575,56.03,1.8886,48.45
0,37,0.0000,1.0000,1.5360,56.66,1.8505,49.64
0,38,0.0000,1.0000,1.5528,56.16,1.9071,47.82
0,39,0.0000,1.0000,1.5315,56.50,2.0317,46.74
0,40,0.0000,1.0000,1.5257,56.94,2.1512,45.10
0,41,0.0000,1.0000,1.5190,57.06,2.2325,44.21
0,42,0.0000,1.0000,1.5226,56.74,2.0626,46.97
0,43,0.0000,1.0000,1.5183,56.94,2.0053,47.70
0,44,0.0000,1.0000,1.5004,57.35,2.1793,46.17
0,45,0.0000,1.0000,1.4967,57.77,1.9025,50.15
0,46,0.0000,1.0000,1.4921,57.79,2.3518,43.15
0,47,0.0000,1.0000,1.4871,57.86,1.9666,48.27
0,48,0.0000,1.0000,1.4765,58.45,1.9307,48.71
0,49,0.0000,1.0000,1.4752,58.12,2.0003,48.46
0,50,0.0000,1.0000,1.4717,58.16,2.0222,48.82
0,51,0.0000,1.0000,1.4599,58.52,1.8265,51.21
0,52,0.0000,1.0000,1.4612,58.51,1.7959,52.15
0,53,0.0000,1.0000,1.4448,58.94,2.2113,45.31
0,54,0.0000,1.0000,1.4304,59.42,1.9686,48.69
0,55,0.0000,1.0000,1.4291,59.42,1.8570,50.77
0,56,0.0000,1.0000,1.4312,59.32,1.9227,50.18
0,57,0.0000,1.0000,1.4141,59.67,1.7466,52.94
0,58,0.0000,1.0000,1.4143,59.65,1.8386,51.64
0,59,0.0000,1.0000,1.4049,59.84,2.1611,47.87
0,60,0.0000,1.0000,1.4018,59.98,2.2639,45.27
0,61,0.0000,1.0000,1.3899,60.18,1.7921,52.24
0,62,0.0000,1.0000,1.3827,60.56,1.8114,52.74
0,63,0.0000,1.0000,1.3779,60.44,1.8756,50.91
0,64,0.0000,1.0000,1.3749,60.83,1.8689,51.42
0,65,0.0000,1.0000,1.3716,60.70,1.8927,49.94
0,66,0.0000,1.0000,1.3662,60.67,2.0680,48.49
0,67,0.0000,1.0000,1.3561,61.17,1.7142,53.22
0,68,0.0000,1.0000,1.3459,61.64,1.8041,52.20
0,69,0.0000,1.0000,1.3259,61.87,1.6732,54.10
0,70,0.0000,1.0000,1.3353,61.76,1.7290,53.62
0,71,0.0000,1.0000,1.3262,62.02,1.7117,53.89
0,72,0.0000,1.0000,1.3205,61.97,1.7402,52.97
0,73,0.0000,1.0000,1.3170,62.15,1.8781,52.37
0,74,0.0000,1.0000,1.2976,62.54,1.6847,54.48
0,75,0.0000,1.0000,1.2933,62.29,1.7050,53.78
0,76,0.0000,1.0000,1.2904,62.85,2.0569,47.89
0,77,0.0000,1.0000,1.2806,63.09,1.9157,50.41
0,78,0.0000,1.0000,1.2660,63.57,1.8284,52.49
0,79,0.0000,1.0000,1.2605,63.43,1.6460,55.58
0,80,0.0000,1.0000,1.2611,63.48,1.6928,54.67
0,81,0.0000,1.0000,1.2440,64.16,1.6903,55.34
0,82,0.0000,1.0000,1.2375,64.42,1.9390,51.53
0,83,0.0000,1.0000,1.2277,64.33,1.6688,55.20
0,84,0.0000,1.0000,1.2219,64.33,1.7652,53.40
0,85,0.0000,1.0000,1.1999,65.06,1.8428,53.06
0,86,0.0000,1.0000,1.2027,65.27,1.6702,55.36
0,87,0.0000,1.0000,1.1944,65.36,1.9962,51.41
0,88,0.0000,1.0000,1.1848,65.66,1.7354,53.92
0,89,0.0000,1.0000,1.1708,65.86,1.6622,57.00
0,90,0.0000,1.0000,1.1721,65.93,1.6186,57.15
0,91,0.0000,1.0000,1.1590,66.14,1.5617,57.94
0,92,0.0000,1.0000,1.1476,66.55,1.7552,53.89
0,93,0.0000,1.0000,1.1357,66.96,1.6035,56.87
0,94,0.0000,1.0000,1.1339,66.80,1.7218,54.49
0,95,0.0000,1.0000,1.1168,67.42,1.5827,57.58
0,96,0.0000,1.0000,1.1145,67.31,1.5662,57.11
0,97,0.0000,1.0000,1.1007,67.84,1.5549,57.67
0,98,0.0000,1.0000,1.0859,68.32,1.4555,60.40
0,99,0.0000,1.0000,1.0748,68.48,1.6299,57.30
0,100,0.0000,1.0000,1.0673,68.77,1.6015,56.73
0,101,0.0000,1.0000,1.0567,69.05,1.6695,56.76
0,102,0.0000,1.0000,1.0449,69.19,1.5702,57.79
0,103,0.0000,1.0000,1.0339,69.63,1.5109,59.17
0,104,0.0000,1.0000,1.0283,69.75,1.4948,58.74
0,105,0.0000,1.0000,1.0085,70.28,1.4888,59.49
0,106,0.0000,1.0000,1.0067,70.41,1.5263,58.97
0,107,0.0000,1.0000,0.9905,70.98,1.5660,58.98
0,108,0.0000,1.0000,0.9779,71.12,1.4678,59.67
0,109,0.0000,1.0000,0.9663,71.45,1.4785,59.80
0,110,0.0000,1.0000,0.9607,71.67,1.4504,60.85
0,111,0.0000,1.0000,0.9370,72.24,1.4199,61.13
0,112,0.0000,1.0000,0.9336,72.39,1.4415,60.56
0,113,0.0000,1.0000,0.9218,72.61,1.5044,59.81
0,114,0.0000,1.0000,0.9036,73.12,1.4768,60.58
0,115,0.0000,1.0000,0.8984,73.17,1.4333,61.38
0,116,0.0000,1.0000,0.8784,73.85,1.5260,59.37
0,117,0.0000,1.0000,0.8693,74.28,1.3971,62.08
0,118,0.0000,1.0000,0.8491,74.82,1.4434,61.23
0,119,0.0000,1.0000,0.8399,75.11,1.3560,62.72
0,120,0.0000,1.0000,0.8237,75.40,1.3787,63.54
0,121,0.0000,1.0000,0.8154,75.55,1.3687,62.83
0,122,0.0000,1.0000,0.8042,76.16,1.3680,62.46
0,123,0.0000,1.0000,0.7824,76.68,1.3968,61.94
0,124,0.0000,1.0000,0.7740,77.06,1.3154,64.30
0,125,0.0000,1.0000,0.7611,77.37,1.3304,64.11
0,126,0.0000,1.0000,0.7456,77.70,1.2659,64.32
0,127,0.0000,1.0000,0.7338,78.36,1.3178,63.85
0,128,0.0000,1.0000,0.7169,78.59,1.2982,64.53
0,129,0.0000,1.0000,0.6994,79.11,1.2861,64.74
0,130,0.0000,1.0000,0.6928,79.37,1.3513,63.52
0,131,0.0000,1.0000,0.6721,79.84,1.2737,64.72
0,132,0.0000,1.0000,0.6536,80.26,1.3155,64.52
0,133,0.0000,1.0000,0.6439,80.82,1.2970,65.13
0,134,0.0000,1.0000,0.6328,81.11,1.2794,64.93
0,135,0.0000,1.0000,0.6167,81.46,1.2691,66.16
0,136,0.0000,1.0000,0.6024,82.21,1.2310,66.35
0,137,0.0000,1.0000,0.5891,82.31,1.2771,66.47
0,138,0.0000,1.0000,0.5745,83.06,1.2469,66.15
0,139,0.0000,1.0000,0.5605,83.36,1.2365,66.60
0,140,0.0000,1.0000,0.5546,83.57,1.2330,66.30
0,141,0.0000,1.0000,0.5373,84.14,1.2271,66.92
0,142,0.0000,1.0000,0.5254,84.58,1.2249,67.11
0,143,0.0000,1.0000,0.5104,85.03,1.2081,67.50
0,144,0.0000,1.0000,0.4991,85.56,1.2170,67.33
0,145,0.0000,1.0000,0.4910,85.85,1.2130,67.17
0,146,0.0000,1.0000,0.4758,86.39,1.2144,67.68
0,147,0.0000,1.0000,0.4692,86.57,1.2098,67.65
0,148,0.0000,1.0000,0.4581,86.94,1.2030,67.65
0,149,0.0000,1.0000,0.4480,87.31,1.2051,67.54
0,150,0.0000,1.0000,0.4467,87.43,1.2000,67.63
0,151,0.0000,1.0000,0.4344,87.88,1.1910,67.78
0,152,0.0000,1.0000,0.4315,87.97,1.1914,68.07
0,153,0.0000,1.0000,0.4260,88.03,1.1965,67.79
0,154,0.0000,1.0000,0.4193,88.23,1.1992,67.74
0,155,0.0000,1.0000,0.4186,88.34,1.1974,67.74
0,156,0.0000,1.0000,0.4174,88.49,1.1939,67.95
0,157,0.0000,1.0000,0.4118,88.60,1.1985,67.60
0,158,0.0000,1.0000,0.4134,88.42,1.1927,67.86
0,159,0.0000,1.0000,0.4084,88.69,1.1932,67.86
0,160,0.0000,1.0000,0.4048,88.90,1.1949,67.90
1,1,0.0689,0.9311,4.0862,6.38,3.8418,9.71
1,2,0.0689,0.9311,3.6339,13.02,3.5393,14.49
