phase,epoch,train_loss,train_acc,test_loss,test_acc
search,1,2.4010,16.70,2.0629,20.51
search,2,1.8849,27.63,1.7347,33.54
search,3,1.6413,38.21,1.5367,43.82
search,4,1.4521,46.53,1.3409,50.70
search,5,1.2988,52.77,1.3781,49.93
search,6,1.1573,58.53,1.1529,59.75
search,7,1.0277,63.58,1.0880,61.79
search,8,0.9316,67.15,1.0312,65.38
search,9,0.8504,69.89,1.2398,61.06
search,10,0.7827,72.51,0.9518,67.52
finetune,1,1.7650,32.95,1.7420,37.69
finetune,2,1.4332,47.33,1.4879,47.06
finetune,3,1.2999,52.53,1.2371,54.78
finetune,4,1.2308,55.56,1.2745,53.85
finetune,5,1.1902,56.90,1.5043,49.13
finetune,6,1.1652,57.68,1.2652,54.72
finetune,7,1.1298,59.17,1.1733,57.85
finetune,8,1.1128,59.86,1.1954,56.64
finetune,9,1.0959,60.64,1.2116,58.05
finetune,10,1.0746,61.59,1.3492,54.17
finetune,11,1.0668,61.84,1.5612,48.80
finetune,12,1.0478,62.52,1.3393,55.56
finetune,13,1.0478,62.22,1.2277,58.11
finetune,14,1.0318,63.06,1.1979,59.96
finetune,15,1.0229,63.33,1.4986,55.22
finetune,16,1.0093,63.97,1.0608,62.73
finetune,17,1.0078,63.85,1.3775,57.18
finetune,18,0.9895,64.70,1.2041,58.23
finetune,19,0.9930,64.65,1.2510,58.21
finetune,20,0.9828,64.98,1.2133,57.20
finetune,21,0.9795,64.81,1.4186,54.91
finetune,22,0.9725,65.27,1.0638,62.96
finetune,23,0.9700,65.51,1.1760,58.35
finetune,24,0.9620,65.70,1.2916,58.42
finetune,25,0.9502,65.96,1.0685,61.78
finetune,26,0.9504,66.09,1.0469,63.48
finetune,27,0.9395,66.29,1.1013,60.54
finetune,28,0.9410,66.37,1.2992,56.20
finetune,29,0.9334,66.48,1.1290,60.30
finetune,30,0.9355,66.82,1.6393,51.50
finetune,31,0.9264,66.99,0.9916,64.91
finetune,32,0.9234,67.26,1.0975,63.82
finetune,33,0.9235,66.96,1.1421,60.57
finetune,34,0.9148,67.82,1.1666,59.78
finetune,35,0.9135,67.39,1.3107,59.57
finetune,36,0.9127,67.46,1.1404,61.62
finetune,37,0.9137,67.33,0.9545,65.92
finetune,38,0.9031,67.76,1.1240,61.96
finetune,39,0.9033,67.89,1.0365,63.92
finetune,40,0.9023,68.01,1.0305,64.80
finetune,41,0.8880,68.45,0.9325,66.93
finetune,42,0.8982,68.18,0.9859,64.85
finetune,43,0.8942,68.35,1.1493,62.54
finetune,44,0.8905,68.52,1.1008,64.11
finetune,45,0.8925,68.13,1.0633,62.89
finetune,46,0.8870,68.55,0.9928,65.60
finetune,47,0.8830,68.71,0.9649,66.38
finetune,48,0.8776,69.01,1.3308,59.71
finetune,49,0.8832,68.80,0.9642,66.83
finetune,50,0.8814,68.74,1.1270,60.60
finetune,51,0.8790,68.65,1.2773,60.91
finetune,52,0.8725,68.92,0.9782,66.48
finetune,53,0.8751,68.95,1.1864,61.33
finetune,54,0.8691,69.32,1.0146,65.00
finetune,55,0.8706,69.08,0.9170,67.47
finetune,56,0.8664,69.36,1.0219,65.73
finetune,57,0.8679,69.11,0.9488,66.94
finetune,58,0.8614,69.46,1.1447,63.29
finetune,59,0.8669,69.31,0.9376,67.52
finetune,60,0.8557,69.71,1.0564,64.77
finetune,61,0.8616,69.47,1.1204,62.71
finetune,62,0.8626,69.33,0.8972,68.65
finetune,63,0.8550,69.63,1.2174,61.27
finetune,64,0.8647,69.42,1.1594,61.41
finetune,65,0.8503,69.88,0.9956,66.55
finetune,66,0.8588,69.84,1.1393,60.76
finetune,67,0.8514,69.76,1.1036,62.87
finetune,68,0.8550,69.76,0.8540,69.87
finetune,69,0.8502,70.26,0.9697,66.51
finetune,70,0.8453,70.15,1.0065,64.89
