phase,epoch,train_loss,train_acc,test_loss,test_acc
finetune,84,0.7341,78.26,1.4822,61.74
finetune,85,0.7314,78.23,1.4958,62.06
finetune,86,0.7167,78.56,1.4971,61.82
finetune,87,0.7110,79.00,1.5115,61.61
finetune,88,0.7094,78.60,1.5084,61.37
finetune,89,0.7046,79.06,1.5103,61.41
finetune,90,0.6944,79.11,1.5157,61.54
finetune,91,0.6895,79.33,1.5278,61.40
finetune,92,0.6830,79.39,1.5255,61.91
finetune,93,0.6826,79.56,1.5387,61.79
finetune,94,0.6789,79.61,1.5403,61.57
finetune,95,0.6795,79.50,1.5589,61.69
finetune,96,0.6741,79.77,1.5541,61.74
finetune,97,0.6730,79.83,1.5521,61.60
finetune,98,0.6674,79.87,1.5485,61.84
finetune,99,0.6601,80.01,1.5465,61.93
finetune,100,0.6670,79.85,1.5629,61.73
finetune,101,0.6563,80.19,1.5766,61.74
finetune,102,0.6540,80.28,1.5668,61.34
finetune,103,0.6526,80.26,1.5832,61.41
finetune,104,0.6487,80.52,1.5780,61.49
finetune,105,0.6507,80.30,1.5850,61.47
finetune,106,0.6455,80.54,1.5916,61.45
finetune,107,0.6388,80.68,1.5886,61.39
finetune,108,0.6429,80.46,1.6039,61.64
finetune,109,0.6387,80.73,1.5997,61.63
finetune,110,0.6408,80.46,1.5952,61.51
finetune,111,0.6381,80.41,1.6135,61.25
finetune,112,0.6282,80.66,1.6128,61.31
finetune,113,0.6343,80.61,1.6260,61.25
finetune,114,0.6352,80.53,1.6343,61.38
finetune,115,0.6278,81.00,1.6370,61.31
finetune,116,0.6239,80.98,1.6240,61.44
finetune,117,0.6279,80.86,1.6242,61.64
finetune,118,0.6264,81.00,1.6276,61.29
finetune,119,0.6277,80.78,1.6364,61.27
finetune,120,0.6267,80.95,1.6509,61.14
finetune,121,0.5937,81.90,1.6126,61.58
finetune,122,0.5919,82.00,1.6143,61.65
finetune,123,0.5886,82.19,1.6195,61.36
finetune,124,0.5882,82.22,1.6130,61.52
finetune,125,0.5862,82.38,1.6121,61.50
finetune,126,0.5861,82.13,1.6193,61.50
finetune,127,0.5851,82.24,1.6174,61.55
finetune,128,0.5797,82.44,1.6145,61.60
finetune,129,0.5811,82.44,1.6199,61.50
finetune,130,0.5802,82.42,1.6186,61.34
finetune,131,0.5831,82.32,1.6180,61.43
finetune,132,0.5822,82.50,1.6147,61.49
finetune,133,0.5816,82.36,1.6192,61.50
finetune,134,0.5846,82.19,1.6214,61.34
finetune,135,0.5750,82.59,1.6218,61.52
finetune,136,0.5814,82.32,1.6262,61.45
finetune,137,0.5810,82.41,1.6214,61.44
finetune,138,0.5784,82.38,1.6252,61.38
finetune,139,0.5790,82.56,1.6210,61.61
finetune,140,0.5786,82.31,1.6218,61.48
finetune,141,0.5815,82.36,1.6286,61.34
finetune,142,0.5793,82.35,1.6244,61.51
finetune,143,0.5766,82.82,1.6269,61.58
finetune,144,0.5757,82.77,1.6224,61.62
finetune,145,0.5792,82.42,1.6247,61.53
finetune,146,0.5756,82.45,1.6312,61.55
finetune,147,0.5719,82.63,1.6219,61.69
finetune,148,0.5799,82.34,1.6239,61.41
finetune,149,0.5752,82.72,1.6262,61.53
finetune,150,0.5762,82.45,1.6253,61.58
finetune,151,0.5792,82.48,1.6298,61.66
finetune,152,0.5747,82.43,1.6257,61.60
finetune,153,0.5714,82.69,1.6325,61.53
finetune,154,0.5761,82.40,1.6269,61.59
finetune,155,0.5751,82.60,1.6355,61.65
finetune,156,0.5716,82.69,1.6307,61.45
finetune,157,0.5727,82.51,1.6356,61.28
finetune,158,0.5763,82.65,1.6347,61.53
finetune,159,0.5726,82.55,1.6334,61.63
finetune,160,0.5732,82.64,1.6330,61.36
